UniqueID_Plastic_study,Site,lat,lon,MarineRegion
1267,"Australia, Queensland, Currumbin",-28.1374671,153.4755579,South Pacific Ocean
1268,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1269,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1270,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1271,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1272,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1273,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1274,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1275,"Australia, Queensland, Gold Coast",-28.016667,153.4,South Pacific Ocean
1276,"Australia, Queensland, North Stradbroke Island",-27.468799,153.4278948,South Pacific Ocean
1277,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1278,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1279,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1280,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1281,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1282,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1283,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1284,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1285,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1286,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1287,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1288,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1289,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1290,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1291,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1292,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1293,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1294,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1295,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1296,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1297,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1298,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1299,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1300,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1301,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1302,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1303,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1304,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1305,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1306,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1307,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1308,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1309,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1310,DPIPWE-15 (location unknown),,,South Pacific Ocean
1311,DPIPWE-15 (location unknown),,,South Pacific Ocean
1312,DPIPWE-15 (location unknown),,,South Pacific Ocean
1313,DPIPWE-15 (location unknown),,,South Pacific Ocean
1314,DPIPWE-15 (location unknown),,,South Pacific Ocean
1315,DPIPWE-15 (location unknown),,,South Pacific Ocean
1316,DPIPWE-15 (location unknown),,,South Pacific Ocean
1317,DPIPWE-15 (location unknown),,,South Pacific Ocean
1318,DPIPWE-15 (location unknown),,,South Pacific Ocean
1319,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1320,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1321,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",-39.2967702,174.0633993,South Pacific Ocean
1322,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",-39.2967702,174.0633993,South Pacific Ocean
1323,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",-39.2967702,174.0633993,South Pacific Ocean
1324,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1325,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1326,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1327,"Australia, New South Wales, Byron Bay",-28.6419122,153.6105168,South Pacific Ocean
1328,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1329,"Australia, Queensland, North Stradbroke Island",-27.468799,153.4278948,South Pacific Ocean
1330,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1331,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1332,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1333,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1334,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1335,"Australia, Victoria, Melbourne",-37.8136276,144.9630576,Indian Ocean
1336,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1337,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1338,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1339,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1340,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1341,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1342,New Zealand,-40.900557,174.885971,South Pacific Ocean
1343,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1344,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1345,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1349,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1350,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1351,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1352,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1353,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1354,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1355,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1356,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1357,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1358,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1359,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1360,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1361,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1362,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1363,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1364,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1365,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1366,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1367,"New Zealand, Raoul Island",-29.2683978,-177.9285777,South Pacific Ocean
1368,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1369,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1370,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1371,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1372,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",-39.2967702,174.0633993,South Pacific Ocean
1373,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1374,New Zealand,-40.900557,174.885971,South Pacific Ocean
1375,"New Zealand, Antipodes Island",-49.6884372,178.7681305,South Pacific Ocean
1376,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1377,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1378,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1379,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1380,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1381,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1382,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1383,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1384,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1385,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1386,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1387,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1388,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1389,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1390,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1391,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1392,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1393,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1394,"Australia, Queensland, Currumbin",-28.1374671,153.4755579,South Pacific Ocean
1395,"Australia, Queensland, Currumbin",-28.1374671,153.4755579,South Pacific Ocean
1396,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1397,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1398,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1399,"Australia, Queensland, North Stradbroke Island",-27.468799,153.4278948,South Pacific Ocean
1400,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1401,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1402,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1403,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1404,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1405,DPIPWE-15 (location unknown),,,South Pacific Ocean
1406,DPIPWE-15 (location unknown),,,South Pacific Ocean
1407,DPIPWE-15 (location unknown),,,South Pacific Ocean
1408,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1409,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1410,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1411,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1412,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1413,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1414,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1415,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1416,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1417,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1418,"Australia, Tasmania",-42.0409059,146.8087322,South Pacific Ocean
1419,"Australia, Victoria, Melbourne",-37.8136276,144.9630576,Indian Ocean
1420,"Australia, Victoria, Melbourne",-37.8136276,144.9630576,Indian Ocean
1421,"Australia, Victoria, Melbourne",-37.8136276,144.9630576,Indian Ocean
1422,"Australia, Victoria, Melbourne",-37.8136276,144.9630576,Indian Ocean
1423,DPIPWE-15 (location unknown),,,South Pacific Ocean
1424,DPIPWE-15 (location unknown),,,South Pacific Ocean
1425,DPIPWE-15 (location unknown),,,South Pacific Ocean
1426,DPIPWE-15 (location unknown),,,South Pacific Ocean
1427,DPIPWE-15 (location unknown),,,South Pacific Ocean
1428,DPIPWE-15 (location unknown),,,South Pacific Ocean
1429,New Zealand,-40.900557,174.885971,South Pacific Ocean
1430,New Zealand,-40.900557,174.885971,South Pacific Ocean
1431,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1432,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1433,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1434,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1435,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1436,"New Zealand, North Island, Offshore 140 km northwest of Kahurangi National Park",-39.2378365,175.6023643,South Pacific Ocean
1437,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",-39.2967702,174.0633993,South Pacific Ocean
1438,"New Zealand, North Island, Offshore 400 km northwest of Wellington",-41.2923814,174.7787463,South Pacific Ocean
1439,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1440,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1441,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1442,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1443,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1444,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1445,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1446,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1447,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1448,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1449,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1450,"New Zealand, South Island, Jackson Bay",-43.9402044,168.858682,South Pacific Ocean
1451,"New Zealand, South Island, Mount Cook National Park",-43.5946537,170.2623985,South Pacific Ocean
1452,"New Zealand, South Island, Mount Cook National Park",-43.5946537,170.2623985,South Pacific Ocean
1453,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1454,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1455,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1456,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1457,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1458,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1459,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1460,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1461,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1462,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1463,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1464,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1465,"Australia, Western Australia",-27.6728168,121.6283098,Indian Ocean
1466,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1467,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1468,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1469,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1470,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1471,"New Zealand, North Island, Bay of Plenty",-38.1027052,176.7416374,South Pacific Ocean
1472,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1473,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1474,"New Zealand, Offshore 400 km southeast of Dunedin",-45.8795455,170.5005957,South Pacific Ocean
1475,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1476,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1477,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1478,"New Zealand, South Island, Dunedin",-45.8795455,170.5005957,South Pacific Ocean
1479,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1480,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1481,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1482,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1483,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1484,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1485,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1486,"New Zealand, South Island, Oreti Beach",-46.4858234,168.2573727,South Pacific Ocean
1487,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1488,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1489,"Australia, Queensland, Currumbin",-28.1374671,153.4755579,South Pacific Ocean
1490,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1491,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1492,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1493,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1494,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1495,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1496,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1497,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1498,DPIPWE-15 (location unknown),,,South Pacific Ocean
1499,DPIPWE-15 (location unknown),,,South Pacific Ocean
1500,"New Zealand, South Island, Jackson Bay",-43.9402044,168.858682,South Pacific Ocean
1501,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1502,"Australia, Queensland, Currumbin",-28.1374671,153.4755579,South Pacific Ocean
1503,New Zealand,-40.900557,174.885971,South Pacific Ocean
1504,New Zealand,-40.900557,174.885971,South Pacific Ocean
1505,New Zealand,-40.900557,174.885971,South Pacific Ocean
1506,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1507,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1508,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1509,"New Zealand, South Island, Jackson Bay",-43.9402044,168.858682,South Pacific Ocean
1510,DPIPWE-15 (location unknown),,,South Pacific Ocean
1511,DPIPWE-15 (location unknown),,,South Pacific Ocean
1512,DPIPWE-15 (location unknown),,,South Pacific Ocean
1513,DPIPWE-15 (location unknown),,,South Pacific Ocean
1514,DPIPWE-15 (location unknown),,,South Pacific Ocean
1515,New Zealand,-40.900557,174.885971,South Pacific Ocean
1516,New Zealand,-40.900557,174.885971,South Pacific Ocean
1517,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1518,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1519,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1520,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1521,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1522,"New Zealand, North Island, Offshore 140 km northwest of Kahurangi National Park",-39.2378365,175.6023643,South Pacific Ocean
1523,"New Zealand, Offshore 400 km southeast of Dunedin",-45.8795455,170.5005957,South Pacific Ocean
1524,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1525,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1526,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1527,"New Zealand, South Island, Dunedin",-45.8795455,170.5005957,South Pacific Ocean
1528,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1529,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1530,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1531,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1532,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1533,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1534,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1535,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1536,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1537,"Australia, Victoria, Melbourne",-37.8136276,144.9630576,Indian Ocean
1538,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1539,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1540,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1541,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1542,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1543,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1544,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1545,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1546,"Ardery Island, Antarctica",-60,110,Indian Ocean
1547,"Ardery Island, Antarctica",-60,110,Indian Ocean
1548,"Ardery Island, Antarctica",-60,110,Indian Ocean
1549,"Ardery Island, Antarctica",-60,110,Indian Ocean
1550,"Ardery Island, Antarctica",-60,110,Indian Ocean
