SISRecID_BLVr9,HBWv8.1_Binomial,Order,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Site,lat,lon,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Study.Duration,n,sqrtN,FO,logit.FO,Plastic,Date_MedianYR
22694329,Larus_dominicanus,CHARADRIIFORMES,399,Tavares et al. 2017,Kelp Gull,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,6,2.449489743,0,-7.265129978,No,2013
22694329,Larus_dominicanus,CHARADRIIFORMES,400,Tavares et al. 2017,Kelp Gull,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,2,1.414213562,0,-7.265129978,No,2013
22697888,Aphrodroma_brevirostris,PROCELLARIIFORMES,401,Ainley et al. 1990a,Kerguelen Petrel,Scotia Sea,-57.534867,-43.486725,Subadult/Adult,1976-1988,1983,1988,6,5,2.236067977,0,-7.265129978,No,1986
22697888,Aphrodroma_brevirostris,PROCELLARIIFORMES,402,Ainley et al. 1990a,Kerguelen Petrel,Weddell Sea,-69.951182,-50.273438,Subadult/Adult,1976-1988,1986,1986,1,9,3,0.23,-1.206181028,Yes,1986
22697888,Aphrodroma_brevirostris,PROCELLARIIFORMES,403,Brown et al. 1986,Kerguelen Petrel,"Victoria, Australia",NA,NA,Mixed,1984,1984,1984,1,NA,NA,NA,NA,Yes,1984
22697888,Aphrodroma_brevirostris,PROCELLARIIFORMES,404,Furness 1985a,Kerguelen Petrel,Gough Island,-40.318641,-9.935332,Mixed,1983,1983,1983,1,13,3.605551275,0.076923077,-2.47660585,Yes,1983
22697888,Aphrodroma_brevirostris,PROCELLARIIFORMES,405,Reed 1981,Kerguelen Petrel,New Zealand,-40.900557,174.885971,Subadult/Adult,1981,1981,1981,1,26,5.099019514,0.04,-3.161434093,Yes,1981
22697888,Aphrodroma_brevirostris,PROCELLARIIFORMES,406,Ryan 1987,Kerguelen Petrel,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,63,7.937253933,0.238095238,-1.161133452,Yes,1982
22698027,Pterodroma_neglecta,PROCELLARIIFORMES,407,Ainley et al. 1990b,Kermadec Petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,8,2.828427125,0,-7.265129978,No,1986
22698027,Pterodroma_neglecta,PROCELLARIIFORMES,408,Imber et al. 1995,Kermadec Petrel,Pitcairn Island,-24.376754,-128.324238,Adult,1991,1991,1991,1,27,5.196152423,0.07,-2.577491418,Yes,1991
22698027,Pterodroma_neglecta,PROCELLARIIFORMES,409,Spear et al. 1995,Kermadec Petrel,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,11,3.31662479,0,-7.265129978,No,1988
22680409,Somateria_spectabilis,ANSERIFORMES,410,Provencher et al. 2014,King Eider,"Cape Dorset, Nunavut",64.230375,-76.540963,Adult,2001,2001,2001,1,3,1.732050808,0,-7.265129978,No,2001
22680409,Somateria_spectabilis,ANSERIFORMES,411,Provencher et al. 2014,King Eider,"Cape Dorset, Nunavut",64.230375,-76.540963,Adult,2011,2011,2011,1,10,3.16227766,0,-7.265129978,No,2011
22680409,Somateria_spectabilis,ANSERIFORMES,412,Provencher et al. 2014,King Eider,"Nuuk, Greenland",64.18141,-51.694138,Mixed,2000-2002,2000,2002,3,41,6.403124237,0,-7.265129978,No,2001
22697748,Aptenodytes_patagonicus,SPHENISCIFORMES,413,Ryan 1987,King Penguin,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,150,12.24744871,0,-7.265129978,No,1982
22694875,Brachyramphus_brevirostris,CHARADRIIFORMES,414,Day et al. 1984/Day 1980,Kittlitz's Murrelet,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,5,2.236067977,0,-7.265129978,No,1973
22694875,Brachyramphus_brevirostris,CHARADRIIFORMES,415,Robards et al. 1995,Kittlitz's Murrelet,Alaska,52.999639,-166.912109,Subadult/Adult,1988-1990,1988,1990,3,17,4.123105626,0,-7.265129978,No,1989
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,416,Auman et al. 1997,Laysan Albatross,Midway Atoll,27.075614,-175.016808,Nest-bound,1994,1994,1994,1,134,11.5758369,0.976,3.677376299,Yes,1994
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,417,Auman et al. 1997,Laysan Albatross,Midway Atoll,27.075614,-175.016808,Nest-bound,1995,1995,1995,1,117,10.81665383,0.976,3.677376299,Yes,1995
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,418,Day et al. 1984 (Fefer pers comm),Laysan Albatross,Hawaii,19.896766,-155.582782,Adult,1982-1983,1982,1983,2,4,2,0.5,0,Yes,1983
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,419,Day et al. 1984 (Fefer pers comm),Laysan Albatross,Hawaii,19.896766,-155.582782,Nest-bound,1982-1983,1982,1983,2,50,7.071067812,0.9,2.191026439,Yes,1983
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,420,Fry et al. 1987,Laysan Albatross,Midway & Oahu,38.150908,-84.683834,Adult,1982-1983,1982,1983,2,4,2,0.5,0,Yes,1983
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,421,Fry et al. 1987,Laysan Albatross,Midway & Oahu,38.150908,-84.683834,Nest-bound,1982-1983,1982,1983,2,50,7.071067812,0.875,1.941125451,Yes,1983
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,422,Gray et al. 2012,Laysan Albatross,North Pacific,45.522224,-122.679826,Adult,2006-2008,2006,2008,3,18,4.242640687,0.833,1.603696957,Yes,2007
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,423,Kenyon and Kridler 1969,Laysan Albatross,Pearl and Hermes Reef,27.833333,-175.833333,Nest-bound,1966,1966,1966,1,100,10,0.74,1.044225364,Yes,1966
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,424,Kinan and Cousins 2000,Laysan Albatross,Kure Atoll,28.392533,-178.293552,Adult,1999,1999,1999,1,NA,NA,1,7.265129978,Yes,1999
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,425,Kuramochi et al. 2011,Laysan Albatross,Japan,36.204824,138.252924,Adult,2009,2009,2009,1,1,1,1,7.265129978,Yes,2009
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,426,Lavers and Bond 2016b,Laysan Albatross,Midway Atoll,28.210076,-177.376111,Nest-bound,2012,2012,2012,1,40,6.32455532,1,7.265129978,Yes,2012
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,427,Pettit et al. 1981,Laysan Albatross,Midway Atoll.,28.210076,-177.376111,Nest-bound,1979-1980,1979,1980,2,4,2,1,7.265129978,Yes,1980
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,428,Robards 1993,Laysan Albatross,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,167,12.92284798,0.93,2.577491418,Yes,1991
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,429,Sileo et al. 1990a,Laysan Albatross,Laysan Island,25.767853,-171.732206,Nest-bound,1987,1987,1987,1,35,5.916079783,1,7.265129978,Yes,1987
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,430,Sileo et al. 1990a,Laysan Albatross,Pearl and Hermes Atoll,27.760667,-175.94082,Nest-bound,1987,1987,1987,1,35,5.916079783,0.91,2.306656177,Yes,1987
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,431,Sileo et al. 1990a,Laysan Albatross,Tern Island,23.868823,-166.285503,Nest-bound,1987,1987,1987,1,6,2.449489743,0.67,0.707110323,Yes,1987
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,432,Sileo et al. 1990b,Laysan Albatross,Hawaiian Islands,19.896766,-155.582782,Nest-bound,1986-1987,1987,1987,1,233,15.26433752,0.905714286,2.255769969,Yes,1987
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,433,Young et al. 2009,Laysan Albatross,Kure Atoll,28.392533,-178.293552,Nest-bound,2005,2005,2005,1,15,3.872983346,1,7.265129978,Yes,2005
22698365,Phoebastria_immutabilis,PROCELLARIIFORMES,434,Young et al. 2009,Laysan Albatross,Oahu,21.438912,-158.000057,Nest-bound,2005,2005,2005,1,8,2.828427125,1,7.265129978,Yes,2005
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,435,Ainley et al. 1990b,Leach's Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,151,12.28820573,0.112582781,-2.059216558,Yes,1986
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,436,Blight and Burger 1997,Leach's Storm-petrel,North Pacific,45.522224,-122.679826,Adult,1987,1987,1987,1,1,1,1,7.265129978,Yes,1987
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,437,Bond and Lavers 2013,Leach's Storm-petrel,"Gull Is, Newfoundland",33.592329,-102.246616,Adult,2012,2012,2012,1,63,7.937253933,0.48,-0.079930685,Yes,2012
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,438,Day 1980,Leach's Storm-petrel,Alaska,64.200841,-149.493673,Adult,1969-1977,1969,1977,9,4,2,0.25,-1.096749099,Yes,1973
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,439,Day 1980,Leach's Storm-petrel,Gulf of Alaska,57,-144,Nest-bound,1969-1977,1969,1977,9,10,3.16227766,0.1,-2.191026439,Yes,1973
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,440,Day et al. 1984/Day 1980,Leach's Storm-petrel,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,4,2,0.25,-1.096749099,Yes,1973
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,441,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,Canada,56.130366,-106.346771,Mixed,1962,1962,1962,1,7,2.645751311,0.14,-1.811116048,Yes,1962
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,442,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,Canada,56.130366,-106.346771,Mixed,1964,1964,1964,1,8,2.828427125,0.25,-1.096749099,Yes,1964
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,443,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,Canada,56.130366,-106.346771,Mixed,1964,1964,1964,1,7,2.645751311,0.57,0.281451885,Yes,1964
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,444,Furness 1985b,Leach's Storm-petrel,"Dun, St. Kilda",57.798373,-8.566646,Adult,1983,1983,1983,1,17,4.123105626,0.59,0.363445253,Yes,1983
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,445,Hedd et al. 2009,Leach's Storm-petrel,Eastern Newfoundland,48.163156,-53.970824,Subadult/Adult,1988,1988,1988,1,749,27.36786437,0.96,3.161434093,Yes,1988
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,446,Provencher et al. 2014,Leach's Storm-petrel,Eastern Newfoundland,48.163156,-53.970824,Mixed,1987-1988,1987,1988,2,749,27.36786437,0.05,-2.931272645,Yes,1988
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,447,Provencher et al. 2014,Leach's Storm-petrel,Eastern Newfoundland,48.163156,-53.970824,Mixed,2002-2006,2002,2006,5,224,14.96662955,0.06,-2.740680581,Yes,2004
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,448,Robards 1993,Leach's Storm-petrel,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,3,1.732050808,0.67,0.707110323,Yes,1991
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,449,Robards et al. 1995,Leach's Storm-petrel,Alaska,52.999639,-166.912109,Adult,1988-1990,1988,1990,3,64,8,0.484,-0.063932292,Yes,1989
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,450,Rothstein 1973,Leach's Storm-petrel,"Gull Is, Newfoundland",33.592329,-102.246616,Adult,1962,1962,1962,1,7,2.645751311,0.142857143,-1.787687767,Yes,1962
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,451,Rothstein 1973,Leach's Storm-petrel,Kent Island,51.278708,0.521725,Adult,1964,1964,1964,1,8,2.828427125,0.285714286,-0.914823247,Yes,1964
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,452,Rothstein 1973,Leach's Storm-petrel,Kent Island,51.278708,0.521725,Adult,1964,1964,1964,1,7,2.645751311,0.428571429,-0.28727432,Yes,1964
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,453,Spear et al. 1995,Leach's Storm-petrel,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,354,18.81488772,0.197740113,-1.397817402,Yes,1988
22698511,Hydrobates_leucorhous,PROCELLARIIFORMES,454,Watanuki 1985,Leach's Storm-petrel,"Daikoku, Japan",34.654303,135.493492,Adult,1982,1982,1982,1,307,17.52141547,0.06514658,-2.653810757,Yes,1982
22694373,Larus_fuscus,CHARADRIIFORMES,455,Acampora et al. 2016,Lesser Black-backed Gull,Ireland,"52.430796,",-6.276479,Subadult/Adult,2014-2016,2014,2016,3,2,1.414213562,1,7.265129978,Yes,2015
22694373,Larus_fuscus,CHARADRIIFORMES,456,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Subadult,2014,2014,2014,1,1,1,0,-7.265129978,No,2014
22694373,Larus_fuscus,CHARADRIIFORMES,457,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Adult,2015,2015,2015,1,8,2.828427125,0,-7.265129978,No,2015
22694373,Larus_fuscus,CHARADRIIFORMES,458,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Subadult,2015,2015,2015,1,9,3,0.3333,-0.692248573,Yes,2015
22694373,Larus_fuscus,CHARADRIIFORMES,459,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Mixed,2015,2015,2015,1,3,1.732050808,0,-7.265129978,No,2015
22694373,Larus_fuscus,CHARADRIIFORMES,460,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Adult,2016,2016,2016,1,21,4.582575695,0.1429,-1.787339315,Yes,2016
22694373,Larus_fuscus,CHARADRIIFORMES,461,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Subadult,2016,2016,2016,1,6,2.449489743,0.5,0,Yes,2016
22694373,Larus_fuscus,CHARADRIIFORMES,462,Nicastro et al. 2018,Lesser Black-backed Gull,"Olhao, Portugal",37.026042,-7.842351,Mixed,2016,2016,2016,1,14,3.741657387,0.3571,-0.587103244,Yes,2016
22694805,Anous_tenuirostris,CHARADRIIFORMES,464,Spear et al. 1995,Lesser Noddy,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,3,1.732050808,0,-7.265129978,No,1988
22698448,Phoebetria_palpebrata,PROCELLARIIFORMES,465,Ainley et al. 1990a,Light-mantled Albatross,Ross Sea,-70.899816,-89.13946,Subadult/Adult,1976-1988,1976,1980,5,2,1.414213562,0,-7.265129978,No,1978
22698448,Phoebetria_palpebrata,PROCELLARIIFORMES,466,Cooper and Klages 1995,Light-mantled Albatross,Marion Island,-46.906248,37.741668,Mixed,1990,1990,1990,1,32,5.656854249,0,-7.265129978,No,1990
22694837,Alle_alle,CHARADRIIFORMES,468,Amelineau et al. 2016,Little Auk,Eastern Greenland,66.198466,-34.864353,Adult,NA,2005,2005,1,26,5.099019514,1,7.265129978,Yes,2005
22694837,Alle_alle,CHARADRIIFORMES,469,Amelineau et al. 2016,Little Auk,Eastern Greenland,66.198466,-34.864353,Adult,NA,2015,2015,1,18,4.242640687,1,7.265129978,Yes,2015
22694837,Alle_alle,CHARADRIIFORMES,470,Avery-Gomm et al. 2016,Little Auk,"Conception Bay, Newfoundland",47.386347,-53.132029,Adult,2013,2013,2013,1,171,13.07669683,0.304,-0.827027216,Yes,2013
22694837,Alle_alle,CHARADRIIFORMES,471,Day et al. 1984/Van Franeker 1983,Little Auk,North Atlantic,-14.599413,-28.673147,Mixed,NA,NA,NA,NA,NA,NA,0.04,-3.161434093,Yes,#NUM!
22694837,Alle_alle,CHARADRIIFORMES,472,Fife et al. 2015,Little Auk,"White Bay, Newfoundland",49.961124,-56.445173,Adult,2013,2013,2013,1,65,8.062257748,0.14,-1.811116048,Yes,2013
22694837,Alle_alle,CHARADRIIFORMES,473,Lydersen et al. 1989,Little Auk,Hornsund,76.881101,15.9084,Adult,1984,1984,1984,1,11,3.31662479,0.45,-0.200388267,Yes,1984
22694837,Alle_alle,CHARADRIIFORMES,474,Provencher et al. 2014,Little Auk,"Nuuk, Greenland",64.18141,-51.694138,Mixed,1988-1989,1988,1989,2,19,4.358898944,0,-7.265129978,No,1989
22697805,Eudyptula_minor,SPHENISCIFORMES,475,Day et al. 1984,Little Penguin,Chatham Is,-43.912096,-176.543303,Mixed,1969-1977,1969,1977,9,NA,NA,0,-7.265129978,No,1973
22697805,Eudyptula_minor,SPHENISCIFORMES,476,Harrigan 1991,Little Penguin,"Western Victoria, Australia",NA,NA,Mixed,1983-1987,1983,1987,5,124,11.13552873,NA,NA,Yes,1985
45959011,Puffinus_assimilis,PROCELLARIIFORMES,477,Furness 1985a,Little Shearwater,Gough Island,-40.318641,-9.935332,Mixed,1983,1983,1983,1,13,3.605551275,0.076923077,-2.47660585,Yes,1983
45959011,Puffinus_assimilis,PROCELLARIIFORMES,479,Ryan 1987,Little Shearwater,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,15,3.872983346,0.066666667,-2.629361785,Yes,1982
22680427,Clangula_hyemalis,ANSERIFORMES,481,Day et al. 1984,Long-tailed Duck,Alaska,64.200841,-149.493673,Mixed,1977-1978,1977,1978,2,11,3.31662479,0,-7.265129978,No,1978
22680427,Clangula_hyemalis,ANSERIFORMES,482,Provencher et al. 2014,Long-tailed Duck,"Belcher Is, Nunavut",56.622294,-78.794321,Mixed,1998-1999,1998,1999,2,27,5.196152423,0,-7.265129978,No,1999
22694251,Stercorarius_longicaudus,CHARADRIIFORMES,483,Robards 1993,Long-tailed Jaeger,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,2,1.414213562,0,-7.265129978,No,1991
22694251,Stercorarius_longicaudus,CHARADRIIFORMES,484,Spear et al. 1995,Long-tailed Jaeger,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,2,1.414213562,0.5,0,Yes,1988
22697793,Eudyptes_chrysolophus,SPHENISCIFORMES,485,Ryan 1987,Macaroni Penguin,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,46,6.782329983,0,-7.265129978,No,1982
22735803,Hydrobates_castro,PROCELLARIIFORMES,486,Ainley et al. 1990b,Madeiran Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,7,2.645751311,0,-7.265129978,No,1986
22735803,Hydrobates_castro,PROCELLARIIFORMES,487,Spear et al. 1995,Madeiran Storm-petrel,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,7,2.645751311,0,-7.265129978,No,1988
22698288,Pelecanoides_magellani,PROCELLARIIFORMES,488,Ryan 1987,Magellan Diving Petrel,Chile,-35.675147,-71.542969,Mixed,1979-1985,1979,1985,7,1,1,0,-7.265129978,No,1982
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,489,Baltz and Morejohn 1976,Magellanic Penguin,Santa Catarina,-27.242339,-50.218856,Mixed,1987-1988,1987,1988,2,67,8.185352772,0.164,-1.625339946,Yes,1988
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,490,Brandao et al. 2011,Magellanic Penguin,"Lagos Region, Rio de Janeiro, Brazil",-22.938424,-42.210889,Adult,2008-2010,2008,2010,3,175,13.22875656,0.1486,-1.741746186,Yes,2009
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,491,Petry et al. 2002,Magellanic Penguin,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,Subadult/Adult,1997-1998,1997,1998,2,144,12,0.8,1.383675089,Yes,1998
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,492,Pinto et al. 2006,Magellanic Penguin,"Arraial do Cabo, Brazil",-22.967337,-42.02681,Subadult,2000,2000,2000,1,12,3.464101615,0.35,-0.618117549,Yes,2000
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,493,Ryan 1987,Magellanic Penguin,Chile,-35.675147,-71.542969,Mixed,1979-1985,1979,1985,7,35,5.916079783,0,-7.265129978,No,1982
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,494,Tavares et al. 2017,Magellanic Penguin,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2011,2011,2011,1,6,2.449489743,0.33,-0.707110323,Yes,2011
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,495,Tavares et al. 2017,Magellanic Penguin,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2011,2011,2011,1,57,7.549834435,0.14,-1.811116048,Yes,2011
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,496,Tavares et al. 2017,Magellanic Penguin,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,3,1.732050808,0.33,-0.707110323,Yes,2012
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,497,Tavares et al. 2017,Magellanic Penguin,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2012,2012,2012,1,70,8.366600265,0.31,-0.79887776,Yes,2012
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,498,Tavares et al. 2017,Magellanic Penguin,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22697822,Spheniscus_magellanicus,SPHENISCIFORMES,499,Tavares et al. 2017,Magellanic Penguin,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,213,14.59451952,0.06,-2.740680581,Yes,2013
22697724,Fregata_magnificens,SULIFORMES,500,Lavers pers. obs.,Magnificent Frigatebird,St. Vincent,39.989602,-85.916289,Adult,2014,2014,2014,1,1,1,1,7.265129978,Yes,2014
22697724,Fregata_magnificens,SULIFORMES,501,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,4,2,0,-7.265129978,No,2012
22697724,Fregata_magnificens,SULIFORMES,502,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2012,2012,2012,1,3,1.732050808,0,-7.265129978,No,2012
22697724,Fregata_magnificens,SULIFORMES,503,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,2,1.414213562,0,-7.265129978,No,2013
22697724,Fregata_magnificens,SULIFORMES,504,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698226,Puffinus_puffinus,PROCELLARIIFORMES,505,Acampora et al. 2016,Manx Shearwater,Ireland,"52.430796,",-6.276479,Subadult/Adult,2014-2016,2014,2016,3,3,1.732050808,0.33,-0.707110323,Yes,2015
22698226,Puffinus_puffinus,PROCELLARIIFORMES,506,Barbieri 2009,Manx Shearwater,"Brazil, Sao Paulo",-14.235004,-51.92528,Adult,2000-2002,2000,2002,3,7,2.645751311,0.8571,1.787339315,Yes,2001
22698226,Puffinus_puffinus,PROCELLARIIFORMES,507,Colabuono et al. 2009,Manx Shearwater,Brazil,-14.235004,-51.92528,Subadult/Adult,1994-2005,1994,2005,12,25,5,0.6,0.404882624,Yes,2000
22698226,Puffinus_puffinus,PROCELLARIIFORMES,508,Colabuono et al. 2010,Manx Shearwater,Brazil,-14.235004,-51.92528,Subadult/Adult,1991,1991,1991,1,6,2.449489743,0.17,-1.582361089,Yes,1991
22698226,Puffinus_puffinus,PROCELLARIIFORMES,509,Furness 1985a,Manx Shearwater,"Rhum, Hebrides",57.009474,-6.32387,Mixed,1984,1984,1984,1,10,3.16227766,0.3,-0.845966745,Yes,1984
22698226,Puffinus_puffinus,PROCELLARIIFORMES,510,Petry et al. 2002,Manx Shearwater,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,Subadult/Adult,1997-1998,1997,1998,2,25,5,0.8,1.383675089,Yes,1998
22698226,Puffinus_puffinus,PROCELLARIIFORMES,511,Tavares et al. 2017,Manx Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Mixed,2011,2011,2011,1,1,1,1,7.265129978,Yes,2011
22698226,Puffinus_puffinus,PROCELLARIIFORMES,512,Tavares et al. 2017,Manx Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,21,4.582575695,0.05,-2.931272645,Yes,2012
22698226,Puffinus_puffinus,PROCELLARIIFORMES,513,Tavares et al. 2017,Manx Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Mixed,2012,2012,2012,1,5,2.236067977,0.4,-0.404882624,Yes,2012
22698226,Puffinus_puffinus,PROCELLARIIFORMES,514,Tavares et al. 2017,Manx Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,3,1.732050808,0,-7.265129978,No,2013
22698226,Puffinus_puffinus,PROCELLARIIFORMES,515,Tavares et al. 2017,Manx Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698226,Puffinus_puffinus,PROCELLARIIFORMES,516,Tourinho et al. 2010,Manx Shearwater,Rio Grande do Sul,-31.807168,-51.618266,Adult,2007,2007,2007,1,5,2.236067977,0.63,0.531437204,Yes,2007
22698226,Puffinus_puffinus,PROCELLARIIFORMES,517,Zonfrillo 1985,Manx Shearwater,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,#NUM!
22694870,Brachyramphus_marmoratus,CHARADRIIFORMES,518,Day et al. 1984/Day 1980,Marbled Murrelet,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,61,7.810249676,0,-7.265129978,No,1973
22694870,Brachyramphus_marmoratus,CHARADRIIFORMES,519,Robards et al. 1995,Marbled Murrelet,Alaska,52.999639,-166.912109,Subadult/Adult,1988-1990,1988,1990,3,96,9.797958971,0,-7.265129978,No,1989
22698543,Hydrobates_markhami,PROCELLARIIFORMES,520,Ainley et al. 1990b,Markham's Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,12,3.464101615,0.083333333,-2.390293706,Yes,1986
22698543,Hydrobates_markhami,PROCELLARIIFORMES,521,Garcia-Godos et al. 2002,Markham's Storm-petrel,"Paracas Peninsula and La Vieja Island, central Peru",-14.132631,-76.320999,Adult,1996-2000,1996,2000,5,95,9.746794345,0.03,-3.453754806,Yes,1998
22736173,Sula_dactylatra,SULIFORMES,522,Day et al. 1984/Harrison et al. 1983,Masked Booby,Hawaii,19.896766,-155.582782,Mixed,1978-1981,1978,1981,4,305,17.4642492,0,-7.265129978,No,1980
