SISRecID_BLVr9,HBWv8.1_Binomial,Order,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Site,lat,lon,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Study.Duration,n,sqrtN,FO,logit.FO,Plastic,Date_MedianYR
22694542,Thalasseus_maximus,CHARADRIIFORMES,681,Tavares et al. 2017,Royal Tern,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,1,1,0,-7.265129978,No,2012
22694542,Thalasseus_maximus,CHARADRIIFORMES,682,Tavares et al. 2017,Royal Tern,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,3,1.732050808,0,-7.265129978,No,2013
22694479,Xema_sabini,CHARADRIIFORMES,683,Acampora et al. 2016,Sabine's Gull,Ireland,"52.430796,",-6.276479,Subadult/Adult,2014-2016,2014,2016,3,1,1,0,-7.265129978,No,2015
22694479,Xema_sabini,CHARADRIIFORMES,684,Day et al. 1984/Day 1980,Sabine's Gull,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,1,1,0,-7.265129978,No,1973
22694479,Xema_sabini,CHARADRIIFORMES,685,Ryan 1987,Sabine's Gull,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,4,2,0,-7.265129978,No,1982
22698388,Thalassarche_salvini,PROCELLARIIFORMES,686,Robertson et al. 2004,Salvin's Albatross,New Zealand,-46.312086,174.115693,Adult,1998,1998,1998,1,14,3.741657387,0.07,-2.577491418,Yes,1998
22698388,Thalassarche_salvini,PROCELLARIIFORMES,687,Robertson et al. 2004,Salvin's Albatross,New Zealand,-46.312086,174.115693,Adult,2000,2000,2000,1,104,10.19803903,0.01,-4.528168023,Yes,2000
104062546,Pachyptila_salvini,PROCELLARIIFORMES,688,Day et al. 1984,Medium-billed Prion,New Zealand,-40.900557,174.885971,Mixed,1969-1977,1969,1977,9,NA,NA,0.5,0,Yes,1973
104062546,Pachyptila_salvini,PROCELLARIIFORMES,689,Harper and Fowler 1987,Medium-billed Prion,New Zealand,-40.900557,174.885971,Subadult/Adult,1958-1977,1958,1977,20,663,25.74878638,0.200603318,-1.379919757,Yes,1968
104062546,Pachyptila_salvini,PROCELLARIIFORMES,691,Ryan 1987,Medium-billed Prion,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,31,5.567764363,0.516129032,0.06444823,Yes,1982
22698335,Phoebastria_albatrus,PROCELLARIIFORMES,692,McDermond & Morgan 1993,Short-tailed Albatross,Torishima,34.683421,135.44196,Mixed,NA,NA,NA,NA,11,3.31662479,0.636363636,0.558792032,Yes,#NUM!
22698335,Phoebastria_albatrus,PROCELLARIIFORMES,693,Rappoport 2000,Short-tailed Albatross,Torishima,34.683421,135.44196,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,#NUM!
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,694,Acampora et al. 2014,Short-tailed Shearwater,"Stradbroke Is, QLD",-27.532317,153.462608,Adult,2010,2010,2010,1,102,10.09950494,0.627,0.518609009,Yes,2010
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,695,Acampora et al. 2014,Short-tailed Shearwater,"Stradbroke Is, QLD",-27.532317,153.462608,Nest-bound,2012,2012,2012,1,27,5.196152423,0.85,1.730768434,Yes,2012
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,696,Ainley et al. 1990b,Short-tailed Shearwater,Eastern equatorial Pacific,-126.5858,-5.934,Adult,1984-1988,1984,1988,5,1,1,1,7.265129978,Yes,1986
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,697,Baltz and Morejohn 1976,Short-tailed Shearwater,"Monterey Bay, CA",36.800741,-121.947311,Mixed,1974-1975,1974,1975,2,NA,NA,0.855,1.770370134,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,698,Carey 2011,Short-tailed Shearwater,Phillip Is,-38.48987,145.203828,Nest-bound,2010,2010,2010,1,67,8.185352772,1,7.265129978,Yes,2010
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,699,Day et al. 1984,Short-tailed Shearwater,Australia,-25.274398,133.775136,Mixed,1979-1980,1979,1980,2,189,13.74772708,0.47,-0.119975941,Yes,1980
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,700,Day et al. 1984/Baltz and Morejohn 76,Short-tailed Shearwater,California,36.778261,-119.417932,Mixed,1975,1975,1975,1,6,2.449489743,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,701,Day et al. 1984/Day 1980,Short-tailed Shearwater,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,200,14.14213562,0.84,1.654695605,Yes,1973
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,702,Hong et al. 2013,Short-tailed Shearwater,Korea,35.907757,127.766922,Adult,2010-2012,2010,2012,3,1,1,1,7.265129978,Yes,2011
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,703,Ogi 1989,Short-tailed Shearwater,western North Pacific,55.35,-164,Adult,1970,1970,1970,1,28,5.291502622,0.464,-0.144047243,Yes,1970
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,704,Ogi 1989,Short-tailed Shearwater,western North Pacific,56.38,-161.35,Adult,1972,1972,1972,1,51,7.141428429,0.529,0.115967618,Yes,1972
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,705,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.5,170.5,Adult,1973,1973,1973,1,4,2,0.5,0,Yes,1973
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,706,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.5,170.5,Adult,1973,1973,1973,1,2,1.414213562,1,7.265129978,Yes,1973
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,707,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,42.5,167.5,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,708,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,43.55,167.5,Adult,1975,1975,1975,1,4,2,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,709,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,46.5,167.5,Adult,1975,1975,1975,1,4,2,0.5,0,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,710,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.5,167.5,Adult,1975,1975,1975,1,2,1.414213562,0.5,0,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,711,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,51.5,167.5,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,712,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.5,171,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,713,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.5,171,Adult,1975,1975,1975,1,3,1.732050808,0.667,0.693596585,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,714,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.5,169.01666,Adult,1975,1975,1975,1,4,2,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,715,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,48.5,169,Adult,1975,1975,1975,1,3,1.732050808,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,716,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.25,172.5,Adult,1975,1975,1975,1,2,1.414213562,1,7.265129978,Yes,1975
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,717,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,171,Adult,1976,1976,1976,1,11,3.31662479,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,718,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,172,Adult,1976,1976,1976,1,12,3.464101615,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,719,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,173,Adult,1976,1976,1976,1,13,3.605551275,0.923,2.475532086,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,720,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,176,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,721,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55.1666,177.28333,Adult,1976,1976,1976,1,3,1.732050808,0.667,0.693596585,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,722,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,178,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,723,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55.05,179.333,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,724,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,58.93333,178.13333,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,725,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,59,178,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,726,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,59,171,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,727,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,61.73333,177.66667,Adult,1976,1976,1976,1,4,2,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,728,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,61.8,179.65,Adult,1976,1976,1976,1,2,1.414213562,0.5,0,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,729,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,62.0333,179.66667,Adult,1976,1976,1976,1,3,1.732050808,0.667,0.693596585,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,730,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,62.083333,179.6,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,731,Ogi 1989,Short-tailed Shearwater,western North Pacific,55,-179,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,732,Ogi 1989,Short-tailed Shearwater,western North Pacific,55,-178,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,733,Ogi 1989,Short-tailed Shearwater,western North Pacific,55.05,-176.83333,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,734,Ogi 1989,Short-tailed Shearwater,western North Pacific,56.91666,-176,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,735,Ogi 1989,Short-tailed Shearwater,western North Pacific,57,-177,Adult,1976,1976,1976,1,5,2.236067977,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,736,Ogi 1989,Short-tailed Shearwater,western North Pacific,57,-178,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,737,Ogi 1989,Short-tailed Shearwater,western North Pacific,61.9,-179.98333,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,738,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.5,165.01666,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,739,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.36666,165.71666,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,740,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.05,166.983333,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,741,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.4333,168.8,Adult,1977,1977,1977,1,5,2.236067977,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,742,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.2666,169,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,743,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.58333,168.51666,Adult,1977,1977,1977,1,3,1.732050808,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,744,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.9,168.16666,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,745,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.1333,175.35,Adult,1977,1977,1977,1,17,4.123105626,0.941,2.758354732,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,746,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.63333,178.016666,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,747,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.616666,179.73333,Adult,1977,1977,1977,1,3,1.732050808,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,748,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,58.5,179.96666,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,749,Ogi 1989,Short-tailed Shearwater,western North Pacific,56.06666,-176.23333,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,750,Ogi 1989,Short-tailed Shearwater,western North Pacific,56,-175.23333,Adult,1977,1977,1977,1,5,2.236067977,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,751,Ogi 1989,Short-tailed Shearwater,western North Pacific,57.0333,-178.03333,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,752,Ogi 1989,Short-tailed Shearwater,western North Pacific,57.96666,-176.3,Adult,1977,1977,1977,1,5,2.236067977,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,753,Ogi 1989,Short-tailed Shearwater,western North Pacific,58.16666,-175.616666,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,754,Ogi 1989,Short-tailed Shearwater,western North Pacific,59.05,-175.53333,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,755,Ogi 1989,Short-tailed Shearwater,western North Pacific,58.75,-178.9,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,756,Ogi 1989,Short-tailed Shearwater,western North Pacific,59.21666,-177.85,Adult,1977,1977,1977,1,5,2.236067977,0.8,1.383675089,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,757,Ogi 1989,Short-tailed Shearwater,western North Pacific,58.8666,-177.4666,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,758,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,48.78333,177.4666,Adult,1978,1978,1978,1,2,1.414213562,0.5,0,Yes,1978
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,759,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,44.9666,179.9666,Adult,1978,1978,1978,1,1,1,1,7.265129978,Yes,1978
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,760,Ogi 1989,Short-tailed Shearwater,western North Pacific,52.91666,-176.98333,Adult,1978,1978,1978,1,15,3.872983346,0.933,2.624069008,Yes,1978
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,761,Ogi 1989,Short-tailed Shearwater,western North Pacific,54,-178.0333,Adult,1978,1978,1978,1,10,3.16227766,0.833,1.603696957,Yes,1978
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,762,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,46.4,158.3,Adult,1979,1979,1979,1,2,1.414213562,0.5,0,Yes,1979
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,763,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,48.98333,169.31666,Adult,1979,1979,1979,1,1,1,1,7.265129978,Yes,1979
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,764,Ogi 1989,Short-tailed Shearwater,western North Pacific,51.0333,-177.5166,Adult,1979,1979,1979,1,33,5.744562647,0.917,2.394631562,Yes,1979
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,765,Robards 1993,Short-tailed Shearwater,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,200,14.14213562,0.88,1.987408918,Yes,1991
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,766,Robards et al. 1995,Short-tailed Shearwater,Alaska,52.999639,-166.912109,Subadult/Adult,1988-1990,1988,1990,3,5,2.236067977,0.8,1.383675089,Yes,1989
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,767,Robertson et al. 2004,Short-tailed Shearwater,New Zealand,-46.312086,174.115693,Adult,2000,2000,2000,1,33,5.744562647,0.82,1.513319437,Yes,2000
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,769,Tanaka et al. 2013,Short-tailed Shearwater,northern North Pacific Ocean,46.553327,165.305005,Subadult/Adult,2005,2005,2005,1,12,3.464101615,1,7.265129978,Yes,2005
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,770,Vlietstra & Parga 2002,Short-tailed Shearwater,Bering Sea,52.946565,-177.136166,Adult,2001,2001,2001,1,330,18.16590212,0.839,1.647301919,Yes,2001
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,771,Yamashita et al. 2011,Short-tailed Shearwater,Bering Sea,57.556705,-179.056982,Subadult/Adult,2003,2003,2003,1,87,9.327379053,NA,NA,Yes,2003
22698216,Ardenna_tenuirostris,PROCELLARIIFORMES,772,Yamashita et al. 2011,Short-tailed Shearwater,Bering Sea,57.556705,-179.056982,Subadult/Adult,2005,2005,2005,1,12,3.464101615,NA,NA,Yes,2005
22729604,Thalassarche_cauta,PROCELLARIIFORMES,773,Hedd and Gales 2001,Shy Albatross,"Albatross Island, Tasmania, Australia",-40.37704,144.65554,Nest-bound,1995-1998,1995,1998,4,540,23.23790008,0.009,-4.627294757,Yes,1997
22729604,Thalassarche_cauta,PROCELLARIIFORMES,775,Ryan 1987,Shy Albatross,South Africa,-30.559482,22.937506,Adult,1979-1985,1979,1985,7,2,1.414213562,0,-7.265129978,No,1982
22729604,Thalassarche_cauta,PROCELLARIIFORMES,776,Ryan et al. 2016,Shy Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,601,24.51530134,0.027,-3.559670835,Yes,2010
22694362,Larus_schistisagus,CHARADRIIFORMES,778,Robards 1993,Slaty-backed Gull,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,1,1,0,-7.265129978,No,1991
22697885,Pagodroma_nivea,PROCELLARIIFORMES,779,Ainley et al. 1990a,Snow Petrel,Scotia Sea,-58.555249,-36.096044,Adult,1988,1988,1988,1,139,11.78982612,0.03,-3.453754806,Yes,1988
22697885,Pagodroma_nivea,PROCELLARIIFORMES,780,Ainley et al. 1990a,Snow Petrel,Ross Sea,-70.899816,-89.13946,Subadult/Adult,1976-1988,1976,1980,5,108,10.39230485,0,-7.265129978,No,1978
22697885,Pagodroma_nivea,PROCELLARIIFORMES,781,Ainley et al. 1990a,Snow Petrel,Scotia Sea,-57.534867,-43.486725,Subadult/Adult,1976-1988,1983,1988,6,139,11.78982612,0.03,-3.453754806,Yes,1986
22697885,Pagodroma_nivea,PROCELLARIIFORMES,782,Ainley et al. 1990a,Snow Petrel,Drake Passage,-63.339181,-64.569945,Subadult/Adult,1976-1988,1986,1987,2,77,8.774964387,0,-7.265129978,No,1987
22697885,Pagodroma_nivea,PROCELLARIIFORMES,783,Ainley et al. 1990a,Snow Petrel,Weddell Sea,-69.951182,-50.273438,Subadult/Adult,1976-1988,1986,1986,1,39,6.244997998,0,-7.265129978,No,1986
22697885,Pagodroma_nivea,PROCELLARIIFORMES,784,Ryan 1987,Snow Petrel,"Dronning-Maud Land, ANT",-74.57667,-11.224145,Mixed,1979-1985,1979,1985,7,22,4.69041576,0.045454545,-3.029972879,Yes,1982
22698080,Pterodroma_mollis,PROCELLARIIFORMES,785,Furness 1985a,Soft-plumaged Petrel,Gough Island,-40.318641,-9.935332,Mixed,1983,1983,1983,1,18,4.242640687,0.055555556,-2.821432957,Yes,1983
22698080,Pterodroma_mollis,PROCELLARIIFORMES,786,Petry et al. 2002,Soft-plumaged Petrel,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,Subadult/Adult,1997-1998,1997,1998,2,1,1,1,7.265129978,Yes,1998
22698080,Pterodroma_mollis,PROCELLARIIFORMES,787,Ryan 1987,Soft-plumaged Petrel,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,29,5.385164807,0.206896552,-1.341239342,Yes,1982
22698080,Pterodroma_mollis,PROCELLARIIFORMES,788,Tavares et al. 2017,Soft-plumaged Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,1,1,1,7.265129978,Yes,2012
22698080,Pterodroma_mollis,PROCELLARIIFORMES,789,Tavares et al. 2017,Soft-plumaged Petrel,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698431,Phoebetria_fusca,PROCELLARIIFORMES,790,Cooper and Klages 1995,Sooty Albatross,Marion Island,-46.906248,37.741668,Mixed,1990,1990,1990,1,37,6.08276253,0,-7.265129978,No,1990
22698431,Phoebetria_fusca,PROCELLARIIFORMES,791,Furness 1985a,Sooty Albatross,Gough Island,-40.318641,-9.935332,Mixed,1983,1983,1983,1,8,2.828427125,0,-7.265129978,No,1983
22698431,Phoebetria_fusca,PROCELLARIIFORMES,792,Ryan 1987,Sooty Albatross,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,73,8.544003745,0.01369863,-4.227538364,Yes,1982
22698209,Ardenna_grisea,PROCELLARIIFORMES,793,Ainley et al. 1990b,Sooty Shearwater,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,25,5,0.72,0.942936479,Yes,1986
22698209,Ardenna_grisea,PROCELLARIIFORMES,794,Avery-Gomm et al. 2013,Sooty Shearwater,"Barkley Sound, BC",48.898889,-125.274444,Adult,2011,2011,2011,1,1,1,1,7.265129978,Yes,2011
22698209,Ardenna_grisea,PROCELLARIIFORMES,795,Baltz and Morejohn 1976,Sooty Shearwater,"Monterey Bay, CA",36.800741,-121.947311,Adult,1974-1975,1974,1975,2,21,4.582575695,0.55,0.200388267,Yes,1975
22698209,Ardenna_grisea,PROCELLARIIFORMES,796,Barbieri 2009,Sooty Shearwater,"Ilha Comprida, Brazil",-24.746103,-47.550779,Adult,2000-2002,2000,2002,3,11,3.31662479,0.636,0.557223489,Yes,2001
22698209,Ardenna_grisea,PROCELLARIIFORMES,797,Blight and Burger 1997,Sooty Shearwater,Eastern North Pacific,47.269522,-122.236209,Adult,1987,1987,1987,1,20,4.472135955,0.75,1.096749099,Yes,1987
22698209,Ardenna_grisea,PROCELLARIIFORMES,798,Bond et al. 2014,Sooty Shearwater,Sable Island,43.933721,-59.914914,Adult,2000-2011,2000,2011,12,50,7.071067812,0.72,0.942936479,Yes,2006
22698209,Ardenna_grisea,PROCELLARIIFORMES,799,Bourne 1976,Sooty Shearwater,Scotland,56.490671,-4.202646,Adult,1965-1975,1965,1975,11,1,1,1,7.265129978,Yes,1970
22698209,Ardenna_grisea,PROCELLARIIFORMES,800,Brown et al. 1981,Sooty Shearwater,Placentia Bay,47.103007,-54.185932,Adult,1978,1978,1978,1,5,2.236067977,0.2,-1.383675089,Yes,1978
22698209,Ardenna_grisea,PROCELLARIIFORMES,801,Brown et al. 1981,Sooty Shearwater,"Briar Island, Canada",44.254429,-66.368281,Adult,1974-1975,1974,1975,2,30,5.477225575,0.167,-1.603696957,Yes,1975
22698209,Ardenna_grisea,PROCELLARIIFORMES,802,Day 1980,Sooty Shearwater,Alaska,64.200841,-149.493673,Adult,1969-1977,1969,1977,9,76,8.717797887,0.434,-0.265173925,Yes,1973
22698209,Ardenna_grisea,PROCELLARIIFORMES,803,Day et al. 1984,Sooty Shearwater,California,36.778261,-119.417932,Adult,1977,1977,1977,1,37,6.08276253,0.51,0.039949391,Yes,1977
22698209,Ardenna_grisea,PROCELLARIIFORMES,804,Day et al. 1984,Sooty Shearwater,New Zealand,-40.900557,174.885971,Mixed,1969-1977,1969,1977,9,NA,NA,0.1,-2.191026439,Yes,1973
22698209,Ardenna_grisea,PROCELLARIIFORMES,805,Day et al. 1984,Sooty Shearwater,California,36.778261,-119.417932,Adult,1978-1979,1978,1979,2,154,12.40967365,0.49,-0.039949391,Yes,1979
22698209,Ardenna_grisea,PROCELLARIIFORMES,806,Furness 1983,Sooty Shearwater,"Benguela Current, SA",18.408724,-34.373693,Adult,1981,1981,1981,1,13,3.605551275,0,-7.265129978,No,1981
22698209,Ardenna_grisea,PROCELLARIIFORMES,807,Moser and Lee 1992,Sooty Shearwater,Western North Atlantic,28.389208,-80.605536,Adult,1975-1989,1975,1989,15,5,2.236067977,0.4,-0.404882624,Yes,1982
22698209,Ardenna_grisea,PROCELLARIIFORMES,808,Ogi 1989,Sooty Shearwater,Eastern North Pacific,40.583333,167.516667,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698209,Ardenna_grisea,PROCELLARIIFORMES,809,Ogi 1989,Sooty Shearwater,Eastern North Pacific,47.616667,179.733333,Adult,1977,1977,1977,1,2,1.414213562,0,-7.265129978,No,1977
22698209,Ardenna_grisea,PROCELLARIIFORMES,810,Ogi 1989,Sooty Shearwater,Eastern North Pacific,47.633333,178.016667,Adult,1977,1977,1977,1,2,1.414213562,0.5,0,Yes,1977
22698209,Ardenna_grisea,PROCELLARIIFORMES,811,Ogi 1989,Sooty Shearwater,North Pacific,47.633333,178.016667,Adult,1977,1977,1977,1,4,2,0.25,-1.096749099,Yes,1977
