SISRecID_BLVr9,Common.name_HBWBLv6,TipLabel_HBWBLv6,ROTL.tip.label,Order,BLFamilyEnglish,Family.Name_HBWBLv6,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Site,lat,lon,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Study.Duration,n,sqrtN,FO,logit.FO,Plastic,Date_MedianYR
22697859,Northern Giant Petrel,Macronectes_halli,Macronectes_halli,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1373,Roman et al. 2019,Northern Giant Petrel,"New Zealand, North Island, Wellington",NA,NA,Mixed,2016,2016,2016,1,1,1,0,-7.265129978,No,2016
22697859,Northern Giant Petrel,Macronectes_halli,Macronectes_halli,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1371,Roman et al. 2019,Northern Giant Petrel,"Australia, Queensland, Fraser Island",NA,NA,Subadult,2015,2015,2015,1,1,1,0,-7.265129978,No,2015
22698042,Providence Petrel,Pterodroma_solandri,Pterodroma_solandri,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1141,Roman et al. 2016,Providence Petrel,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22698042,Providence Petrel,Pterodroma_solandri,Pterodroma_solandri,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,635,Bester et al. 2010,Providence Petrel,Lord Howe Island,-31.555326,159.082121,Nest-bound,2001,2001,2001,1,61,7.810249676,0.112,-2.0650303,Yes,2001
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1116,Roman et al. 2016,Medium-billed Prion,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2002,2002,2002,1,2,1.414213562,0.5,0,Yes,2002
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1117,Roman et al. 2016,Medium-billed Prion,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2008,2008,2008,1,1,1,1,7.265129978,Yes,2008
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1118,Roman et al. 2016,Medium-billed Prion,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,1,7.265129978,Yes,2013
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1384,Roman et al. 2019,Salvin's Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2002,2002,2002,1,2,1.414213562,0.5,0,Yes,2002
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1385,Roman et al. 2019,Salvin's Prion,"Australia, Queensland, Fraser Island",NA,NA,Adult,2008,2008,2008,1,1,1,1,7.265129978,Yes,2008
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1386,Roman et al. 2019,Salvin's Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Mixed,2016,2016,2016,1,6,2.449489743,0.5,0,Yes,2016
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1388,Roman et al. 2019,Salvin's Prion,"New Zealand, North Island, Manu Bay",NA,NA,Mixed,2016,2016,2016,1,4,2,0.75,1.096749099,Yes,2016
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1387,Roman et al. 2019,Salvin's Prion,"New Zealand, North Island, Karioitahi Beach",NA,NA,Subadult,2016,2016,2016,1,8,2.828427125,0.875,1.941125451,Yes,2016
104062546,Salvin's Prion,Pachyptila_salvini,Pachyptila_salvini,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1389,Roman et al. 2019,Salvin's Prion,"New Zealand, North Island, Manu Bay",NA,NA,Subadult,2016,2016,2016,1,2,1.414213562,0.5,0,Yes,2016
45061132,Scopoli's Shearwater,Calonectris_diomedea,Calonectris_diomedea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,232,Tavares et al. 2017,Cory's Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2011,2011,2011,1,1,1,0,-7.265129978,No,2011
45061132,Scopoli's Shearwater,Calonectris_diomedea,Calonectris_diomedea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,233,Tavares et al. 2017,Cory's Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,2,1.414213562,0.5,0,Yes,2012
45061132,Scopoli's Shearwater,Calonectris_diomedea,Calonectris_diomedea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,234,Tavares et al. 2017,Cory's Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,19,4.358898944,0.16,-1.654695605,Yes,2013
45061132,Scopoli's Shearwater,Calonectris_diomedea,Calonectris_diomedea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,235,Tavares et al. 2017,Cory's Shearwater,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,12,3.464101615,0.33,-0.707110323,Yes,2013
45061132,Scopoli's Shearwater,Calonectris_diomedea,Calonectris_diomedea,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,229,Petry et al. 2009,Cory's Shearwater,Rio Grande do Sul,-31.807168,-51.618266,Subadult/Adult,2008,2008,2008,1,185,13.60147051,0.773,1.223155228,Yes,2008
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,703,Ogi 1989,Short-tailed Shearwater,western North Pacific,55.35,-164,Adult,1970,1970,1970,1,28,5.291502622,0.464,-0.144047243,Yes,1970
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,704,Ogi 1989,Short-tailed Shearwater,western North Pacific,56.38,-161.35,Adult,1972,1972,1972,1,51,7.141428429,0.529,0.115967618,Yes,1972
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,705,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.5,170.5,Adult,1973,1973,1973,1,4,2,0.5,0,Yes,1973
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,706,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.5,170.5,Adult,1973,1973,1973,1,2,1.414213562,1,7.265129978,Yes,1973
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,707,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,42.5,167.5,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,708,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,43.55,167.5,Adult,1975,1975,1975,1,4,2,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,709,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,46.5,167.5,Adult,1975,1975,1975,1,4,2,0.5,0,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,710,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.5,167.5,Adult,1975,1975,1975,1,2,1.414213562,0.5,0,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,711,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,51.5,167.5,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,712,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.5,171,Adult,1975,1975,1975,1,1,1,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,713,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.5,171,Adult,1975,1975,1975,1,3,1.732050808,0.667,0.693596585,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,714,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.5,169.01666,Adult,1975,1975,1975,1,4,2,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,715,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,48.5,169,Adult,1975,1975,1975,1,3,1.732050808,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,716,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.25,172.5,Adult,1975,1975,1975,1,2,1.414213562,1,7.265129978,Yes,1975
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,717,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,171,Adult,1976,1976,1976,1,11,3.31662479,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,718,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,172,Adult,1976,1976,1976,1,12,3.464101615,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,719,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,173,Adult,1976,1976,1976,1,13,3.605551275,0.923,2.475532086,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,720,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,176,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,721,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55.1666,177.28333,Adult,1976,1976,1976,1,3,1.732050808,0.667,0.693596585,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,722,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55,178,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,723,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,55.05,179.333,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,724,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,58.93333,178.13333,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,725,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,59,178,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,726,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,59,171,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,727,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,61.73333,177.66667,Adult,1976,1976,1976,1,4,2,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,728,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,61.8,179.65,Adult,1976,1976,1976,1,2,1.414213562,0.5,0,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,729,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,62.0333,179.66667,Adult,1976,1976,1976,1,3,1.732050808,0.667,0.693596585,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,730,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,62.083333,179.6,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,731,Ogi 1989,Short-tailed Shearwater,western North Pacific,55,-179,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,732,Ogi 1989,Short-tailed Shearwater,western North Pacific,55,-178,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,733,Ogi 1989,Short-tailed Shearwater,western North Pacific,55.05,-176.83333,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,734,Ogi 1989,Short-tailed Shearwater,western North Pacific,56.91666,-176,Adult,1976,1976,1976,1,1,1,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,735,Ogi 1989,Short-tailed Shearwater,western North Pacific,57,-177,Adult,1976,1976,1976,1,5,2.236067977,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,736,Ogi 1989,Short-tailed Shearwater,western North Pacific,57,-178,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,737,Ogi 1989,Short-tailed Shearwater,western North Pacific,61.9,-179.98333,Adult,1976,1976,1976,1,2,1.414213562,1,7.265129978,Yes,1976
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,738,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.5,165.01666,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,739,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.36666,165.71666,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,740,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.05,166.983333,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,741,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,49.4333,168.8,Adult,1977,1977,1977,1,5,2.236067977,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,742,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.2666,169,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,743,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.58333,168.51666,Adult,1977,1977,1977,1,3,1.732050808,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,744,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.9,168.16666,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,745,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,50.1333,175.35,Adult,1977,1977,1977,1,17,4.123105626,0.941,2.758354732,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,746,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.63333,178.016666,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,747,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,47.616666,179.73333,Adult,1977,1977,1977,1,3,1.732050808,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,748,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,58.5,179.96666,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,749,Ogi 1989,Short-tailed Shearwater,western North Pacific,56.06666,-176.23333,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,750,Ogi 1989,Short-tailed Shearwater,western North Pacific,56,-175.23333,Adult,1977,1977,1977,1,5,2.236067977,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,751,Ogi 1989,Short-tailed Shearwater,western North Pacific,57.0333,-178.03333,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,752,Ogi 1989,Short-tailed Shearwater,western North Pacific,57.96666,-176.3,Adult,1977,1977,1977,1,5,2.236067977,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,753,Ogi 1989,Short-tailed Shearwater,western North Pacific,58.16666,-175.616666,Adult,1977,1977,1977,1,4,2,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,754,Ogi 1989,Short-tailed Shearwater,western North Pacific,59.05,-175.53333,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,755,Ogi 1989,Short-tailed Shearwater,western North Pacific,58.75,-178.9,Adult,1977,1977,1977,1,1,1,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,756,Ogi 1989,Short-tailed Shearwater,western North Pacific,59.21666,-177.85,Adult,1977,1977,1977,1,5,2.236067977,0.8,1.383675089,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,757,Ogi 1989,Short-tailed Shearwater,western North Pacific,58.8666,-177.4666,Adult,1977,1977,1977,1,2,1.414213562,1,7.265129978,Yes,1977
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,758,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,48.78333,177.4666,Adult,1978,1978,1978,1,2,1.414213562,0.5,0,Yes,1978
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,759,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,44.9666,179.9666,Adult,1978,1978,1978,1,1,1,1,7.265129978,Yes,1978
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,760,Ogi 1989,Short-tailed Shearwater,western North Pacific,52.91666,-176.98333,Adult,1978,1978,1978,1,15,3.872983346,0.933,2.624069008,Yes,1978
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,761,Ogi 1989,Short-tailed Shearwater,western North Pacific,54,-178.0333,Adult,1978,1978,1978,1,10,3.16227766,0.833,1.603696957,Yes,1978
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,762,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,46.4,158.3,Adult,1979,1979,1979,1,2,1.414213562,0.5,0,Yes,1979
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,763,Ogi 1989,Short-tailed Shearwater,Eastern North Pacific,48.98333,169.31666,Adult,1979,1979,1979,1,1,1,1,7.265129978,Yes,1979
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,764,Ogi 1989,Short-tailed Shearwater,western North Pacific,51.0333,-177.5166,Adult,1979,1979,1979,1,33,5.744562647,0.917,2.394631562,Yes,1979
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,767,Robertson et al. 2004,Short-tailed Shearwater,New Zealand,-46.312086,174.115693,Adult,2000,2000,2000,1,33,5.744562647,0.82,1.513319437,Yes,2000
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,770,Vlietstra & Parga 2002,Short-tailed Shearwater,Bering Sea,52.946565,-177.136166,Adult,2001,2001,2001,1,330,18.16590212,0.839,1.647301919,Yes,2001
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1152,Roman et al. 2016,Short-tailed Shearwater,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2008,2008,2008,1,2,1.414213562,0.5,0,Yes,2008
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1153,Roman et al. 2016,Short-tailed Shearwater,New South Wales,-32.967658,151.732219,Adult,2013,2013,2013,1,6,2.449489743,1,7.265129978,Yes,2013
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1154,Roman et al. 2016,Short-tailed Shearwater,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,13,3.605551275,0.8462,1.701388528,Yes,2013
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1390,Roman et al. 2019,Short-tailed Shearwater,"Australia, New South Wales",NA,NA,Adult,2004,2004,2004,1,1,1,1,7.265129978,Yes,2004
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1391,Roman et al. 2019,Short-tailed Shearwater,"Australia, New South Wales",NA,NA,Adult,2010,2010,2010,1,4,2,1,7.265129978,Yes,2010
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1392,Roman et al. 2019,Short-tailed Shearwater,"Australia, New South Wales",NA,NA,Adult,2012,2012,2012,1,3,1.732050808,1,7.265129978,Yes,2012
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1393,Roman et al. 2019,Short-tailed Shearwater,"Australia, New South Wales",NA,NA,Adult,2013,2013,2013,1,8,2.828427125,0.875,1.941125451,Yes,2013
22698216,Short-tailed Shearwater,Ardenna_tenuirostris,Ardenna_tenuirostris,PROCELLARIIFORMES,"Petrels, shearwaters",Procellariidae,1394,Roman et al. 2019,Short-tailed Shearwater,"Australia, Queensland, Currumbin",NA,NA,Adult,2013,2013,2013,1,77,8.774964387,0.8831,2.016941757,Yes,2013
