SISRecID_BLVr9,HBWv8.1_Binomial,Link_species,HBWv8.1_Order,HBWv8.1_Family,HBWv8.1_Subfamily,HBWv8.1_Tribe,HBWv8.1_Common_name,HBWv8.1_Genus,HBWv8.1_Synonyms,IUCN_2023,Feeding.Method.Simple,Diet,Diet_description,Anthropogenic.subsidy.search.word,Anthropogenic.subsidy.simple,Fish,Cephalopods,Crustaceans,Other.Inverts,Carrion.NonFishVertebrates,Anthropogenic.Subsidy,pelagic_specialist_CR,Body.Mass.g,scaled.body.mass,Source_Body.Mass.g,DMS.responsive_Savoca,DMS.responsive_Dell.Ariccia,Agreement_Savoca_Dell.Ariccia,Body.Mass.g.FLAWED,AS.Fishery,AS.Refuse,AS.Agriculture
22733705,Anous albivittus,https:/www.hbw.com/species/grey-noddy-procelsterna-albivitta,CHARADRIIFORMES,Laridae,Anoinae,NA,Grey Noddy,Anous,Procelsterna albivitta,LC,Surface.Seizing,Crustaceans,"At Desaventurados Is (Chile) takes tiny crustaceans, and also fish and squid; small crustaceans at Kermadec Is and Lord Howe I. Feeds by fluttering or hovering low over water, and repeatedly dipping; does not foot-patter. Seen to face upwind, and at end of food patch circle back to beginning.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,72.2,-1.381739204,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,309,No,No,No
22694346,Larus glaucoides,https:/www.hbw.com/species/iceland-gull-larus-glaucoides,CHARADRIIFORMES,Laridae,Larinae,NA,Iceland Gull,Larus,NA,LC,Surface.Seizing,Fish,"An opportunistic feeder, mainly fish, especially Capelin (Mallotus villosus), Eulachon, and other surface fish (12, 17, 179, 180). Also consumes carrion, offal in harbors, marine invertebrates, and occasionally eggs and young of other birds. Takes some terrestrial plants, algae, berries in late summer (see Diet). Largely undescribed, but principally marine. Food taken most commonly from sea surface, especially tidal zone at ebb tide, less often from intertidal zone. Infrequently nearshore areas, including beaches with washed-up food. Those reaching settled coasts become accustomed to foraging in close quarters with humans (69). In some areas (e.g., midwinter near Portland, Oregon), fairly common on lawns and agricultural lands (132). Garbage dumps occasionally in summer, more so in winter. Vicinity of fishing wharfs, especially off Newfoundland and Iceland, in winter (81). Mostly nonpredatory, in contrast to Glaucous Gull (12). Specialized surface feeder, food is typically swallowed while flying. Ternlike searching flight and fishing behavior (17). May fly directly over fish and pick them up while in flight or alight briefly feet first, dip, and catch fish with bill while wings are outstretched or folded; will also plunge dive for fish; may also plunge dive. May sit on water and peck at small organisms close to surface in a manner similar to Black-legged Kittiwakes (Rissa tridactyla) (16). At Digges Sound, eastern Hudson Strait, scavenges for eggs or chicks along cliffs of a large (ca. 300,000 pair) Thick-billed Murre (Uria lomvia) colony, though much less so than Glaucous Gull, usually flying within 5 m of cliffs when hunting (16). _Some individuals also specialize on Rissa tridactyla colonies, hunting for unguarded eggs and chicks. Flight is typically low and close to surface of sea, stopping now and then to pick up small pieces, touching surface with feet and bill (36, 81); this rarely seen in Glaucous, Greater Black-backed, or Herring gulls, but to some extent in Lesser Black-backed Gull (81). Full submergence following plunging while fishing is unusual (36) or not observed (17).",offal/garbage,fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,Yes,863,0.378926074,C. Sekercoglu in litt. 2008: data derived from Dunning 1992 and del Hoyo et al. 1996,NA,NA,NA,325,Yes,Yes,No
22694473,Pagophila eburnea,https:/www.hbw.com/species/ivory-gull-pagophila-eburnea,CHARADRIIFORMES,Laridae,Larinae,NA,Ivory Gull,Pagophila,NA,NT,Surface.Seizing,Fish,"Mainly fish, shrimps, shellfish, algae, carrion, offal and animal faeces. In winter swallows large pieces of frozen food. Since part of its winter range is in continuous darkness, species must feed at night; some stomachs contained only the nocturnal lantern-fish (Myctophidae). Birds wintering at lower latitudes mainly scavenge dead fish. Regularly follows polar bears (Thalarctos maritimus), and feeds on scraps from their kills and on bear and seal excrement; eats seal placentas. Associates with human hunters to exploit carcasses. Often reluctant to alight on water, perhaps due to risk of icing. Feeds by hovering and dipping over open water leads in ice-filled seas. At Spitsbergen, takes marine crustaceans by surface-dipping in flight. Usually tolerant of humans, and even exploits food around camp-sites.",offa/human,fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,Yes,550,0.059223737,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,271,Yes,Yes,No
22694641,Sterna virgata,https:/www.hbw.com/species/kerguelen-tern-sterna-virgata,CHARADRIIFORMES,Laridae,Sterninae,NA,Kerguelen Tern,Sterna,NA,NT,Surface.Seizing,Fish,"Fish, crustaceans, molluscs, earthworms, insects and spiders. Diet changes seasonally from mainly crustaceans in Sept, fish in Nov, insects in Dec, to fish in Jan_Feb. In courtship feeding, small fish 50%, crustaceans 14%, insects 36%. Chicks fed mainly on spiders, insects, crustaceans, molluscs and earthworms, at period when S. vittata has arrived and is feeding mainly on fish. Feeds alone, or in flocks of up to 20 or more. Fish caught by aerial contact-dipping (83%) and plunge-diving, in inshore waters and around kelp (Macrocystis); sometimes walks on kelp to capture invertebrates. Amphipods taken by wading in tide pools. Inland flocks of up to 50 birds feed on insects snatched from vegetation in flight (90%), or by walking. High winds frequently interfere with feeding.",No matches,No,Yes,No,Yes,Yes,No,No,Yes,126,-0.986567035,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,29,No,No,No
22694791,Phaetusa simplex,https:/www.hbw.com/species/large-billed-tern-phaetusa-simplex,CHARADRIIFORMES,Laridae,Sterninae,NA,Large-billed Tern,Phaetusa,NA,LC,Surface.Seizing,Fish,"Fish 4_12 cm long; also insects. Feeds mainly by plunge-diving from 6_11 m; also by contact-dipping (swooping c. 2 m over water), hover-dipping, and occasionally skimming. Performs aerial hawking over mudflats, and follows plough (Surinam) to capture insects. Occasionally pirates food from conspecifics.",No matches,No,Yes,No,No,Yes,No,No,No,235,-0.544229174,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,128,No,No,No
22694455,Larus atricilla,https:/www.hbw.com/species/laughing-gull-larus-atricilla,CHARADRIIFORMES,Laridae,Larinae,NA,Laughing Gull,Larus,Leucophaeus atricilla,LC,Surface.Seizing,Other.Inverts,"Aquatic invertebrates and insects (beetles, grasshoppers, ants); also fish, particularly in winter, scraps and refuse. Kleptoparasitic on Brown Pelicans (Pelecanus occidentalis), alighting on head of surfacing birds and seizing fish from edge of pouch. In summer (June) feeds on superabundant eggs of horseshoe crab (Limulus polyphemus) in Delaware Bay, Maryland, although these have relatively low nutrition value. Stomach analyses of culled birds, taken near Kennedy Airport, New York, during breeding season show that they foraged in marine, terrestrial and anthropogenic habitats; food taken included eggs of horseshoe crabs, small crabs such as European green crabs (Carcinus maenas), terrestrial insects such as beetles and ants, and small fish such as northern pipefish (Syngnathus fuscus) and bay anchovy (Anchoa mitchilli); different habitats were used to varying extents at various stages of reeding cycle, the birds fed more on terrestrial prey and in terrestrial habitats during chick-rearing stage. Scavenges; picks food from surface. Frequently follows tractors. Follows fishing boats; this was the commonest species following shrimp boats discarding bycatch at two locations off South Carolina, USA, during May_August. Adept at surface-dipping and contact-dipping; hawks flying insects. Flying birds reported to snatch eggs and chicks of terns and Black Skimmers (Rynchops niger), rather than foraging for them on foot",refuse,fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,Yes,308,-0.352254185,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,163,Yes,Yes,No
22694373,Larus fuscus,https:/www.hbw.com/species/lesser-black-backed-gull-larus-fuscus,CHARADRIIFORMES,Laridae,Larinae,NA,Lesser Black-backed Gull,Larus,NA,LC,Surface.Seizing,Fish,"Diet diverse and opportunistic. Frequent items include small fish, aquatic invertebrates, birdsê eggs and chicks, trawler discards, rodents and berries. Baltic herring (Clupea harengus) are important where available. Breeders tend to forage at sea to a greater extent than other sympatric gulls. However, an inland colony in the Netherlands, 30 km from the coast, appeared to rely entirely on non-marine food, mainly found in refuse dumps, reaching a relatively high breeding success. Birds nesting at Ebro Delta, Spain, select trawler discards but switched to foraging at rubbish dumps and in olive groves and rice fields during a trawling moratorium. In North Sea a recent increase in sea temperature has seen colonization by swimming crabs (Polybius henslowii); these have become an important food source for Lesser Black-backed Gulls during the breeding season and their presence may be a factor in coincident population increases in regional gull colonies. Little or no cannibalism reported but some individuals predatory, taking many ducklings and other small vertebrates. Wintering birds in Europe (races graellsii and intermedius) are increasingly reliant on garbage scavenged at rubbish dumps, which attract large numbers; ricefields in Iberia and elsewhere also attract wintering birds, which forage for crayfish and spilt rice. Other winterers feed at sea in coastal waters and scavenge at fishing ports. Foraging methods include contact-dipping and surface-plunging; nominate race tends to avoid sites frequented by L. marinus, L. argentatus and L. canus, and forages in deeper water, mainly by plunge-diving. Birds feeding in the intertidal zone are more likely to peck at visible food items than to rummage in seaweed or under stones.",rubbish,fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,No,715,0.245414939,C. Sekercoglu in litt. 2008: data derived from Dunning 1992 and del Hoyo et al. 1996,NA,NA,NA,308,Yes,Yes,No
22694805,Anous tenuirostris,https:/www.hbw.com/species/lesser-noddy-anous-tenuirostris,CHARADRIIFORMES,Laridae,Anoinae,NA,Lesser Noddy,Anous,NA,LC,Surface.Seizing,Fish,"Small fish and invertebrates. Feeds by hovering and aerial- or contact-dipping but does not plunge-dive. Feeds in flocks and often associates with Anous stolidus. Young in the nest were mainly fed at dusk on Aride I, Seychelles.",No matches,No,Yes,No,Yes,No,No,No,Yes,112,-1.070153743,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,16,No,No,No
22694469,Hydrocoloeus minutus,https:/www.hbw.com/species/little-gull-hydrocoloeus-minutus,CHARADRIIFORMES,Laridae,Larinae,NA,Little Gull,Hydrocoloeus,Larus minutus,LC,Surface.Seizing,Other.Inverts,"Varied; mostly invertebrates, e.g. dragonflies, beetles and midges. Mainly insectivorous when breeding and on migration; presumably eats mainly small fish and invertebrates in winter. In Baltic, all stomachs contained insects, while only 4% contained fish. Feeds by walking, and swimming; hovers in air and foot-patters on surface. Also feeds tern-like by surface-dipping, flying into wind and dropping to seize insects from surface of water. Occasionally plunge-dives.",No matches,No,Yes,No,No,Yes,No,No,No,118,-1.033119247,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,20,No,No,No
22694830,Gygis microrhyncha,https:/www.hbw.com/species/little-white-tern-gygis-microrhyncha,CHARADRIIFORMES,Laridae,Gyginae,NA,Little White Tern,Gygis,NA,LC,Surface.Seizing,Fish,"No known differences from G. alba; note that some data presented for the latter species, collected on Kiribati might pertain to G. microrhyncha. (COPIED FROM G. ALBA: At Kiritimati (Christmas I, Pacific), fish (59%) and squid taken almost equally, and 22 fish families represented; adults ate mainly Blennidae, mostly smaller than 2 cm, but fed chicks mainly halfbeaks (Hemiramphidae) 1_8 cm long. In Hawaii c. 88% fish, 12% squid and 0_4% crustaceans, with goatfishes (Mullidae) and flying fishes (Exocoetidae) dominating the diet, although fish belonging to 33 families are taken.)",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,99.5,-1.15413658,"Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved fromÊhttps://www.hbw.com/node/467281Êon 7 November 2018).",NA,NA,NA,339,No,No,No
22694443,Larus melanocephalus,https:/www.hbw.com/species/mediterranean-gull-larus-melanocephalus,CHARADRIIFORMES,Laridae,Larinae,NA,Mediterranean Gull,Larus,NA,LC,Surface.Seizing,Other.Inverts,"In breeding season, mainly terrestrial and aquatic insects; also gastropods (Greece), and small numbers of fish, rodents and worms. Flocks descend on agricultural fields when abundant insect pests are detected. Obtains beetle larvae behind plough. May fly up to 80 km from colony to feed on grassland. On Russian steppes, sometimes feeds in large flocks on Orthoptera. In some colonies, preys on chicks of the Slender-billed Gull Larus genei and  Sandwich Tern Thalasseus sandvicensis; unmated birds within colony reported to eat eggs of breeding pairs. Feeds by aerial hawking, surface-plunging, contact-dipping, and picking from water surface while swimming. Walks and runs after prey on ground. Scavenges.",farmland,agriculture,Yes,No,Yes,Yes,Yes,Yes,No,282.5,-0.413584462,C. Sekercoglu in litt. 2008: data derived from Dunning 1992 and del Hoyo et al. 1996,NA,NA,NA,150,No,No,Yes
22694308,Larus canus,https:/www.hbw.com/species/mew-gull-larus-canus,CHARADRIIFORMES,Laridae,Larinae,NA,Mew Gull,Larus,NA,LC,Surface.Seizing,Fish,"Earthworms, insects, aquatic and terrestrial invertebrates, small fish; grain (in spring); occasionally kills birds and small mammals. In Baltic, 73% fish. In British Columbia, takes euphausiids (Thysanoessa raschii) in winter. Follows plough, feeds on new-mown fields; foot-paddles on water and on soft ground. Exploits fish-processing areas; visits rubbish dumps less than some sympatric congeners, e.g. L. ridibundus. Occasionally kleptoparasitic; also occasionally uses aerial foraging, rarely hover-gleaning; swim-dipping and surface-dipping have been recorded. Drops molluscs from air onto hard surfaces. Highly omnivorous but favours terrestrial and coastal locations when foraging, rather than the open sea; a comparative study of a coastal North Sea breeding colony found that this species and L. ridibundus divided their foraging between the intertidal zone and terrestrial habitats, and both were scarce at sea.",rubbish,fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,Yes,403.5,-0.160589721,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,209,Yes,Yes,No
22694286,Larus atlanticus,https:/www.hbw.com/species/olrogs-gull-larus-atlanticus,CHARADRIIFORMES,Laridae,Larinae,NA,Olrog's Gull,Larus,NA,NT,Surface.Seizing,Crustaceans,"This species specializes on crabs (Neohelice granulata, Cyrtograpsus, Uca) but it also takes a wider range of foods opportunistically, these including mussels, gastropods, fish, trawler discards and offal. In S Buenos Aires province, Brazil, it feeds almost exclusively on three crab species: Neohelice granulata, Cyrtograpsus altimanus and Cyrtograpsus angulatus; N. granulata is selected during incubation and C. altimanus largely during the chick stages. Analyses of regurgitated pellets and chick stomach contents have found that crustaceans, particularly crabs, occurred with 98% frequency at all stages of the breeding season, in contrast to sympatric Kelp Gulls L. dominicanus, where fish predominated in the diet and crustaceans occurred in no more than 13% of samples; the two species are thus largely segregated by diet when nesting. Near breeding colony patrols along shores or swims among reeds, picking food items from surface; often hovers over water and then drops to surface. Much less predatory than Belcher's Gull L. belcheri. In Uruguay, feeds in large numbers on exposed mudflats or along rocky shorelines; it does not associate with Brown-hooded Gulls L. maculipennis or Kelp Gulls near sewers or sea-lion carcasses.",offal,fishery,Yes,No,Yes,Yes,No,Yes,Yes,846.5,0.365226319,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,322,Yes,No,No
22694447,Larus relictus,https:/www.hbw.com/species/relict-gull-larus-relictus,CHARADRIIFORMES,Laridae,Larinae,NA,Relict Gull,Larus,NA,VU,Surface.Seizing,Other.Inverts,"Feeds with quick, plover-like steps. Known to take mainly insects, beetles, small fish and crustaceans; sometimes small birds and mammals (e.g. Microtus); occasionally eggs and young of birds. In Inner Mongolia feeds on insects and plant matter, with 90% of food items chironomid larvae. Forages in the surf zone of large lakes and in nearby grassy fields, within 5 km of colony. Wintering birds forage on mudflats.",No matches,No,Yes,No,Yes,Yes,Yes,No,No,491,-0.021305097,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,247,No,No,No
22694476,Rhodostethia rosea,https:/www.hbw.com/species/rosss-gull-rhodostethia-rosea,CHARADRIIFORMES,Laridae,Larinae,NA,Ross's Gull,Rhodostethia,NA,LC,Surface.Seizing,Crustaceans,"Little information. On breeding grounds chiefly insectivorous; on migration and in winter, mainly marine invertebrates (plankton, crustaceans, molluscs, and even priapulids) and small fish. Reported feeding on wave-washed _scumî on the beach, presumably plankton. Occasionally feeds on walrus (Odobenus rosmarus) dung. Forages in small loose flocks or solitarily; may join Sabine's Gulls Xema sabini or phalaropes. Often follows ships through ice, capturing organisms on undersurface of disturbed ice. Often feeds by aerial dipping; sometimes by walking, also by surface-dipping. Flocks sometimes gather around dead mammals.",No matches,No,Yes,No,Yes,Yes,Yes,No,No,187,-0.706371637,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,93,No,No,No
22694479,Xema sabini,https:/www.hbw.com/species/sabines-gull-xema-sabini,CHARADRIIFORMES,Laridae,Larinae,NA,Sabine's Gull,Xema,Larus sabini,LC,Surface.Seizing,Fish,"Invertebrates and small fish; occasionally small birds, eggs of Arctic Tern (Sterna paradisaea) and of conspecifics; carrion; fish discards. Breeding birds feed mainly on terrestrial prey in marshes; when breeding sites snow-covered at time of arrival, takes Collembola and Arachnida, as well as seeds and plant matter. Non-breeders mainly marine. Swoops low over water and snatches prey from surface; sometimes swims, or feeds on land; feeds plover-like on mud. Rarely hawks insects in the air; recorded while feeding on mosquitoes on the ground, particularly during massive eclosions. In South Africa in winter, some adults feed at Cape Town sewage outfall.",fishery discards/sewage,fishery,Yes,No,Yes,Yes,Yes,Yes,Yes,198,-0.66580821,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,101,Yes,No,No
22694436,Saundersilarus saundersi,https:/www.hbw.com/species/saunderss-gull-saundersilarus-saundersi,CHARADRIIFORMES,Laridae,Larinae,NA,Saunders's Gull,Saundersilarus,Larus saundersi,VU,Surface.Seizing,Crustaceans,"Little known but thought to be a dietary specialist that exploits silt-laden estuarine waters especially rich in small crabs, which it dismembers with its strong bill; it also takes small fish and polychaete worms. Feeding activity is especially synchronised with the tides, ebb tides providing the most productive conditions.",No matches,No,Yes,No,Yes,Yes,No,No,No,198,-0.66580821,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,101,No,No,No
62021891,Larus novaehollandiae,https:/www.hbw.com/species/silver-gull-larus-novaehollandiae,CHARADRIIFORMES,Laridae,Larinae,NA,Silver Gull,Larus,Larus scopulinus,LC,Surface.Seizing,Crustaceans,"Very varied. The natural diet includes cnidarians, squid, annelids, insects, crustaceans, arachnids, small fish, frogs, birds and mammals, as well as some plant material, such as seed and berries.  In race scopulinus, in breeding season, mainly euphausiid krill (Nyctiphanes australis) and other planktonic crustaceans, but also earthworms, insects and small fish; at other times diet more varied, including more fish and refuse. Mainly forages diurnally, but also at night. The nominate race has been observed on waterês surface 30 km offshore, eating pelagic amphipods (Hyperia gaudichaudi) and race scopulinus has been observed forming feeding frenzies with other seabirds and dolphins; inland flocks feed similarly on brine-shrimps. Patrols the edge of seabird colonies. In some disturbed colonies, opportunistically takes eggs of conspecifics. Occasionally steals food from terns and pelicans, but also a variety of other birds including cormorants, herons and shorebirds: including migrant Bar-tailed Godwits Limosa lapponica. Scavenges along shore. Often seen hawking flying ants (sometimes in large flocks of up to 3000 birds); kelp-fly larvae and locust swarms attract large flocks.",refuse,fishery/refuse,Yes,Yes,Yes,Yes,Yes,Yes,No,288.5,-0.398669726,S. T. Garnett in litt. 2008; C. Sekercoglu in litt. 2008: data derived from Dunning 1992 and del Hoyo et al. 1996,NA,NA,NA,153,Yes,Yes,No
22694428,Larus genei,https:/www.hbw.com/species/slender-billed-gull-larus-genei,CHARADRIIFORMES,Laridae,Larinae,NA,Slender-billed Gull,Larus,NA,LC,Surface.Seizing,Crustaceans,"Mainly small fish and aquatic invertebrates, captured at alkaline, saline or freshwater lakes or lagoons inland or along coasts. Brine shrimps Artemia spp are commonly taken at saltpans. One bird had 3400 bloodworms in its crop. Engages in aerial dipping to surface, plunging from about 1 m, surface-dipping and upending. Small groups may fish cooperatively, driving fish into shallow water before capturing them by plunge-diving or by chasing them on foot. Also feeds in intertidal zone, probing in mud with bill. Aerial foraging on swarming insects noted. Scavenges far less than most gulls, hence usually does not congregate near villages, but may sometimes join other gulls at sewage outfalls in winter.",No matches,No,Yes,Yes,Yes,Yes,No,No,No,281,-0.417362644,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,149,No,No,No
22694740,Onychoprion fuscatus,https:/www.hbw.com/species/sooty-tern-onychoprion-fuscatus,CHARADRIIFORMES,Laridae,Sterninae,NA,Sooty Tern,Onychoprion,Onychoprion fuscatus; Sterna fuscata,LC,Surface.Seizing,Cephalopods,"Mainly fish and squid, also crustaceans; occasionally insects and offal. At Kiritimati, squid comprise more than half the diet by volume, and both fish and squid regurgitated at most feeds. In Hawaii, fish and squid about equal in diet; fish mainly 6_8 cm, but up to 18 cm, with 21 families, of which flying-fish (Exocoetidae) and Scombridae predominant; most common prey was yellowfin (Neothunnus macropterus).  Feeds mainly by aerial-dipping or contact-dipping; occasionally by plunge-diving; flying-fish caught in air. Unable to swim and adults are very rarely seen to rest on the water, as their plumage becomes waterlogged. However, juveniles have been reported sitting on the water for extended periods and it is suggested that their dark plumage may be waterproof, perhaps in association with a different feeding strategy. Adults are known to strongly associate with surface-feeding fish, especially tuna such as Katsuwanus pelamis and Thunnus albacares, catching baitfish that are driven near the surface. Feed at night on bathypelagic fish which come to surface only in darkness. At Ascension Island feed far at sea, possibly over 500 km from colony, but in the Tortugas mainly within 80 km. A recent, preliminary datalogging study of birds nesting in Anguilla in the Caribbean has found that the eight tracked individuals foraged a mean maximum distance of 94 km from the breeding colony, with a mean trip duration of 12 h 35 min, and a mean travel speed of 14.8 km/h.",offal,fishery,Yes,Yes,Yes,Yes,No,Yes,Yes,175,-0.753438613,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,82,Yes,No,No
22694493,Creagrus furcatus,https:/www.hbw.com/species/swallow-tailed-gull-creagrus-furcatus,CHARADRIIFORMES,Laridae,Larinae,NA,Swallow-tailed Gull,Creagrus,NA,LC,Surface.Seizing,Cephalopods,"Feeds mostly at night, but also by day. The most nocturnal of all gulls, with associated and characteristic large eyes. The ability to be active mainly at night but also when necessary in daytime has an endocrine basis, the species showing no measurable daily melatonin rhythm unlike diurnal gulls. Exploits squid heavily at night, when latter more readily available near surface; also takes clupeid fishes. Regurgitated samples included Sardinops, as well as squid (Symplectoteuthis oualaniensis). Appears to suffer from periodic food shortages.",No matches,No,Yes,Yes,Yes,No,Yes,No,Yes,687,0.217064993,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,298,No,No,No
22694337,Larus occidentalis,https:/www.hbw.com/species/western-gull-larus-occidentalis,CHARADRIIFORMES,Laridae,Larinae,NA,Western Gull,Larus,NA,LC,Surface.Seizing,Fish,"Very varied. Marine fish and invertebrates (1+); eggs, chicks and adults of seabirds; carrion; occasionally moves up rivers to exploit spawning salmon. On the Farallon Islands it takes rockfish Sebastes jordani. Predation on seabirds increases when other foods scarce. It associates with seals and sealions and eats their placentas; it may also attack and kill newborn pups. A few individuals, mainly males, establish feeding territories in alcid or cormorant colonies, feeding mainly by predation, piracy and scavenging; these specialists occupy the same territory year after year. Much food is obtained by scavenging. Drops shellfish onto rocks to break them.",No matches,No,Yes,No,Yes,Yes,Yes,No,Yes,931.5,0.433131486,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,332,No,No,No
22694764,Chlidonias hybrida,https:/www.hbw.com/species/whiskered-tern-chlidonias-hybrida,CHARADRIIFORMES,Laridae,Sterninae,NA,Whiskered Tern,Chlidonias,Chlidonias hybridus,LC,Surface.Seizing,Other.Inverts,"Terrestrial and aquatic insects, e.g. water beetles (Dytiscidae), Odonata and their larvae, grasshoppers, flying ants, spiders; also tadpoles and frogs, small crabs, small fish. In N Australia, examination of 55 stomachs revealed c. 32% Coleoptera, 18% Odonata, 9% Hemiptera and 9% spiders; fish made up 13% of items but 45% of weight, and frogs 2% of items and 6% of weight; males took more fish and fewer insects, and had more diverse diet. In general, males take larger prey and a higher proportion of vertebrate prey than females, which are smaller. Flies back and forth or flutters 2_6 m above water, then swoops (aerial-dipping) or drops (hover-dipping) to pick up small surface items; infrequently engages in plunge-diving. Often hawks insects over fields and lake margins; sometimes feeds behind plough in Spain. In Gulf of Thailand, recorded feeding at sea in association with Brydeês whale (Balaenoptera brydei). Generally forages within 1 km of colony, occasionally up to 9 km.",farmland,agriculture,Yes,No,No,Yes,Yes,Yes,No,83.9,-1.275157496,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,319,No,No,Yes
22694705,Sterna repressa,https:/www.hbw.com/species/white-cheeked-tern-sterna-repressa,CHARADRIIFORMES,Laridae,Sterninae,NA,White-cheeked Tern,Sterna,NA,LC,Surface.Seizing,Fish,"Small fish (average 5 cm) and invertebrates. In Egypt, mainly silverside (Atherinomorus lacunosus) and clupeids (Spratelloides). Feeds by plunge-diving, but more often by contact-dipping. Often lands on water, or walks in shallow water. Associates with predatory fish and marine mammals; follows fishing boats.",No matches,No,Yes,No,Yes,Yes,No,No,Yes,90,-1.225350203,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,328,No,No,No
