SISRecID_BLVr9,HBWv8.1_Binomial,Link_species,HBWv8.1_Order,HBWv8.1_Family,HBWv8.1_Subfamily,HBWv8.1_Tribe,HBWv8.1_Common_name,HBWv8.1_Genus,HBWv8.1_Synonyms,IUCN_2023,Feeding.Method.Simple,Diet,Diet_description,Anthropogenic.subsidy.search.word,Anthropogenic.subsidy.simple,Fish,Cephalopods,Crustaceans,Other.Inverts,Carrion.NonFishVertebrates,Anthropogenic.Subsidy,pelagic_specialist_CR,Body.Mass.g,scaled.body.mass,Source_Body.Mass.g,DMS.responsive_Savoca,DMS.responsive_Dell.Ariccia,Agreement_Savoca_Dell.Ariccia,Body.Mass.g.FLAWED,AS.Fishery,AS.Refuse,AS.Agriculture
22696756,Nannopterum harrisi,https:/www.hbw.com/species/flightless-cormorant-phalacrocorax-harrisi,SULIFORMES,Phalacrocoracidae,NA,NA,Flightless Cormorant,Nannopterum,Phalacrocorax harrisi,VU,Diving,Fish,"Takes benthic prey: fish, including eels (Anguilliformes) and rockfish (Sebastidae); octopus and squid. Feeds mainly by_pursuit-diving. Generally solitary or in groups of two or three when feeding, but often forms part of mixed-species seabird flocks in inshore waters: the presence in such flocks of pursuit-divers_this cormorant and Galapagos Penguin (Spheniscus mendiculus)_prolongs the duration of such flocks because the diving species maintain prey near the surface where other species have access to it.",No matches,No,Yes,Yes,No,No,No,No,Yes,3050,1.274867731,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,161,No,No,No
22696792,Phalacrocorax carbo,https:/www.hbw.com/species/great-cormorant-phalacrocorax-carbo,SULIFORMES,Phalacrocoracidae,NA,NA,Great Cormorant,Phalacrocorax,NA,LC,Diving,Fish,"Mainly_fish, with some crustaceans and amphibians. Reported to take quantities of the ragworm_Nereis virens_when it swarms in North Sea in Apr, as well as brown shrimps (Crangon crangon) in same region._Scavenging on washed-up_carcases of harbour seals (Phoca vitulina) recorded in England but probably exceptional. Clearly opportunistic, taking a wide range of fish species as available. Hence dietary composition may differ even between relatively close sites and at different stages of breeding cycle, as well as between seasons. Study of diet of both European subspecies at wintering site inland in France found low partitioning of_prey_species and size between continental_sinensis_and marine_carbo_birds but that larger males take significantly larger prey. At sea, takes mostly bottom-dwelling fish on denuded or vegetated seabeds. In NW Europe takes flatfish, gadoids, viviparous blennies (Zoarces viviparus), sea scorpions (Cottidae), sandeels (Ammodytidae), common eels (Anguilla anguilla), cod (Gadus morhua); on rocky coasts, wrasse (Labridae). On inland lakes takes mainly roach (Rutilus rutilus) and perch (Perca fluviatilis). On both sides of N Atlantic, sometimes takes schooling fish, e.g. herring, which make seasonal movements to coast to spawn. Birds on W African coast (lucidus)_forage in marine, brackish and fresh waters. Study of regurgitated pellets collected in coastal Mauritania and Senegal found otoliths of 34 fish species belonging to 21 families. There was great inter-site variation in the diet. However, most fish consumed were benthic and bentho-pelagic species 10_20 cm long. In estuaries of South Africa_lucidus_feeds on Cape silverside (Atherina breviceps) and estuarine round herring (Gilchristella aestuaria). In Australia_novaehollandiae_takes large quantities of introduced fish species, e.g._Carassius auratus, perch. Feeds mainly by pursuit_diving, with evidence that depths attained are related to ambient light intensity, deeper diving occurring under brighter light conditions. Sometimes forms_large fishing flocks. Fishes in close association with Dalmatian Pelicans (Pelecanus crispus) in N Greece. Exploitation of tame, mainly hand-reared, cormorants by fishermen practised for at least 2200 years in China. The birds may have neck-collars to prevent them from swallowing fish, but best birds deliver all their catches to their owners and do not require collars. Fishing with cormorants has declined markedly in recent years and is now principally performed as a tourist attraction. Wing-spreading by this and other cormorant species when at rest on land has been suggested to have range of functions including wing-drying, food-warming and social signalling of foraging success but, where investigated, the duration of this behaviour was correlated only with time spent in the water, supporting the wing-drying hypothesis. Some winter well N of the Arctic Circle, where foraging was studied at Sèrfjord, an enclosed fjord in N Norway (69ç 32_N, 19ç 40_E), where 29_31 individuals roosted and fed daily from late Sept to early Apr in winter 1996/97. At this latitude, the sun remains below the horizon for two months (late Nov_late Jan) but there are c. 4.5 hours of twilight in mid Dec. The birds compensated for shorter daylengths in midwinter by starting to forage later and ending progressively earlier at lower light intensities. Fishing constituted only minor part of their time_activity budget, and was one of the most efficient reported in marine birds. Birds spent < 60 minutes a day fishing in midwinter. Although subzero ambient temperatures and blizzards contributed to increased heat loss in midwinter, this potential energy loss did not appear to be compensated by an increase in fish intake. Instead the cormorants seemed to economize energy expenditure by halving time spent at sea, and halving number but doubling mass of each fish taken. Their diet was relatively uniform and dominated by cod (Gadus morhua) and saithe (Pollachius virens).",No matches,No,Yes,Yes,Yes,No,Yes,No,No,2302.414185,1.075321234,S. T. Garnett in litt. 2008; C. Sekercoglu in litt. 2008: data derived from Dunning 1992 and del Hoyo et al. 1992,NA,NA,NA,124,No,No,No
22696782,Phalacrocorax varius,https:/www.hbw.com/species/great-pied-cormorant-phalacrocorax-varius,SULIFORMES,Phalacrocoracidae,NA,NA,Great Pied Cormorant,Phalacrocorax,NA,LC,Diving,Fish,"Mainly_fish, comprising 90% in both weight and number of prey items; also crustaceans, including prawns, shrimps and crabs, and a few molluscs and cephalopods. Wide variety in both species and size of prey taken. In estuaries of SW Australia, several introduced fish species important, e.g. carp, redfin and perch._Feeds_almost exclusively by pursuit diving. At sea, often forms feeding flocks.",No matches,No,Yes,Yes,Yes,No,No,No,No,1955.5,0.959423918,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,99,No,No,No
22729686,Leucocarbo atriceps,https:/www.hbw.com/species/imperial-shag-phalacrocorax-atriceps,SULIFORMES,Phalacrocoracidae,NA,NA,Imperial Shag,Leucocarbo,Phalacrocorax atriceps,LC,Diving,Fish,"Birds of all races typically forage by pursuit diving, feeding alone or in small groups. Large feeding flocks, of up to thousands of birds in race albiventer, form at sea outside the breeding season. The diet is mainly fish and crustaceans, also cephalopods. Diet composition varies considerably between colonies.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,2491,1.131190473,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,131,No,No,No
22696779,Phalacrocorax fuscicollis,https:/www.hbw.com/species/indian-cormorant-phalacrocorax-fuscicollis,SULIFORMES,Phalacrocoracidae,NA,NA,Indian Cormorant,Phalacrocorax,NA,LC,Diving,Fish,Diet mainly fish. Feeds primarily by_pursuit-diving. Often forages in co-ordinated groups.,No matches,No,Yes,No,No,No,No,No,No,706,0.236425373,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,306,No,No,No
22696799,Phalacrocorax capillatus,https:/www.hbw.com/species/japanese-cormorant-phalacrocorax-capillatus,SULIFORMES,Phalacrocoracidae,NA,NA,Japanese Cormorant,Phalacrocorax,NA,LC,Diving,Fish,"Mostly fish, captured by pursuit-diving. Generalist species; three-year Japanese study_showed that diet composition and foraging behaviour may change seasonally and between years in response to changes in prey availability; the study, during the breeding season at a colony of 1300_1500 pairs on Teuri I, NW of Hokkaido, found that cormorants fed on epipelagic anchovy (Engraulis japonicus) and sandlance (Ammodytes personatus) in 1998 (a year of epipelagic diet), while they fed on benthic rock fish (Sebastes_spp.), flatfish (Pleuronectidae) and inshore-living naked sandlance (Hypophychus dybowskii), as well as epibenthic greenling (Hexagrammidae) in 1996_1997 (years of demersal diet). They formed larger feeding groups, visited_more feeding sites, and stayed at each feeding site for a_shorter period in the year of epipelagic diet than in years of demersal diet. They also made long foraging_trips and fed in mainland coastal habitat,_distant from the colony, in years of demersal diet._Individual radio-tracked birds fed over the wide area_between the islands and mainland, in the year of epipelagic_diet, while most individuals specialized in_mainland or island coastal habitats in years of_demersal diet.",No matches,No,Yes,No,No,No,No,No,Yes,2820,1.219226517,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,151,No,No,No
22696788,Phalacrocorax sulcirostris,https:/www.hbw.com/species/little-black-cormorant-phalacrocorax-sulcirostris,SULIFORMES,Phalacrocoracidae,NA,NA,Little Black Cormorant,Phalacrocorax,NA,LC,Diving,Fish,"Mainly fish; also some crustaceans and other invertebrates. In much of Australia takes large quantities of introduced fish, e.g. carp (Carassius auratus) and perch (Perca fluviatilis). On Magela floodplain, in N Australia, takes almost exclusively fish, mostly less than 4 cm in length, especially the plotosid catfish_Neosilurus rendahli, sailfin perchlet (Ambassis agrammus) and_Melanotaenia splendida; in estuaries of SW Australia mainly Attherinidae and Gobiidae species. Feeds mainly by_pursuit-diving. Frequently fishes co-operatively, sometimes with more than 1000 birds together, efficiency increasing with number of birds; crayfish captured individually.",No matches,No,Yes,No,Yes,Yes,No,No,No,1000,0.483488794,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,1,No,No,No
22696740,Microcarbo niger,https:/www.hbw.com/species/little-cormorant-microcarbo-niger,SULIFORMES,Phalacrocoracidae,NA,NA,Little Cormorant,Microcarbo,Phalacrocorax niger,LC,Diving,Fish,Mainly small freshwater_fish; also frogs and tadpoles._Feeds_mainly by_pursuit-diving. Sometimes_fishes co-operatively.,No matches,No,Yes,No,No,No,Yes,No,No,427,-0.120417241,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,222,No,No,No
22696743,Microcarbo melanoleucos,https:/www.hbw.com/species/little-pied-cormorant-microcarbo-melanoleucos,SULIFORMES,Phalacrocoracidae,NA,NA,Little Pied Cormorant,Microcarbo,Microcarbo melanoleucos; Phalacrocorax melanoleucos,LC,Diving,Fish,"Variety of_fish_and_invertebrates, including freshwater crayfish, shrimps, prawns and aquatic insects; small quantities of frogs and tadpoles. Invertebrates, especially crustaceans, often important, e.g. in N Australia decapod crustacea, hemipterans, larvae of odonatans and other invertebrates constitute > 50% of prey items, and 35% of dry weight; elsewhere even more important. Claws shaken off crayfish prior to consumption. In Australia, exotic fish species frequently form significant part of diet, especially carp (Carassius auratus) and perch (Perca fluviatilis). Feeds mainly by pursuit-diving. Generally_feeds alone_and, if_flocks gather, birds do not tend to fish co-operatively.",No matches,No,Yes,No,Yes,Yes,Yes,No,No,693.5,0.223747887,"Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved fromÊhttps://www.hbw.com/node/467281Êon 7 November 2018).",NA,NA,NA,299,No,No,No
22696725,Microcarbo africanus,https:/www.hbw.com/species/long-tailed-cormorant-microcarbo-africanus,SULIFORMES,Phalacrocoracidae,NA,NA,Long-tailed Cormorant,Microcarbo,Phalacrocorax africanus,LC,Diving,Fish,"Mainly_fish_up to 20 cm in length, and usually of 3_4 g: cichlids, especially dwarf bream (Pharyngochromis darlingi) at L Kariba, in Zimbabwe; fair quantities of Mormyridae in Zambia; sole (Solea) and cichlids (Sarotherodon) at L St Lucia, in E South Africa. Also takes many frogs (Xenopus) and to lesser degree crustaceans and aquatic insects. Feeds mainly by_pursuit-diving. Normally forages alone.",No matches,No,Yes,No,Yes,No,Yes,No,No,545,0.052742717,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,269,No,No,No
22696773,Nannopterum brasilianum,https:/www.hbw.com/species/neotropical-cormorant-phalacrocorax-brasilianus,SULIFORMES,Phalacrocoracidae,NA,NA,Neotropical Cormorant,Nannopterum,Phalacrocorax brasilianus,LC,Diving,Fish,"Small_fish, crustaceans, frogs, tadpoles and aquatic insects. In Argentina, takes large amounts of fish, especially_Aristromenidia bonariensis,_Astyanax_and_Pilomedus. On R Paran_ (Argentina) takes fish mainly of 5_10 cm (range 2_30 cm). Feeds mainly by_pursuit-diving; only cormorant recorded plunge-diving, which is performed at sea, bird diving into surface shoals of small fish. Often fishes co-operatively, even on fast-flowing rivers. In study at a tropical lagoon (Bocaripo-Chacopata) in NE Venezuela, during non-breeding season, gut-content analyses and stable-isotope ratios in muscle tissue from birds, _sh and invertebrates indicated that this cormorant was strictly_piscivorous, with diet based mainly on benthonic _sh, and occupied high trophic level, with crustaceans and molluscs only incidental in diet (found in gut of some _sh prey of present species); this phalacrocoracid population, during study period, appeared to feed only on _sh from lagoon or from nearby sea.",No matches,No,Yes,No,Yes,Yes,Yes,No,No,1210,0.61876573,"Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved fromÊhttps://www.hbw.com/node/467281Êon 7 November 2018).",NA,NA,NA,25,No,No,No
22728950,Urile pelagicus,https:/www.hbw.com/species/pelagic-cormorant-phalacrocorax-pelagicus,SULIFORMES,Phalacrocoracidae,NA,NA,Pelagic Cormorant,Urile,Phalacrocorax pelagicus,LC,Diving,Fish,"Despite the name, this is not a pelagic species. It occurs and feeds in inshore waters, capturing mainly non-schooling_fish_caught over rocky substrates or kelp beds. One datalogging study found that 16 breeding males largely foraged in one area 8 km from colony,where their diving activity was of two distinct kinds_near-surface dives (1_6 m) and benthic dives (28_33 m). Prey varies with region, including sandeels (Ammodytes), sculpins (Cottidae), Pholidae and rockfish (Sebastes); also shrimps and other crustaceans. Feeds mainly by pursuit-diving. Sometimes opportunistic, joining flocks of other seabirds feeding on juvenile schooling Pacific herring (Clupea harengus pallasii).",No matches,No,Yes,No,Yes,No,No,No,Yes,1856.5,0.922554657,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,92,No,No,No
22696907,Phalacrocorax featherstoni,https:/www.hbw.com/species/pitt-shag-phalacrocorax-featherstoni,SULIFORMES,Phalacrocoracidae,NA,NA,Pitt Island Shag,Phalacrocorax,NA,EN,Diving,Fish,"Mostly small fish, with some marine invertebrates, e.g. crustaceans. Often forages among kelp and around_coasts, also farther out; generally in small groups. Presumably feeds mainly by pursuit-diving.",No matches,No,Yes,No,Yes,No,No,No,Yes,1043.5,0.513706723,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,3,No,No,No
22696734,Microcarbo pygmaeus,https:/www.hbw.com/species/pygmy-cormorant-microcarbo-pygmaeus,SULIFORMES,Phalacrocoracidae,NA,NA,Pygmy Cormorant,Microcarbo,Phalacrocorax pygmaeus; Halietor pygmeus,LC,Diving,Fish,"Mainly fish up to 15 cm long, average weight 15 g. At Danube Delta mostly fish of family Cyprinidae, e.g. rudd (Scardinius erythrophthalmus), roach (Rutilus rutilus), Crucian carp (Carassius carassius), loach (Cobitis taenia); also perch (Perca fluviatilis) and fish species of other groups. Feeds mainly by pursuit-diving. Normally fishes_alone_or in small groups.",No matches,No,Yes,No,No,No,No,No,No,679,0.208752549,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,297,No,No,No
22696887,Urile urile,https:/www.hbw.com/species/red-faced-cormorant-phalacrocorax-urile,SULIFORMES,Phalacrocoracidae,NA,NA,Red-faced Cormorant,Urile,Phalacrocorax urile,LC,Diving,Fish,"Variety of small fish and crustaceans, including crabs and shrimps. Feeds mainly by pursuit-diving.",No matches,No,Yes,No,Yes,No,No,No,Yes,2137.5,1.022577879,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,113,No,No,No
22696898,Poikilocarbo gaimardi,https:/www.hbw.com/species/red-legged-cormorant-phalacrocorax-gaimardi,SULIFORMES,Phalacrocoracidae,NA,NA,Red-legged Cormorant,Poikilocarbo,Phalacrocorax gaimardi,NT,Diving,Fish,Mainly fish. Feeds mainly by pursuit diving. Habitually forages alone.,No matches,No,Yes,No,No,No,No,No,Yes,1358.5,0.700917317,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,40,No,No,No
22696883,Leucocarbo magellanicus,https:/www.hbw.com/species/rock-shag-phalacrocorax-magellanicus,SULIFORMES,Phalacrocoracidae,NA,NA,Rock Shag,Leucocarbo,Phalacrocorax magellanicus,LC,Diving,Other.Inverts,"The breeding season diet also shows considerable overlap with that of sympatric P. atriceps but that of present species is less diverse and mainly includes benthic fish whereas P. atriceps also consumes pelagic fish. A year-round study of regurgitated pellets at Punta Loma, Patagonia, found that polychaetes (Eunicidae) were the most common item, being present in 80_90% of the samples. Benthic fish were also prominent during both the non-breeding and breeding seasons, occurring in 60_80% of the pellets: especially species of Patagonotothen, Ribeiroclinus and Helcogrammoides. Crustaceans and cephalopods were also present in the diet, but to a lesser extent. There was high overlap in dietary composition between the non-breeding and breeding seasons.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,1485,0.764101521,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,55,No,No,No
22696846,Leucocarbo carunculatus,https:/www.hbw.com/species/rough-faced-shag-phalacrocorax-carunculatus,SULIFORMES,Phalacrocoracidae,NA,NA,Rough-faced Shag,Leucocarbo,Phalacrocorax carunculatus,VU,Diving,Fish,Probably benthic fish and crustaceans. Feeds mainly by pursuit-diving. Sometimes forms small feeding flocks.,No matches,No,Yes,No,Yes,No,No,No,Yes,2577.5,1.155415446,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,135,No,No,No
22696802,Phalacrocorax nigrogularis,https:/www.hbw.com/species/socotra-cormorant-phalacrocorax-nigrogularis,SULIFORMES,Phalacrocoracidae,NA,NA,Socotra Cormorant,Phalacrocorax,NA,VU,Diving,Fish,"Probably mainly_fish, particularly small shoaling fish. Prey species poorly known, probably include sardines (Sardinella), scads (Selar crumenophthalmus_and_Atule mate), silverside (Atherinomorphus lacunosus),_spotted half-beak (Hemiramphus far) and streaked rabbit-fish (Siganus javus). Feeds mainly by pursuit-diving; reaching depths of 18 m or more. Forms offshore feeding flocks, sometimes immense, which can detect prey from air, and which fish collectively, but thought to be communal forager, rather than co-operative one.",No matches,No,Yes,No,No,No,No,No,Yes,NA,NA,"Not in HBW, CRC Handbook, Arkive",NA,NA,NA,341,No,No,No
22696901,Phalacrocorax punctatus,https:/www.hbw.com/species/spotted-shag-phalacrocorax-punctatus,SULIFORMES,Phalacrocoracidae,NA,NA,Spotted Shag,Phalacrocorax,Stictocarbo punctatus,LC,Diving,Fish,"ery little known, but apparently fish, crustaceans and other invertebrates. Feeds mainly by pursuit-diving. Can form feeding flocks, sometimes numbering 1000s of birds.",No matches,No,Yes,No,Yes,Yes,No,No,Yes,1185,0.603949602,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,21,No,No,No
22696853,Leucocarbo chalconotus,https:/www.hbw.com/species/stewart-shag-phalacrocorax-chalconotus,SULIFORMES,Phalacrocoracidae,NA,NA,Stewart Island Shag,Leucocarbo,Phalacrocorax chalconotus,VU,Diving,Fish,"Mainly fish (70% of weight), including Tripterygion, Rhombosolea, Arnoglossus, Peltorhamphus; also crustaceans, cephalopods and polychaetes. Fish taken more in spring than in winter, when invertebrates, especially crustaceans, predominate. Feeds mainly by pursuit-diving. Sometimes gathers in small feeding flocks.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,2265.5,1.063851079,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,120,No,No,No
22698300,Pelecanoides urinatrix,https:/www.hbw.com/species/common-diving-petrel-pelecanoides-urinatrix,PROCELLARIIFORMES,Procellariidae,NA,NA,Common Diving-petrel,Pelecanoides,NA,LC,Diving,Crustaceans,"Mainly planktonic crustaceans typically 1_3_29 mm in size, particularly copepods (Paraeuchaeta antarctica, Calanoides acutus, Rhincalanus gigas), which at South Georgia comprise up to 71% of all biomass consumed (but just 16% at Kerguelen); also euphausiids, including krill (Euphausia superba, E. vallentini), amphipods (Hyperiella antarctica, Hyperoche medusarum) and some isopods, occasionally chaetognahs and squid. Amphipods (Themisto gaudichaudii, 84% of biomass) are principal prey at Kerguelen, while on Crozet Is the following species were predominant in stomach samples: Euphausia vallentini, Themisto gaudichaudii and Primno macropa. Tends to avoid mixed-species aggregations of foraging seabirds. Prey caught underwater (up to c. 60 m below surface) in pursuit-dive from surface or after plunge, or seized whilst bird sits on water. Tends to dive deeper than sympatric P. georgicus, although present species tends to attain lesser depths in winter (when focuses more on euphausiids) than in summer; at South Georgia, mean dives of present species achieved 10_5 m and lasted 36_4 seconds (versus means of 18_1 m and 44_2 seconds for P. georgicus), while New Zealand study found that dives tend to be longer (mean c. 29 seconds, and therefore perhaps deeper) in calmer waters as opposed to those affected by strong currents (mean c. 3 seconds). Study made within inshore waters at Marion I (SW Indian Ocean) recorded birds making dives 6_21 seconds in duration (mean 15_7 seconds) with inter-dive intervals of 0_3_1_8 seconds (mean 0_8 seconds).",No matches,No,No,Yes,Yes,Yes,No,No,Yes,141,-0.906745148,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",N,No,NA,46,No,No,No
22698288,Pelecanoides magellani,https:/www.hbw.com/species/magellanic-diving-petrel-pelecanoides-magellani,PROCELLARIIFORMES,Procellariidae,NA,NA,Magellanic Diving-petrel,Pelecanoides,NA,LC,Diving,Crustaceans,"Very little known. Diet considered to be mainly invertbrates and small fish. Feeds mainly by diving under water, especially from surface but also from air.",No matches,No,Yes,No,Yes,No,No,No,Yes,134,-0.942881444,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",N,NA,FALSE,36,No,No,No
22698280,Pelecanoides garnotii,https:/www.hbw.com/species/peruvian-diving-petrel-pelecanoides-garnotii,PROCELLARIIFORMES,Procellariidae,NA,NA,Peruvian Diving-petrel,Pelecanoides,NA,NT,Diving,Crustaceans,"Mostly small fish and planktonic crustaceans. Planktonic invertebrates dominate prey, representing 85_3% and 91_1% of items ingested at two main Peruvian breeding islands, while remainder of stomach contents comprised fish; the krill Euphausia mucronata was single most important prey species, comprising 22_1% of food by mass on San Gall_n and 30% on La Vieja, whereas fish larvae represented 23_6% and 19_4% by mass, respectively, and Peruvian anchovy (Engraulis ringens) just 3_2% of stomach contents on San Gall_n and 7_8% on La Vieja. A more recent study, at La Vieja alone, found fish in 67_8% of stomach samples, crustaceans in 65_3% and squid in 7_6%; by mass, Peruvian anchovy (33_9%), Euphausia mucronata (26_8%) and squat lobster (Pleuroncodes monodon; 24_3%) were the most important prey species, with other important prey including mote sculpin (Normanichthys crockeri) and fish larvae. Prey consumption varies seasonally, probably due to changes in availability, with planktonic invertebrates the main prey in summer, but fish larvae relatively of greater importance in winter; sea-surface temperature anomalies negatively correlated with diet diversity, suggesting that warm conditions decrease prey options, while one study found no overlap in anchovy size between those caught by the regional fishery and those consumed by diving-petrels, discouraging hypothesis of direct competition. Prey caught under water in pursuit dive from surface or after plunge, or seized whilst bird sits on water; in Peruvian study, mean maximum dive was 31_6 ± 3_6 m, and 91% of  maximum dives were 10_50 m, while the deepest dive was 83_1 m and there was no significant difference in maximum dive depth attained by birds incubating eggs or those rearing chicks. Foraging individuals probably congregate in areas of upwelling. Most foraging is by day and sometimes feeds close inshore among breaking waves. In Chile, observed associating with Sooty Shearwater (Puffinus griseus), Slender-billed Prion (Pachyptila belcheri) and Southern Fulmar (Fulmarus glacialoides).",No matches,No,Yes,Yes,Yes,No,No,No,Yes,207,-0.634262271,"Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved fromÊhttps://www.hbw.com/node/467281Êon 7 November 2018).",NA,NA,NA,107,No,No,No
22698293,Pelecanoides georgicus,https:/www.hbw.com/species/south-georgia-diving-petrel-pelecanoides-georgicus,PROCELLARIIFORMES,Procellariidae,NA,NA,South Georgia Diving-petrel,Pelecanoides,NA,LC,Diving,Crustaceans,"Mainly planktonic crustaceans, particularly krill (Euphausia superba), mostly of 10_13 mm; also copepods (Paraeuchaeta antarctica, Calanoides acutus, Rhincalanus gigas), amphipods (Themisto gaudichaudii), and some small fish and young cephalopods. At the Crozet Is, fish and squid constituted only very small percentages of stomach contents, whereas the planktonic crustacea Euphausia (vallentini) and Thysanoessa macroura/vicina accounted together for 90_100% by reconstituted mass of 18 of 23 samples, while the hyperiids Themisto gaudichaudii and Primno macropa complemented this diet; one sample comprised 94% hyperids and three more consisted of 20_50% by mass, the remainder containing < 10%, with P. macropa the dominant hyperiid, whereas copepods and cypris larvae occurred regularly but in very small numbers and were of negligible importance. Some evidence of ecological segregation between this species and P. urinatrix in foraging behaviour: at South Georgia and the Kerguelen Is, P. georgicus typically focuses on euphausiids, among other crustacea, these comprising 47_76% and 81% of their prey at the two island groups, respectively, whereas P. urinatrixpredominately took copepods (71%) at South Georgia and amphipods (91%) on the Kerguelens, feeding closer inshore but on average diving deeper than the present species. However, a more recent study at South Georgia, using different technology, found that mean dives of present species achieved 18_1 m and lasted 44_2 seconds  (versus means of 10_5 m and 36_4 seconds for P. urinatrix). Meals fed to chicks at South Georgia were dominated by the euphausiids Thysanoessa (63%) and Euphausia superba (26%), whereas the former genus was absent from the diet of chicks of P. urinatrix at South Georgia, perhaps because they nest earlier there. Breeding birds have restricted foraging ranges: 28_37 km around South Georgia and < 100 km at the Crozet Is. Prey caught underwater in pursuit dive from surface or after plunge (reaching up to 50 m below surface), or seized whilst bird sits on water.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,121,-1.015302409,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",N,NA,FALSE,24,No,No,No
