HBWv8.1_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method,Added_by,Comments
Pachyptila vittata,116,Ainley et al. 1990a,Broad-billed Prion,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,51,2,0.04,Yes,NA,SA-G,NA
Daption capense,164,Ainley et al. 1990a,Cape Petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,63,7,0.11,Yes,NA,SA-G,NA
Pelecanoides urinatrix,188,Ainley et al. 1990a,Common Diving-petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,4,0,0,No,NA,SA-G,NA
Pterodroma cookii,223,Imber 1996,Cook's Petrel,NA,"Little Barrier Island, New Zealand",-36.196983,175.077681,South Pacific Ocean,Mixed,1972-1977,1972,1977,1975,6,55,21,0.382,Yes,NA,SA-G,NA
Ardenna carneipes,289,Lavers and Bond 2016a,Flesh-footed Shearwater,NA,"King George Sound, Western Australia",-35.02198,117.945626,Indian Ocean,Adult,2009-2014,2009,2014,2012,6,136,18,0.129,Yes,NA,SA-G,NA
Aphrodroma brevirostris,401,Ainley et al. 1990a,Kerguelen Petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,5,0,0,No,NA,SA-G,NA
Pagodroma nivea,781,Ainley et al. 1990a,Snow Petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,139,4,0.03,Yes,NA,SA-G,NA
Fulmarus glacialoides,897,Ainley et al. 1990a,Southern Fulmar,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,49,1,0.02,Yes,NA,SA-G,NA
Macronectes giganteus,905,Ainley et al. 1990a,Southern Giant-petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,4,0,0,No,NA,SA-G,NA
Procellaria aequinoctialis,1036,Ainley et al. 1990a,White-chinned Petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,10,0,0,No,NA,SA-G,NA
Thalassoica antarctica,15,Ryan 1987,Antarctic Petrel,NA,"Dronning-Maud Land, ANT",-74.57667,-11.224145,Southern Ocean,Mixed,1979-1985,1979,1985,1982,7,30,2,0.066666667,Yes,NA,SA-G,NA
Pachyptila desolata,20,Ryan 1987,Antarctic Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,88,52,0.590909091,Yes,NA,SA-G,NA
Pterodroma incerta,31,Ryan 1987,Atlantic Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,20,2,0.1,Yes,NA,SA-G,NA
Halobaena caerulea,109,Ryan 1987,Blue Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,74,68,0.918918919,Yes,NA,SA-G,NA
Pachyptila vittata,121,Ryan 1987,Broad-billed Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,137,41,0.299270073,Yes,NA,SA-G,NA
Daption capense,172,Ryan 1987,Cape Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,18,15,0.833333333,Yes,NA,SA-G,NA
Pelecanoides urinatrix,192,Ryan 1987,Common Diving-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,53,1,0.018867925,Yes,NA,SA-G,NA
Ardenna gravis,335,Ryan 1987,Great Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,50,45,0.9,Yes,NA,SA-G,NA
Pterodroma macroptera,347,Ryan 1987,Great-winged Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,1,0.076923077,Yes,NA,SA-G,NA
Aphrodroma brevirostris,406,Ryan 1987,Kerguelen Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,63,15,0.238095238,Yes,NA,SA-G,NA
Puffinus assimilis,479,Ryan 1987,Little Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,15,1,0.066666667,Yes,NA,SA-G,NA
Pelecanoides magellani,488,Ryan 1987,Magellan Diving Petrel,NA,Chile,-35.675147,-71.542969,South Pacific Ocean,Mixed,1979-1985,1979,1985,1982,7,1,0,0,No,NA,SA-G,NA
Macronectes halli,594,Ryan 1987,Northern Giant Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,42,3,0.071428571,Yes,NA,SA-G,NA
Pachyptila salvini,691,Ryan 1987,Medium-billed Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,31,16,0.516129032,Yes,NA,SA-G,NA
Calonectris diomedea,231,Ryan 1987,Cory's Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,7,3,0.428571429,Yes,NA,SA-G,NA
Pachyptila belcheri,954,Ryan 1987,Thin-billed Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,32,22,0.6875,Yes,NA,SA-G,NA
Pagodroma nivea,784,Ryan 1987,Snow Petrel,NA,"Dronning-Maud Land, ANT",-74.57667,-11.224145,Southern Ocean,Mixed,1979-1985,1979,1985,1982,7,22,1,0.045454545,Yes,NA,SA-G,NA
Pterodroma mollis,787,Ryan 1987,Soft-plumaged Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,29,6,0.206896552,Yes,NA,SA-G,NA
Ardenna grisea,878,Ryan 1987,Sooty Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,63,32,0.507936508,Yes,NA,SA-G,NA
Pelecanoides georgicus,891,Ryan 1987,South Georgia Diving Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,2,0,0,No,NA,SA-G,NA
Macronectes giganteus,914,Ryan 1987,Southern Giant-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,123,9,0.073170732,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1052,Ryan 1987,White-chinned Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,201,115,0.572139303,Yes,NA,SA-G,NA
Puffinus mauretanicus,56,Codina-Garcia et al. 2013,Balearic Shearwater,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,46,32,0.7,Yes,NA,SA-G,NA
Pterodroma nigripennis,103,Spear et al. 1995,Black-winged Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,66,3,0.045454545,Yes,NA,SA-G,NA
Ardenna bulleri,148,Spear et al. 1995,Buller's Shearwater,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,3,3,1,Yes,NA,SA-G,NA
Bulweria bulwerii,151,Spear et al. 1995,Bulwer's Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,39,0,0,No,NA,SA-G,NA
Puffinus nativitatis,186,Spear et al. 1995,Christmas Shearwater,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,5,2,0.4,Yes,NA,SA-G,NA
Pterodroma brevipes,187,Spear et al. 1995,Collared Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,3,2,0.666666667,Yes,NA,SA-G,NA
Pterodroma macroptera,363,Spear et al. 1995,Great-winged Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,110,13,0.118181818,Yes,NA,SA-G,NA
Pterodroma externa,392,Spear et al. 1995,Juan Fernandez Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,183,1,0.005464481,Yes,NA,SA-G,NA
Pterodroma neglecta,409,Spear et al. 1995,Kermadec Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,11,0,0,No,NA,SA-G,NA
Pterodroma inexpectata,539,Spear et al. 1995,Mottled Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,2,0,0,No,NA,SA-G,NA
Pterodroma ultima,542,Spear et al. 1995,Murphy's Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,23,2,0.086956522,Yes,NA,SA-G,NA
Puffinus newelli,543,Kain et al. 2016,Newell's Shearwater,NA,"Kauia, Hawaii",22.096439999999998,-159.526124,North Pacific Ocean,Nest-bound,2007-2014,2007,2014,2011,8,30,15,0.5,Yes,NA,SA-G,NA
Pterodroma alba,624,Spear et al. 1995,Phoenix Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,19,0,0,No,NA,SA-G,NA
Pterodroma pycrofti,640,Spear et al. 1995,Pycroft's Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,5,2,0.4,Yes,NA,SA-G,NA
Calonectris diomedea,225,Codina-Garcia et al. 2013,Cory's Shearwater,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,49,47,0.96,Yes,NA,SA-G,NA
Ardenna grisea,879,Spear et al. 1995,Sooty Shearwater,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,36,27,0.75,Yes,NA,SA-G,NA
Pterodroma longirostris,925,Spear et al. 1995,Stejneger's Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,46,34,0.739130435,Yes,NA,SA-G,NA
Pseudobulweria rostrata,932,Spear et al. 1995,Tahiti Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,121,1,0.008264463,Yes,NA,SA-G,NA
Pterodroma arminjoniana,957,Spear et al. 1995,Trindade Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,11,0,0,No,NA,SA-G,NA
Ardenna pacifica,994,Kain et al. 2016,Wedge-tailed Shearwater,NA,"Kauia, Hawaii",22.096439999999998,-159.526124,North Pacific Ocean,Adult,2007-2014,2007,2014,2011,8,19,8,0.421,Yes,NA,SA-G,NA
Ardenna pacifica,995,Kain et al. 2016,Wedge-tailed Shearwater,NA,"Kauia, Hawaii",22.096439999999998,-159.526124,North Pacific Ocean,Nest-bound,2007-2014,2007,2014,2011,8,13,10,0.769,Yes,NA,SA-G,NA
Ardenna pacifica,1004,Spear et al. 1995,Wedge-tailed Shearwater,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Nest-bound,1984-1991,1984,1991,1988,8,85,20,0.24,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1047,Petry et al. 2017,White-chinned Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,2007-2014,2007,2014,2011,8,65,41,0.63,Yes,NA,SA-G,NA
Pterodroma cervicalis,1068,Spear et al. 1995,White-necked Petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,12,1,0.083333333,Yes,NA,SA-G,NA
Puffinus yelkouan,1085,Codina-Garcia et al. 2013,Yelkouan Shearwater,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,31,22,0.71,Yes,NA,SA-G,NA
Fulmarus glacialis,554,Day 1980,Northern Fulmar,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Adult,1969-1977,1969,1977,1973,9,38,22,0.579,Yes,NA,SA-G,NA
Ardenna tenuirostris,701,Day et al. 1984/Day 1980,Short-tailed Shearwater,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,200,168,0.84,Yes,NA,SA-G,NA
Ardenna grisea,802,Day 1980,Sooty Shearwater,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Adult,1969-1977,1969,1977,1973,9,76,33,0.434,Yes,NA,SA-G,NA
Pachyptila desolata,17,Day et al. 1984,Antarctic Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0.5,Yes,NA,SA-G,NA
Pachyptila vittata,118,Day et al. 1984,Broad-billed Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0.5,Yes,NA,SA-G,NA
Pelecanoides urinatrix,189,Day et al. 1984,Common Diving-petrel,NA,Chatham Is,-43.912096,-176.543303,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0,No,NA,SA-G,NA
Pachyptila turtur,280,Day et al. 1984,Fairy Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0.1,Yes,NA,SA-G,NA
Pachyptila salvini,688,Day et al. 1984,Medium-billed Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0.5,Yes,NA,SA-G,NA
Ardenna grisea,804,Day et al. 1984,Sooty Shearwater,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0.1,Yes,NA,SA-G,NA
Ardenna gravis,321,Bourne 1976,Great Shearwater,NA,Scotland,56.490671,-4.202646,North Atlantic Ocean,Adult,1965-1975,1965,1975,1970,11,1,1,1,Yes,NA,SA-G,NA
Ardenna grisea,799,Bourne 1976,Sooty Shearwater,NA,Scotland,56.490671,-4.202646,North Atlantic Ocean,Adult,1965-1975,1965,1975,1970,11,1,1,1,Yes,NA,SA-G,NA
Ardenna gravis,320,Bond et al. 2014,Great Shearwater,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2000-2011,2000,2011,2006,12,84,74,0.881,Yes,NA,SA-G,NA
Ardenna gravis,324,Colabuono et al. 2009,Great Shearwater,NA,"Rio Grande, Brazil",-32.299886,-52.446547,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,18,16,0.89,Yes,NA,SA-G,NA
Puffinus puffinus,507,Colabuono et al. 2009,Manx Shearwater,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,25,15,0.6,Yes,NA,SA-G,NA
Fulmarus glacialis,553,Bond et al. 2014,Northern Fulmar,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2001-2012,2001,2012,2007,12,176,164,0.932,Yes,NA,SA-G,NA
Calonectris diomedea,226,Colabuono et al. 2009,Cory's Shearwater,NA,"Rio Grande, Brazil",-32.299886,-52.446547,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,5,5,1,Yes,NA,SA-G,NA
Ardenna grisea,798,Bond et al. 2014,Sooty Shearwater,NA,Sable Island,43.933721,-59.914914,North Atlantic Ocean,Adult,2000-2011,2000,2011,2006,12,50,36,0.72,Yes,NA,SA-G,NA
Procellaria conspicillata,921,Colabuono et al. 2009,Spectacled Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,9,2,0.22,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1040,Colabuono et al. 2009,White-chinned Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,41,20,0.49,Yes,NA,SA-G,NA
Ardenna gravis,330,Moser and Lee 1992,Great Shearwater,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,55,35,0.636,Yes,NA,SA-G,NA
Fulmarus glacialis,566,Moser and Lee 1992,Northern Fulmar,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,44,38,0.864,Yes,NA,SA-G,NA
Calonectris diomedea,227,Moser and Lee 1992,Cory's Shearwater,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,147,37,0.25,Yes,NA,SA-G,NA
Ardenna grisea,807,Moser and Lee 1992,Sooty Shearwater,NA,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean,Adult,1975-1989,1975,1989,1982,15,5,2,0.4,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1041,Colabuono et al. 2010,White-chinned Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991-2008,1991,2008,2000,18,34,15,0.44,Yes,NA,SA-G,NA
Ardenna gravis,328,Haman et al. 2013,Great Shearwater,NA,NE United States,41.492537000000006,-99.901813,North Atlantic Ocean,Adult,1993-2011,1993,2011,2002,19,33,27,0.82,Yes,NA,SA-G,NA
Ardenna gravis,329,Haman et al. 2013,Great Shearwater,NA,SE United States,37.09024,-95.712891,North Atlantic Ocean,Adult,1993-2011,1993,2011,2002,19,27,0,0,No,NA,SA-G,NA
Pachyptila desolata,18,Harper and Fowler 1987,Antarctic Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Subadult/Adult,1958-1977,1958,1977,1968,20,35,5,0.142857143,Yes,NA,SA-G,NA
Pachyptila vittata,120,Harper and Fowler 1987,Broad-billed Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Subadult/Adult,1958-1977,1958,1977,1968,20,310,51,0.164516129,Yes,NA,SA-G,NA
Pachyptila turtur,281,Harper and Fowler 1987,Fairy Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Subadult/Adult,1958-1977,1958,1977,1968,20,819,300,0.366300366,Yes,NA,SA-G,NA
Pachyptila salvini,689,Harper and Fowler 1987,Medium-billed Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Subadult/Adult,1958-1977,1958,1977,1968,20,663,133,0.200603318,Yes,NA,SA-G,NA
Pachyptila belcheri,951,Harper and Fowler 1987,Thin-billed Prion,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Subadult/Adult,1958-1977,1958,1977,1968,20,152,10,0.065789474,Yes,NA,SA-G,NA
Procellaria parkinsoni,618,Day et al. 1984 (Imber pers comm),Parkinson's Petrel,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,0.1,Yes,NA,SA-G,NA
Halobaena caerulea,107,Day et al. 1984 (Imber pers comm),Blue Petrel,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,0.2,Yes,NA,SA-G,NA
Pterodroma cookii,222,Day et al. 1984 (Imber pers comm),Cook's Petrel,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,0.1,Yes,NA,SA-G,NA
Pterodroma macroptera,346,Day et al. 1984 (Imber pers comm),Great-winged Petrel,NA,New Zealand,-40.900557,174.885971,South Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,0.1,Yes,NA,SA-G,NA
Puffinus puffinus,517,Zonfrillo 1985,Manx Shearwater,NA,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,NA,Yes,NA,SA-G,NA
Fulmarus glacialis,551,Bayer and Olsen 1988,Northern Fulmar,NA,"Oregon, USA",NA,NA,North Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,3,NA,NA,NA,NA,SA-G,NA
Fulmarus glacialis,586,Zonfrillo 1985,Northern Fulmar,NA,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,NA,Yes,NA,SA-G,NA
Daption capense,168,Barbieri 2009,Cape Petrel,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,4,3,0.75,Yes,NA,SA-G,NA
Puffinus puffinus,506,Barbieri 2009,Manx Shearwater,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,7,6,0.8571,Yes,NA,SA-G,NA
Fulmarus glacialis,548,Avery-Gomm et al. 2018,Northern Fulmar,NA,"Labrador, Canada",53.135509000000006,-57.660436,North Atlantic Ocean,Adult,2014-2015,2014,2014,2014,1,39,25,0.641,Yes,NA,SA-G,NA
Fulmarus glacialis,549,Avery-Gomm et al. 2018,Northern Fulmar,NA,"Labrador, Canada",53.135509000000006,-57.660436,North Atlantic Ocean,Adult,2014-2015,2015,2015,2015,1,31,30,0.968,Yes,NA,SA-G,NA
Fulmarus glacialis,560,Kuhn and van Franeker 2012,Northern Fulmar,NA,Westfjords  Iceland,65.91961500000002,-21.881176,Arctic Ocean,Adult,2011,2011,2011,2011,1,58,46,0.79,Yes,NA,SA-G,NA
Pachyptila belcheri,950,Barbieri 2009,Thin-billed Prion,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,3,1,0.3333,Yes,NA,SA-G,NA
Fulmarus glacialoides,900,Barbieri 2009,Southern Fulmar,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,3,1,0.3333,Yes,NA,SA-G,NA
Procellaria aequinoctialis,1038,Barbieri 2009,White-chinned Petrel,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,4,1,0.25,Yes,NA,SA-G,NA
Phalaropus fulicarius,646,Connors and Smith 1982,Red Phalarope,NA,California,36.778261,-119.417932,North Pacific Ocean,Mixed,1980,1980,1980,1980,1,NA,NA,0.857142857,Yes,NA,SA-G,NA
Phalaropus fulicarius,647,Day et al. 1984/Bond 1971,Red Phalarope,NA,California,36.778261,-119.417932,North Pacific Ocean,Mixed,1969,1969,1969,1969,1,20,NA,NA,Yes,NA,SA-G,NA
Phalaropus fulicarius,648,Day et al. 1984/Connors and Smith 82,Red Phalarope,NA,California,36.778261,-119.417932,North Pacific Ocean,Mixed,1979,1979,1979,1979,1,4,1,0.25,Yes,NA,SA-G,NA
Phalaropus fulicarius,649,Day et al. 1984/Connors and Smith 82,Red Phalarope,NA,California,36.778261,-119.417932,North Pacific Ocean,Mixed,1980,1980,1980,1980,1,7,6,0.86,Yes,NA,SA-G,NA
Phalaropus lobatus,661,Day et al. 1984/Connors and Smith 82,Red-necked Phalarope,NA,California,36.778261,-119.417932,North Pacific Ocean,Mixed,1981,1981,1981,1981,1,2,0,0,No,NA,SA-G,NA
Phalaropus fulicarius,650,Robards 1993,Red Phalarope,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,1,1,1,Yes,NA,SA-G,NA
Phalaropus fulicarius,651,Ryan 1987,Red Phalarope,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,2,0,0.2,Yes,NA,SA-G,NA
Phalaropus lobatus,662,Day et al. 1984/Day 1980,Red-necked Phalarope,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,3,2,0.67,Yes,NA,SA-G,NA
Pygoscelis adeliae,4,Ainley et al. 1990a,Adelie Penguin,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,10,0,0,No,NA,SA-G,NA
Aptenodytes forsteri,273,Ainley et al. 1990a,Emperor Penguin,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,17,0,0,No,NA,SA-G,NA
Spheniscus magellanicus,494,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Adult,2011,2011,2011,2011,1,6,2,0.33,Yes,NA,SA-G,NA
Spheniscus magellanicus,496,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,3,1,0.33,Yes,NA,SA-G,NA
Spheniscus magellanicus,498,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Spheniscus magellanicus,492,Pinto et al. 2006,Magellanic Penguin,NA,"Arraial do Cabo, Brazil",-22.967337,-42.02681,South Pacific Ocean,Subadult,2000,2000,2000,2000,1,12,4,0.35,Yes,NA,SA-G,NA
Spheniscus magellanicus,495,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Subadult,2011,2011,2011,2011,1,57,8,0.14,Yes,NA,SA-G,NA
Spheniscus magellanicus,497,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,70,22,0.31,Yes,NA,SA-G,NA
Spheniscus magellanicus,499,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,213,13,0.06,Yes,NA,SA-G,NA
Eudyptes moseleyi,595,Furness 1985a,Northern Rockhopper Penguin,NA,Gough Island,-40.318641,-9.935332,South Pacific Ocean,Mixed,1983,1983,1983,1983,1,12,0,0,No,NA,SA-G,NA
Pygoscelis adeliae,3,Ainley et al. 1990a,Adelie Penguin,NA,"Palmer Station, Anvers Island, Antarctica",-64.588063,-63.583066,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,60,0,0,No,NA,SA-G,NA
