Clements2024_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method
Puffinus assimilis,1128,Roman et al. 2016,Little Shearwater,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,2,0,0,No,Necropsy
Ardenna carneipes,1130,Roman et al. 2016,Flesh-footed Shearwater,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,Necropsy
Puffinus gavia,1132,Roman et al. 2016,Fluttering Shearwater,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,3,1,0.3333,Yes,Necropsy
Puffinus huttoni,1135,Roman et al. 2016,Hutton's Shearwater,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,2,0,0,No,Necropsy
Ardenna tenuirostris,1138,Roman et al. 2016,Short-tailed Shearwater,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,6,6,1,Yes,Necropsy
Sternula albifrons,1142,Roman et al. 2016,Little Tern,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Thalassarche cauta,1153,Roman et al. 2016,Shy Albatross,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Thalassarche melanophris,1156,Roman et al. 2016,Black-browed Albatross,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Ardenna tenuirostris,1646,"Cousin et al., 2015",Short-tailed Shearwater,Puffinus tenuirostris,"Clifton Beach, Tasmania",41.9195556,147.521666,South Pacific Ocean,Nest-bound,2012,2012,2012,2012,1,171,164,0.96,Yes,Necropsy
Ardenna grisea,855,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,39.616667,145.633333,North Pacific Ocean,Adult,1986,1986,1986,1986,1,11,10,0.909,Yes,Necropsy
Ardenna grisea,853,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,38.583333,145.5,North Pacific Ocean,Adult,1986,1986,1986,1986,1,3,3,1,Yes,Necropsy
Ardenna grisea,858,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,39,145.5,North Pacific Ocean,Adult,1986,1986,1986,1986,1,2,1,0.5,Yes,Necropsy
Ardenna grisea,860,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,39.483333,145.5,North Pacific Ocean,Adult,1987,1987,1987,1987,1,1,0,0,No,Necropsy
Ardenna tenuirostris,697,Carey 2011,Short-tailed Shearwater,NA,Phillip Is,-38.48987,145.203828,Indian Ocean,Nest-bound,2010,2010,2010,2010,1,67,67,1,Yes,Necropsy
Ardenna tenuirostris,NA,Hardesty et al. 2014,Short-tailed Shearwater,Puffinus tenuirostris,Phillip Island,-38.5071781,145.1888103,South Pacific Ocean,Adult,2014,2014,2014,2014,1,8,7,0.875,Yes,Necropsy
Ardenna tenuirostris,1534,Rodriguez et al. 2018,Short-tailed Shearwater,Ardenna tenuirostris,"Philip Island, Victoria, Australia",-38.29,145.15,Southern Ocean,Subadult,2015-2016,2015,2016,2016,2,140,137,0.97857143,Yes,Necropsy
Thalassarche cauta,771,Hedd and Gales 2001,Shy Albatross,NA,"Albatross Island, Tasmania, Australia",-40.37704,144.65554,Indian Ocean,Nest-bound,1995-1998,1995,1998,1997,4,540,5,0.009,Yes,Necropsy
Ardenna grisea,854,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,39.5,144.5,North Pacific Ocean,Adult,1986,1986,1986,1986,1,2,1,0.5,Yes,Necropsy
Ardenna grisea,862,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,39.5,144.5,North Pacific Ocean,Adult,1987,1987,1987,1987,1,2,2,1,Yes,Necropsy
Ardenna grisea,856,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,38.533333,144.383333,North Pacific Ocean,Adult,1986,1986,1986,1986,1,1,1,1,Yes,Necropsy
Ardenna grisea,857,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,38.516667,143.533333,North Pacific Ocean,Adult,1986,1986,1986,1986,1,1,1,1,Yes,Necropsy
Ardenna grisea,861,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,39.5,143.483333,North Pacific Ocean,Adult,1987,1987,1987,1987,1,1,1,1,Yes,Necropsy
Phoebastria immutabilis,1675,"Tanaka et al., 2019",Laysan Albatross,Diomedea immutabilis,"Mukojima Island, Japan",27.680008,142.142874,North Pacific Ocean,Nest-bound,2015,2015,2015,2015,1,1,1,1,Yes,Bolus
Phoebastria nigripes,1676,"Tanaka et al., 2019",Black-footed Albatross,Phoebastria nigripes,"Mukojima Island, Japan",27.680008,142.142874,North Pacific Ocean,Nest-bound,2015,2015,2015,2015,1,5,5,1,Yes,Bolus
Phoebastria nigripes,82,Ogi et al. 1994,Black-footed Albatross,NA,Japan,36.204824,138.252924,North Pacific Ocean,Nest-bound,1992,1992,1992,1992,1,1,1,1,Yes,Necropsy
Phoebastria immutabilis,425,Kuramochi et al. 2011,Laysan Albatross,Phoebastria immutabilis,Japan,36.204824,138.252924,North Pacific Ocean,Adult,2009,2009,2009,2009,1,1,1,1,Yes,NA
Hydrobates leucorhous,454,Watanuki 1985,Leach's Storm-petrel,Oceanodroma leucorhoa,"Daikoku, Japan",34.654303,135.493492,North Pacific Ocean,Adult,1982,1982,1982,1982,1,307,20,0.06514658,Yes,Lavage
Phoebastria albatrus,691,McDermond & Morgan 1993,Short-tailed Albatross,NA,Torishima,34.683421,135.44196,North Pacific Ocean,Mixed,NA,NA,NA,NA,NA,11,7,0.636363636,Yes,NA
Phoebastria albatrus,692,Rappoport 2000,Short-tailed Albatross,NA,Torishima,34.683421,135.44196,North Pacific Ocean,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Regurgitation
Aptenodytes forsteri,274,Day et al. 1984,Emperor Penguin,NA,Antarctica,-82.862752,135,Southern Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0,No,NA
Ardenna tenuirostris,698,Day et al. 1984,Short-tailed Shearwater,NA,Australia,-25.274398,133.775136,Indian Ocean,Mixed,1979-1980,1979,1980,1980,2,189,89,0.47,Yes,NA
Chroicocephalus ridibundus,89,Hong et al. 2013,Black-headed Gull,NA,Korea,35.907757,127.766922,North Pacific Ocean,Adult,2010-2012,2010,2012,2011,3,1,1,1,Yes,Necropsy
Larus crassirostris,101,Hong et al. 2013,Black-tailed Gull,NA,Korea,35.907757,127.766922,North Pacific Ocean,Adult,2010-2012,2010,2012,2011,3,19,19,1,Yes,Necropsy
Ardenna tenuirostris,701,Hong et al. 2013,Short-tailed Shearwater,NA,Korea,35.907757,127.766922,North Pacific Ocean,Adult,2010-2012,2010,2012,2011,3,1,1,1,Yes,Necropsy
Ardenna carneipes,288,Lavers and Bond 2016a,Flesh-footed Shearwater,NA,"King George Sound, Western Australia",-35.02198,117.945626,Indian Ocean,Nest-bound,2013,2013,2013,2013,1,7,7,1,Yes,Necropsy
Ardenna carneipes,289,Lavers and Bond 2016a,Flesh-footed Shearwater,NA,"King George Sound, Western Australia",-35.02198,117.945626,Indian Ocean,Adult,2009-2014,2009,2014,2012,6,136,18,0.129,Yes,Necropsy
Sula sula,1645,"Zhu et al., 2019",Red-footed Booby,Sula sula,Yongxing Island,16.83417,112.3375,North Pacific Ocean,Mixed,2017,2017,2017,2017,1,5,3,0.6,Yes,Necropsy
Fulmarus glacialoides,1528,van Franeker and Bell 1988,Southern Fulmar,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,27,2,0.07,Yes,Necropsy
Daption capense,1529,van Franeker and Bell 1988,Cape Petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,30,10,0.33,Yes,Necropsy
Pagodroma nivea,1530,van Franeker and Bell 1988,Snow Petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,27,1,0.04,Yes,Necropsy
Thalassoica antarctica,1531,van Franeker and Bell 1988,Antarctic Petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,11,0,0,No,Necropsy
Oceanites oceanicus,1532,van Franeker and Bell 1988,Wilson's Storm-petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,4,2,0.5,Yes,Necropsy
Oceanites oceanicus,1533,van Franeker and Bell 1988,Wilson's Storm-petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Nest-bound,1984-1987,1984,1987,1986,4,16,13,0.81,Yes,Necropsy
Pachyptila desolata,16,Auman et al. 2004,Antarctic Prion,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,2,2,1,Yes,Necropsy
Stercorarius antarcticus,138,Auman et al. 2004,Southern Skua,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,4,0,0,No,Necropsy
Pelecanoides georgicus,885,Auman et al. 2004,South Georgia Diving-petrel,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,10,0,0,No,Necropsy
Macronectes giganteus,903,Auman et al. 2004,Southern Giant Petrel,NA,Heard Island,-53.08181,73.504158,Indian Ocean,Adult,2000-2001,2000,2001,2001,2,1,0,0,No,Necropsy
Diomedea exulans,966,Cherel et al. 2017,Wandering Albatross,NA,Kerguelen Island,-49.293272,69.15593,Indian Ocean,Nest-bound,1988,1990,1990,1990,1,30,15,0.5,Yes,Lavage
Hydrobates pelagicus,279,Zonfrillo 1985,European Storm-petrel,NA,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Regurgitation
Puffinus puffinus,517,Zonfrillo 1985,Manx Shearwater,NA,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Regurgitation
Fulmarus glacialis,589,Zonfrillo 1985,Northern Fulmar,NA,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Regurgitation
Puffinus bailloni,1620,"Cartraud et al., 2019",Tropical Shearwater,Puffinus lherminieri,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,56,44,0.785714286,Yes,Necropsy
Ardenna pacifica,1621,"Cartraud et al., 2019",Wedge-tailed Shearwater,Ardenna pacifica,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,9,3,0.333333333,Yes,Necropsy
Pterodroma baraui,1622,"Cartraud et al., 2019",Barau's Petrel,Pterodroma baraui,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,62,39,0.629032258,Yes,Necropsy
Pseudobulweria aterrima,1623,"Cartraud et al., 2019",Mascarene Petrel,Pseudobulweria aterrima,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,1,1,1,Yes,Necropsy
Phaethon lepturus,1624,"Cartraud et al., 2019",White-tailed Tropicbird,Phaethon lepturus,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,35,10,0.285714286,Yes,Necropsy
Anous stolidus,1625,"Cartraud et al., 2019",Brown Noddy,Anous stolidus pileatus,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,9,3,0.333333333,Yes,Necropsy
Anous tenuirostris,1626,"Cartraud et al., 2019",Lesser Noddy,Anous tenuirostris,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,21,9,0.428571429,Yes,Necropsy
Morus capensis,1628,"Cartraud et al., 2019",Cape Gannet,Morus capensis,Reunion Island,-20.878901,55.448101,Indian Ocean,Mixed,2002-2016,2002,2016,2009,15,2,1,0.5,Yes,Necropsy
Diomedea exulans,965,Cherel et al. 2017,Wandering Albatross,NA,Cozet Island,-46.110966,50.395596,Indian Ocean,Nest-bound,1988,1990,1990,1990,1,33,16,0.5,Yes,Lavage
Pygoscelis adeliae,5,Ryan 1987,Adelie Penguin,NA,"Enderby Land, ANT",-66.741597,48.64889,Southern Ocean,Nest-bound,1979-1985,1979,1985,1982,7,6,0,0,No,Necropsy
Onychoprion fuscatus,1627,"Cartraud et al., 2019",Sooty Tern,Ornithoprion fuscatus,Juan de Nova,-17.05556,42.725,Indian Ocean,Mixed,2004-2008,2004,2008,2006,5,27,4,0.148148148,Yes,Necropsy
Oceanites oceanicus,1068,Croxall et al. 1988,Wilson's Storm-petrel,Oceanites oceanicus,Bird Island,-54.007535,38.044174,Indian Ocean,Adult,1988,1988,1988,1988,1,51,5,0.1,Yes,Bolus
Phoebetria palpebrata,466,Cooper and Klages 1995,Light-mantled Albatross,Phoebetriu palpebratu,Marion Island,-46.906248,37.741668,Indian Ocean,Mixed,1990,1990,1990,1990,1,32,0,0,No,Regurgitation
Phoebetria fusca,786,Cooper and Klages 1995,Sooty Albatross,Phoebetriu fuscu,Marion Island,-46.906248,37.741668,Indian Ocean,Mixed,1990,1990,1990,1990,1,37,0,0,No,Regurgitation
Spheniscus demersus,6,Ryan 1987,African Penguin,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,210,0,0,No,Necropsy
Pachyptila desolata,20,Ryan 1987,Antarctic Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,88,52,0.590909091,Yes,Necropsy
Sterna vittata,23,Ryan 1987,Antarctic Tern,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,4,0,0,No,Necropsy
Pterodroma incerta,31,Ryan 1987,Atlantic Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,20,2,0.1,Yes,Necropsy
Thalassarche chlororhynchos,49,Ryan 1987,Atlantic Yellow-nosed Albatross,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,87,2,0.022988506,Yes,Necropsy
Phalacrocorax neglectus,57,Ryan 1987,Bank Cormorant,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,167,1,0.005988024,Yes,Necropsy
Thalassarche melanophris,74,Ryan 1987,Black-browed Albatross,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,18,2,0.111111111,Yes,Necropsy
Halobaena caerulea,109,Ryan 1987,Blue Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,74,68,0.918918919,Yes,Necropsy
Pachyptila vittata,121,Ryan 1987,Broad-billed Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,137,41,0.299270073,Yes,Necropsy
Stercorarius antarcticus,142,Ryan 1987,Southern Skua,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,494,113,0.228744939,Yes,Necropsy
Phalacrocorax capensis,157,Ryan 1987,Cape Cormorant,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,239,0,0,No,Necropsy
Morus capensis,158,Ryan 1987,Cape Gannet,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,5,0,0,No,Necropsy
Daption capense,172,Ryan 1987,Cape Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,18,15,0.833333333,Yes,Necropsy
Pygoscelis antarcticus,181,Ryan 1987,Chinstrap Penguin,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,6,0,0,No,Necropsy
Pelecanoides urinatrix,192,Ryan 1987,Common Diving-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,53,1,0.018867925,Yes,Necropsy
Sterna hirundo,214,Ryan 1987,Common Tern,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,0,0,No,Necropsy
Calonectris borealis,231,Ryan 1987,Cory's Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,7,3,0.428571429,Yes,Necropsy
Microcarbo coronatus,266,Ryan 1987,Crowned Cormorant,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,24,0,0,No,Necropsy
Hydrobates pelagicus,278,Ryan 1987,European Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,1,0,0,No,Necropsy
Pygoscelis papua,303,Ryan 1987,Gentoo Penguin,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,214,0,0,No,Necropsy
Thalasseus bergii,318,Ryan 1987,Great Crested Tern,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,12,0,0,No,Necropsy
Ardenna gravis,335,Ryan 1987,Great Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,50,45,0.9,Yes,Necropsy
Pterodroma macroptera,347,Ryan 1987,Great-winged Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,1,0.076923077,Yes,Necropsy
Garrodia nereis,356,Ryan 1987,Grey-backed Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,12,4,0.333333333,Yes,Necropsy
Thalassarche chrysostoma,366,Ryan 1987,Grey-headed Albatross,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,170,1,0.005882353,Yes,Necropsy
Chroicocephalus hartlaubii,369,Ryan 1987,Hartlaub's Gull,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,0,0,No,Necropsy
Leucocarbo atriceps,388,Ryan 1987,Imperial Shag,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,12,0,0,No,Necropsy
Larus dominicanus,395,Ryan 1987,Kelp Gull,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,52,6,0.115384615,Yes,Necropsy
Aphrodroma brevirostris,406,Ryan 1987,Kerguelen Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,63,15,0.238095238,Yes,Necropsy
Aptenodytes patagonicus,413,Ryan 1987,King Penguin,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,150,0,0,No,Bolus/lavage
Puffinus assimilis,479,Ryan 1987,Little Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,15,1,0.066666667,Yes,Necropsy
Eudyptes chrysolophus,485,Ryan 1987,Macaroni Penguin,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,46,0,0,No,Necropsy
Macronectes halli,597,Ryan 1987,Northern Giant Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,42,3,0.071428571,Yes,Necropsy
Stercorarius parasiticus,620,Ryan 1987,Parasitic Jaeger,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,2,1,0.5,Yes,Necropsy
Phalaropus fulicarius,653,Ryan 1987,Red Phalarope,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,2,0,0.2,Yes,Necropsy
Xema sabini,685,Ryan 1987,Sabine's Gull,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,4,0,0,No,Necropsy
Pachyptila salvini,690,Ryan 1987,Medium-billed Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,31,16,0.516129032,Yes,Necropsy
Thalassarche cauta,772,Ryan 1987,Shy Albatross,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,2,0,0,No,Necropsy
Pterodroma mollis,783,Ryan 1987,Soft-plumaged Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,29,6,0.206896552,Yes,Necropsy
Phoebetria fusca,788,Ryan 1987,Sooty Albatross,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,73,1,0.01369863,Yes,Necropsy
Ardenna grisea,874,Ryan 1987,Sooty Shearwater,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,63,32,0.507936508,Yes,Necropsy
Pelecanoides georgicus,886,Ryan 1987,South Georgia Diving-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,2,0,0,No,Necropsy
Macronectes giganteus,908,Ryan 1987,Southern Giant Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,123,9,0.073170732,Yes,Necropsy
Eudyptes chrysocome,910,Ryan 1987,Southern Rockhopper Penguin,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,177,2,0.011299435,Yes,Necropsy
Pachyptila belcheri,946,Ryan 1987,Thin-billed Prion,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,32,22,0.6875,Yes,Necropsy
Diomedea exulans,973,Ryan 1987,Wandering Albatross,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,156,7,0.044871795,Yes,Necropsy
Fregetta grallaria,1019,Ryan 1987,White-bellied Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,5,0.384615385,Yes,Necropsy
Procellaria aequinoctialis,1030,Day et al. 1984,White-chinned Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1981,1981,1981,1981,1,20,1,0.05,Yes,NA
Procellaria aequinoctialis,1040,Ryan 1987,White-chinned Petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,201,115,0.572139303,Yes,Necropsy
Pelagodroma marina,1051,Ryan 1987,White-faced Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,24,21,0.875,Yes,Necropsy
Oceanites oceanicus,1069,Ryan 1987,Wilson's Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,4,3,0.75,Yes,Necropsy
Thalassarche chlororhynchos,50,Ryan et al. 2016,Atlantic Yellow-nosed Albatross,NA,South Africa,-38.442178,20.988808,Indian Ocean,Subadult/Adult,2005-2015,2005,2015,2010,11,18,0,0,No,Necropsy
