clements2024_binomial,tips,order,freeflying,source,date_median,marine_region,sampling_method,body_mass_g,body_mass_2sd,main_diet,carrion,fish,cephalopods,crustaceans,other_inverts,as_fishery,as_agriculture,as_refuse,anthropogenic_subsidy,pelagic_specialist,feeding_method,aerial_pursuit,bottom_feeding,diving,plunging,scavenging,skimming,surface_seizing,terrestrial_feeding,n_plastic,n_total,FO
Aphrodroma brevirostris,Aphrodroma_brevirostris,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,357,-0.21325552166826000,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,3,0.3333333333333330
Aphrodroma brevirostris,Aphrodroma_brevirostris,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,357,-0.21325552166826000,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,15,63,0.23809523809523800
Aptenodytes forsteri,Aptenodytes_forsteri,Sphenisciformes,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,Lavage,33850,7.578106835824330,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,8,0
Aptenodytes forsteri,Aptenodytes_forsteri,Sphenisciformes,1,Ainley et al. 1990a,1986,Southern Ocean,Lavage,33850,7.578106835824330,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,17,0
Aptenodytes patagonicus,Aptenodytes_patagonicus,Sphenisciformes,1,"Le Guen et al., 2020",2017,South Atlantic Ocean,Scat,11751,2.43729183751935,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,13,47,0.2765957446808510
Aptenodytes patagonicus,Aptenodytes_patagonicus,Sphenisciformes,1,"Robin et al., 2024",2019.5,Indian Ocean,Necropsy,11751,2.43729183751935,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,2,4,0.5
Aptenodytes patagonicus,Aptenodytes_patagonicus,Sphenisciformes,NA,Ryan 1987,1982,Indian Ocean,Bolus,11751,2.43729183751935,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,150,0
Ardenna bulleri,Ardenna_bulleri,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,407,-0.20162419220017300,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plunging,No,No,No,No,No,No,Yes,No,1,1,1
Ardenna bulleri,Ardenna_bulleri,Procellariiformes,1,Robards 1993,1990.5,North Pacific Ocean,Necropsy,407,-0.20162419220017300,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plunging,No,No,No,No,No,No,Yes,No,113,118,0.9576271186440680
Ardenna bulleri,Ardenna_bulleri,Procellariiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,407,-0.20162419220017300,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plunging,No,No,No,No,No,No,Yes,No,3,3,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Charlton-Howard et al., 2023",2021.5,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,26,30,0.8666666666666670
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Hutton et al. 2009,2004,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,0,21,0
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Keys et al., 2022",2021,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,18,18,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Lavers and Bond 2016a,2011.5,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,18,136,0.1323529411764710
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Lavers and Bond 2016a,2012.5,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,3,4,0.75
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Lavers et al., 2019a",2017.5,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,52,57,0.9122807017543860
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Lavers et al., 2019b",2015.5,South Pacific Ocean,Lavage,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,38,53,0.71698113207547200
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Paterson and Dunlop 2018,2017,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,0,2,0
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Puskic et al., 2024",2019.5,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,67,70,0.9571428571428570
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Puskic, 2024",2021,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,19,21,0.9047619047619050
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Puskic, 2024",2022,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,20,21,0.9523809523809520
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Robards 1993,1990.5,North Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,79,83,0.9518072289156630
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Robertson et al. 2004,1998,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,2,6,0.3333333333333330
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Robertson et al. 2004,1999,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,2,0.5
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Robertson et al. 2004,2000,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,4,12,0.3333333333333330
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Robertson et al. 2004,2001,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,6,10,0.6
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,1,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2002,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,5,8,0.625
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2003,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,4,5,0.8
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2004,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,1,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2007,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,0,2,0
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2008,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,0,1,0
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2011,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,7,0.14285714285714300
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2013,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,4,15,0.26666666666666700
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2014,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,6,41,0.14634146341463400
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2014,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,1,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2015,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,8,32,0.25
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,3,8,0.375
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2016,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,10,31,0.3225806451612900
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,5,8,0.625
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Szabo et al., 2021",2019,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,27,33,0.8181818181818180
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,1,"Yamashita et al., 2021",2016,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,3,6,0.5
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2002,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,4,4,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2005,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,115,115,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2006,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,30,30,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2010,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,3,3,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2012,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,62,62,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2013,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,13,13,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2014,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,2,2,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2015,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,15,15,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2016,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,26,26,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2017,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,13,13,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2018,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,8,8,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2019,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,19,19,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Bond et al., 2021",2020,South Pacific Ocean,Bolus,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,5,5,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Hutton et al. 2008,2001.5,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,14,14,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Hutton et al. 2008,2003,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,124,124,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Lavers et al., 2021",2013,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,361,407,0.8869778869778870
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Roman et al. 2019,2003,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,1,1
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Roman et al. 2019,2010,South Pacific Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,0,1,0
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Roman et al. 2019,2014,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,0,3,0
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Roman et al. 2019,2015,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,1,2,0.5
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,Roman et al. 2019,2016,Indian Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,3,44,0.06818181818181820
Ardenna carneipes,Ardenna_carneipes,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,609,-0.15463362114910300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,Yes,No,Yes,No,55,213,0.25821596244131500
Ardenna creatopus,Ardenna_creatopus,Procellariiformes,1,Robards 1993,1990.5,North Pacific Ocean,Necropsy,744,-0.12322903158526900,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Surface.Seizing,No,No,Yes,Yes,Yes,No,Yes,No,1,1,1
Ardenna creatopus,Ardenna_creatopus,Procellariiformes,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,Necropsy,744,-0.12322903158526900,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Surface.Seizing,No,No,Yes,Yes,Yes,No,Yes,No,2,5,0.4
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Barbieri 2009,2001,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,21,29,0.7241379310344830
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Bond et al. 2014,2005.5,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,74,84,0.8809523809523810
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Brown et al. 1981,1974.5,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,24,62,0.3870967741935480
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Brown et al. 1981,1978,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,16,20,0.8
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Colabuono et al. 2009,1999.5,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,16,18,0.8888888888888890
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Colabuono et al. 2010,1991,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,6,6,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Furness 1983,1981,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,9,10,0.9
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Furness 1985a,1983,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,11,13,0.8461538461538460
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Haman et al. 2013,2002,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,27,60,0.45
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Moser and Lee 1992,1982,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,35,55,0.6363636363636360
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Nest-,1970,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,1,1,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,77,110,0.7
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Provencher et al. 2014,2006.5,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,12,17,0.7058823529411770
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Randall et al. 1983,1980,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,2,2,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,"Robuck et al., 2022",2013.5,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,133,142,0.9366197183098590
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,"Robuck et al., 2022",2017.5,South Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,15,25,0.6
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,5,9,0.5555555555555560
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Tavares et al. 2017,2013,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,1,4,0.25
Ardenna gravis,Ardenna_gravis,Procellariiformes,1,Tourinho et al. 2010,2007,South Pacific Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,3,4,0.75
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Di Beneditto and Siciliano, 2021",2010,South Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,1,1,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Franco et al., 2019",2017,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,1,1,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,1,1,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Muñoz et al., 2023",2011,South Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,2,2,1
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Perold et al., 2024",1988,South Atlantic Ocean,Bolus,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,19,21,0.9047619047619050
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Perold et al., 2024",2001.5,South Atlantic Ocean,Bolus,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,46,54,0.8518518518518520
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Perold et al., 2024",2011.5,South Atlantic Ocean,Bolus,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,55,62,0.8870967741935480
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Perold et al., 2024",2018,South Atlantic Ocean,Bolus,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,112,153,0.7320261437908500
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,Powers and Van Ga 1979,1977,North Atlantic Ocean,Regurgitation,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,0,0,0
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Robuck et al., 2022",2013.5,North Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,132,139,0.9496402877697840
Ardenna gravis,Ardenna_gravis,Procellariiformes,NA,"Robuck et al., 2022",2019,South Atlantic Ocean,Necropsy,849,-0.09880323970228630,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,Yes,Yes,No,No,Yes,No,13,13,1
