Clements2024_Binomial,tips,Order,freeflying,Source,Date_median,MarineRegion,Body.Mass.g,body_mass_2sd,Diet,Carrion,Fish,Cephalopods,Crustaceans,Other.Inverts,AS.Fishery,AS.Agriculture,AS.Refuse,Anthropogenic.Subsidy,Pelagic.Specialist,Feeding.method,n_plastic,n_total,FO
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,7,13,0.5384615384615384
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,"Navarro et al., 2023",2020.5,North Atlantic Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,40,45,0.8888888888888888
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,3,7,0.42857142857142855
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,"Silva, 2022",2021,North Atlantic Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,18,43,0.4186046511627907
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,"Vanstreels et al., 2021",2020,South Atlantic Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,4,5,0.8
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,"do Nascimiento et al., 2023",2014,South Atlantic Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,10,82,0.12195121951219512
Calonectris borealis,Calonectris_borealis,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,535,-0.17184798876187116,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,6,14,0.42857142857142855
Calonectris edwardsii,Calonectris_edwardsii,Procellariiformes,0,"Matos et al., 2024a",2022,North Atlantic Ocean,480,-0.18464245117676661,Fish,0,1,1,1,0,1,0,0,1,1,Skimming,92,236,0.3898305084745763
Calonectris edwardsii,Calonectris_edwardsii,Procellariiformes,1,"Matos et al., 2024a",2022,North Atlantic Ocean,480,-0.18464245117676661,Fish,0,1,1,1,0,1,0,0,1,1,Skimming,58,119,0.48739495798319327
Calonectris edwardsii,Calonectris_edwardsii,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,480,-0.18464245117676661,Fish,0,1,1,1,0,1,0,0,1,1,Skimming,1,3,0.3333333333333333
Calonectris edwardsii,Calonectris_edwardsii,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,480,-0.18464245117676661,Fish,0,1,1,1,0,1,0,0,1,1,Skimming,1,1,1
Calonectris edwardsii,Calonectris_edwardsii,Procellariiformes,NA,"Silva, 2022",2021,North Atlantic Ocean,480,-0.18464245117676661,Fish,0,1,1,1,0,1,0,0,1,1,Skimming,45,52,0.8653846153846154
Calonectris leucomelas,Calonectris_leucomelas,Procellariiformes,0,"Tanaka et al., 2020",2017,North Pacific Ocean,580,-0.1613797922405931,Fish,0,1,1,0,0,0,0,0,0,1,Surface.Seizing,0,21,0
Calonectris leucomelas,Calonectris_leucomelas,Procellariiformes,1,Robards 1993,1990.5,North Pacific Ocean,580,-0.1613797922405931,Fish,0,1,1,0,0,0,0,0,0,1,Surface.Seizing,0,2,0
Calonectris leucomelas,Calonectris_leucomelas,Procellariiformes,NA,"Nam et al., 2021",2012.5,North Pacific Ocean,580,-0.1613797922405931,Fish,0,1,1,0,0,0,0,0,0,1,Surface.Seizing,0,1,0
Cepphus columba,Cepphus_columba,Charadriiformes,1,Avery-Gomm et al. 2013,2006,North Pacific Ocean,530,-0.17301112170867985,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,1,0
Cepphus columba,Cepphus_columba,Charadriiformes,1,Robards et al. 1995,1989,North Pacific Ocean,530,-0.17301112170867985,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,1,43,0.023255813953488372
Cepphus columba,Cepphus_columba,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,530,-0.17301112170867985,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,18,0
Cepphus columba,Cepphus_columba,Charadriiformes,NA,"Padula et al., 2020",2012,North Pacific Ocean,530,-0.17301112170867985,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,8,0
Cepphus grylle,Cepphus_grylle,Charadriiformes,1,Acampora et al. 2016,2015,North Atlantic Ocean,452.5,-0.19103968238421432,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,1,0
Cepphus grylle,Cepphus_grylle,Charadriiformes,1,"Baak et al., 2024",2021,Arctic Ocean,452.5,-0.19103968238421432,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,30,0
Cepphus grylle,Cepphus_grylle,Charadriiformes,1,"Baak et al., 2024",2022,Arctic Ocean,452.5,-0.19103968238421432,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,21,0
Cepphus grylle,Cepphus_grylle,Charadriiformes,1,Lydersen et al. 1989,1984,Arctic Ocean,452.5,-0.19103968238421432,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,20,0
Cepphus grylle,Cepphus_grylle,Charadriiformes,1,Poon et al. 2017,2013,Arctic Ocean,452.5,-0.19103968238421432,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,3,0
Cepphus grylle,Cepphus_grylle,Charadriiformes,NA,"Baak et al., 2020b",2018,North Atlantic Ocean,452.5,-0.19103968238421432,Fish,0,1,1,1,1,0,0,0,0,1,Bottom.Feeding,0,20,0
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,1,Avery-Gomm et al. 2013,2008.5,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,22,0
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,10,0
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,1,Blight and Burger 1997,1987,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,5,0
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,1,Robards 1993,1990.5,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,4,9,0.4444444444444444
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,1,Robards et al. 1995,1989,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,1,0
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,1,26,0.038461538461538464
Cerorhinca monocerata,Cerorhinca_monocerata,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,483,-0.1839445714086814,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,20,0
Chlidonias niger,Chlidonias_niger,Charadriiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,65.3,-0.2811126977850782,Other.Inverts,1,1,0,0,1,0,0,0,0,0,Surface.Seizing,0,2,0
Chroicocephalus cirrocephalus,Chroicocephalus_cirrocephalus,Charadriiformes,NA,"do Nascimiento et al., 2023",2012,South Atlantic Ocean,460,-0.1892949829640013,Fish,1,1,0,0,1,1,0,1,1,0,Plunging,0,3,0
Chroicocephalus hartlaubii,Chroicocephalus_hartlaubii,Charadriiformes,NA,Ryan 1987,1982,Indian Ocean,292,-0.2283762499767728,Other.Inverts,1,1,0,1,1,1,0,0,1,1,Plunging,0,13,0
Chroicocephalus novaehollandiae,Chroicocephalus_novaehollandiae,Charadriiformes,1,"Gilbert et al., 2016",2011.5,South Pacific Ocean,288.5,-0.22919044303953887,Crustaceans,1,1,1,1,1,1,0,1,1,0,Surface.Seizing,0,2,0
Chroicocephalus novaehollandiae,Chroicocephalus_novaehollandiae,Charadriiformes,1,Roman et al. 2016,2013,South Pacific Ocean,288.5,-0.22919044303953887,Crustaceans,1,1,1,1,1,1,0,1,1,0,Surface.Seizing,1,12,0.08333333333333333
Chroicocephalus novaehollandiae,Chroicocephalus_novaehollandiae,Charadriiformes,NA,"Berr et al., 2020",2016.5,South Pacific Ocean,288.5,-0.22919044303953887,Crustaceans,1,1,1,1,1,1,0,1,1,0,Surface.Seizing,0,1,0
Chroicocephalus philadelphia,Chroicocephalus_philadelphia,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,211,-0.24721900371507335,Fish,1,1,0,0,1,0,0,0,0,0,Surface.Seizing,0,4,0
Chroicocephalus ridibundus,Chroicocephalus_ridibundus,Charadriiformes,1,Acampora et al. 2016,2015,North Atlantic Ocean,260,-0.23582030083634833,Crustaceans,1,1,0,1,1,0,0,1,1,0,Surface.Seizing,2,9,0.2222222222222222
Chroicocephalus ridibundus,Chroicocephalus_ridibundus,Charadriiformes,1,Hong et al. 2013,2011,North Pacific Ocean,260,-0.23582030083634833,Crustaceans,1,1,0,1,1,0,0,1,1,0,Surface.Seizing,1,1,1
Chroicocephalus ridibundus,Chroicocephalus_ridibundus,Charadriiformes,NA,"Basto et al., 2019",2012,North Atlantic Ocean,260,-0.23582030083634833,Crustaceans,1,1,0,1,1,0,0,1,1,0,Surface.Seizing,1,4,0.25
Chroicocephalus ridibundus,Chroicocephalus_ridibundus,Charadriiformes,NA,"Franco et al., 2019",2017,North Atlantic Ocean,260,-0.23582030083634833,Crustaceans,1,1,0,1,1,0,0,1,1,0,Surface.Seizing,1,3,0.3333333333333333
Chroicocephalus ridibundus,Chroicocephalus_ridibundus,Charadriiformes,NA,"Navarro et al., 2023",2020.5,North Atlantic Ocean,260,-0.23582030083634833,Crustaceans,1,1,0,1,1,0,0,1,1,0,Surface.Seizing,1,2,0.5
Chroicocephalus ridibundus,Chroicocephalus_ridibundus,Charadriiformes,NA,"Toda et al., 1994",1991.5,North Pacific Ocean,260,-0.23582030083634833,Crustaceans,1,1,0,1,1,0,0,1,1,0,Surface.Seizing,0,6,0
Clangula hyemalis,Clangula_hyemalis,Anseriformes,1,Holland et al. 2016,NA,North Atlantic Ocean,873,-0.0932202015576047,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,4,0
Clangula hyemalis,Clangula_hyemalis,Anseriformes,1,"Morkūnas et al., 2021",2017,North Atlantic Ocean,873,-0.0932202015576047,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,9,180,0.05
Clangula hyemalis,Clangula_hyemalis,Anseriformes,NA,Day et al. 1984,1977.5,North Pacific Ocean,873,-0.0932202015576047,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,11,0
Clangula hyemalis,Clangula_hyemalis,Anseriformes,NA,Provencher et al. 2014,1998.5,Arctic Ocean,873,-0.0932202015576047,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,27,0
Clangula hyemalis,Clangula_hyemalis,Anseriformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,873,-0.0932202015576047,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,8,0
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1978,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,2,50,0.04
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1980,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,2,4,0.5
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,7,63,0.1111111111111111
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1986,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,10,32,0.3125
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1986.5,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,20,0.05
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1987,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,20,0.05
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990a,1988,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,7,63,0.1111111111111111
Daption capense,Daption_capense,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,7,8,0.875
Daption capense,Daption_capense,Procellariiformes,1,Barbieri 2009,2001,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,3,4,0.75
Daption capense,Daption_capense,Procellariiformes,1,Creet et al. 1994,1990.5,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,6,18,0.3333333333333333
Daption capense,Daption_capense,Procellariiformes,1,Fijn et al. 2012,2006,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,4,90,0.044444444444444446
Daption capense,Daption_capense,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,4,10,0.4
Daption capense,Daption_capense,Procellariiformes,1,Roman et al. 2019,2004,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,1,1
Daption capense,Daption_capense,Procellariiformes,1,Roman et al. 2019,2007,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,1,1
Daption capense,Daption_capense,Procellariiformes,1,Roman et al. 2019,2012,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Daption capense,Daption_capense,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,2,0.5
Daption capense,Daption_capense,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Daption capense,Daption_capense,Procellariiformes,1,Tavares et al. 2017,2012,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,1,1
Daption capense,Daption_capense,Procellariiformes,1,Tourinho et al. 2010,2007,South Pacific Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Daption capense,Daption_capense,Procellariiformes,1,van Franeker and Bell 1988,1985.5,Indian Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,10,30,0.3333333333333333
Daption capense,Daption_capense,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,3,0.3333333333333333
Daption capense,Daption_capense,Procellariiformes,NA,Roman et al. 2019,2009,Indian Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Daption capense,Daption_capense,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,3,7,0.42857142857142855
Daption capense,Daption_capense,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,15,18,0.8333333333333334
Daption capense,Daption_capense,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,424.5,-0.19755322688634291,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,1,1
Diomedea antipodensis,Diomedea_antipodensis,Procellariiformes,1,Robertson et al. 2004,1999,South Pacific Ocean,6650,1.250663605185139,Cephalopods,0,1,1,1,0,0,0,0,0,1,Surface.Seizing,1,2,0.5
Diomedea antipodensis,Diomedea_antipodensis,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,6650,1.250663605185139,Cephalopods,0,1,1,1,0,0,0,0,0,1,Surface.Seizing,0,2,0
Diomedea antipodensis,Diomedea_antipodensis,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,6650,1.250663605185139,Cephalopods,0,1,1,1,0,0,0,0,0,1,Surface.Seizing,0,1,0
Diomedea antipodensis,Diomedea_antipodensis,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,6650,1.250663605185139,Cephalopods,0,1,1,1,0,0,0,0,0,1,Surface.Seizing,0,3,0
Diomedea antipodensis,Diomedea_antipodensis,Procellariiformes,NA,"Roman et al., 2021",2010.5,South Pacific Ocean,6650,1.250663605185139,Cephalopods,0,1,1,1,0,0,0,0,0,1,Surface.Seizing,0,1,0
Diomedea dabbenena,Diomedea_dabbenena,Procellariiformes,1,Colabuono et al. 2010,1999.5,South Pacific Ocean,7000,1.3320829114617463,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea dabbenena,Diomedea_dabbenena,Procellariiformes,1,Jiménez et al. 2015,2009,South Pacific Ocean,7000,1.3320829114617463,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,2,6,0.3333333333333333
Diomedea dabbenena,Diomedea_dabbenena,Procellariiformes,1,Ryan et al. 2016,2010,Indian Ocean,7000,1.3320829114617463,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,5,0
Diomedea dabbenena,Diomedea_dabbenena,Procellariiformes,NA,Furness 1985a,1983,South Pacific Ocean,7000,1.3320829114617463,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,2,0
Diomedea dabbenena,Diomedea_dabbenena,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,7000,1.3320829114617463,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea dabbenena,Diomedea_dabbenena,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,7000,1.3320829114617463,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,1,Jiménez et al. 2015,2009,South Pacific Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,4,23,0.17391304347826086
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,2,0.5
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,1,Roman et al. 2019,2016,Indian Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,NA,Day et al. 1984,1973,South Pacific Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,0,0
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,2,0
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,2,0
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,NA,"Roman et al., 2021",2010.5,South Pacific Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,4,0.25
Diomedea epomophora,Diomedea_epomophora,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,9000,1.7973360901852167,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,0,Cherel et al. 2017,1990,Indian Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,31,63,0.49206349206349204
Diomedea exulans,Diomedea_exulans,Procellariiformes,0,Nel et al. 1999,1997,North Atlantic Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,3,3,1
Diomedea exulans,Diomedea_exulans,Procellariiformes,0,"Slip et al., 1990",1974,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,1,1,1
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Colabuono et al. 2010,1999.5,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,3,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Cooper et al. 1992,1988.5,North Atlantic Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,5,50,0.1
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,"Gilbert et al., 2016",2011.5,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Jiménez et al. 2015,2009,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,12,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Roman et al. 2019,2004,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Roman et al. 2019,2007,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Roman et al. 2019,2013,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Roman et al. 2019,2014,Indian Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,1,Ryan et al. 2016,2010,Indian Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,4,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,Day et al. 1984,1973,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,0,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,Huin and Croxall 1996,1993.5,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,0,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,"Perold et al, 2020",2007,Indian Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,466,833,0.5594237695078031
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,1,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,5,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,"Roman et al., 2021",2010.5,South Pacific Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,0,7,0
Diomedea exulans,Diomedea_exulans,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,6300,1.1692442989085319,Cephalopods,0,1,1,1,0,1,0,0,1,1,Surface.Seizing,7,156,0.04487179487179487
Diomedea sanfordi,Diomedea_sanfordi,Procellariiformes,1,Jiménez et al. 2015,2009,South Pacific Ocean,6500,1.2157696167808787,Cephalopods,0,1,1,0,0,1,0,0,1,1,Surface.Seizing,14,36,0.3888888888888889
Diomedea sanfordi,Diomedea_sanfordi,Procellariiformes,NA,"Roman et al., 2021",2010.5,South Pacific Ocean,6500,1.2157696167808787,Cephalopods,0,1,1,0,0,1,0,0,1,1,Surface.Seizing,0,27,0
Eudyptes chrysocome,Eudyptes_chrysocome,Sphenisciformes,NA,Ryan 1987,1982,Indian Ocean,2330,0.24571673914244338,Crustaceans,0,1,1,1,0,0,0,0,0,1,Diving,2,177,0.011299435028248588
Eudyptes chrysolophus,Eudyptes_chrysolophus,Sphenisciformes,NA,Ryan 1987,1982,Indian Ocean,4490,0.7481901721637912,Crustaceans,0,1,1,1,0,0,0,0,0,1,Diving,0,46,0
Eudyptes moseleyi,Eudyptes_moseleyi,Sphenisciformes,NA,Furness 1985a,1983,South Pacific Ocean,2330,0.24571673914244338,Crustaceans,0,1,1,1,0,0,0,0,0,1,Diving,0,12,0
Eudyptula minor,Eudyptula_minor,Sphenisciformes,NA,Day et al. 1984,1973,South Pacific Ocean,1120.5,-0.03564512069057525,Fish,0,1,1,1,0,0,0,0,0,1,Diving,0,0,0
Eudyptula minor,Eudyptula_minor,Sphenisciformes,NA,Harrigan 1991,1985,Indian Ocean,1120.5,-0.03564512069057525,Fish,0,1,1,1,0,0,0,0,0,1,Diving,0,124,0
Fratercula arctica,Fratercula_arctica,Charadriiformes,0,Parslow and Jefferies 1972,1970,North Atlantic Ocean,923,-0.08158887208951794,Fish,0,1,1,1,1,0,0,0,0,1,Diving,3,5,0.6
Fratercula arctica,Fratercula_arctica,Charadriiformes,1,Acampora et al. 2016,2015,North Atlantic Ocean,923,-0.08158887208951794,Fish,0,1,1,1,1,0,0,0,0,1,Diving,1,3,0.3333333333333333
Fratercula arctica,Fratercula_arctica,Charadriiformes,1,Below 1960,1960,North Atlantic Ocean,923,-0.08158887208951794,Fish,0,1,1,1,1,0,0,0,0,1,Diving,1,1,1
Fratercula arctica,Fratercula_arctica,Charadriiformes,1,"Benjaminsen et al., 2024",2016,North Atlantic Ocean,923,-0.08158887208951794,Fish,0,1,1,1,1,0,0,0,0,1,Diving,10,17,0.5882352941176471
