HBWv8.1_Binomial,tips,is_freeflying,Source,Date_median,MarineRegion,body_mass_2sd,Carrion.NonFishVertebrates,Fish,Cephalopods,Crustaceans,Other.Inverts,AS.Refuse,pelagic_specialist_CR,Feeding.Method.Simple,DMS.responsive_Dell.Ariccia,n_plastic,n_total,n_na_plastic
Ardenna grisea,Ardenna_grisea,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.10475212794175086,0,1,1,1,0,0,1,Plunging,0,27,36,0
Ardenna grisea,Ardenna_grisea,1,Tavares et al. 2017,2013,South Pacific Ocean,-0.10475212794175086,0,1,1,1,0,0,1,Plunging,0,0,1,0
Ardenna grisea,Ardenna_grisea,1,Tourinho et al. 2010,2007,South Pacific Ocean,-0.10475212794175086,0,1,1,1,0,0,1,Plunging,0,1,1,0
Ardenna grisea,Ardenna_grisea,NA,Day et al. 1984,1973,South Pacific Ocean,-0.10475212794175086,0,1,1,1,0,0,1,Plunging,0,0,0,0
Ardenna grisea,Ardenna_grisea,NA,Ryan 1987,1982,Indian Ocean,-0.10475212794175086,0,1,1,1,0,0,1,Plunging,0,32,63,0
Ardenna pacifica,Ardenna_pacifica,0,Hutton et al. 2008,2005,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,13,30,0
Ardenna pacifica,Ardenna_pacifica,0,Kain et al. 2016,2010.5,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,10,13,0
Ardenna pacifica,Ardenna_pacifica,0,Sileo et al. 1990a,1987,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,2,7,0
Ardenna pacifica,Ardenna_pacifica,0,Spear et al. 1995,1987.5,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,20,85,0
Ardenna pacifica,Ardenna_pacifica,0,Verlis et al. 2013,2012,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,5,24,0
Ardenna pacifica,Ardenna_pacifica,1,Ainley et al. 1990b,1986,Southern Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,1,35,0
Ardenna pacifica,Ardenna_pacifica,1,Day et al. 1984,1979.5,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,0,233,0
Ardenna pacifica,Ardenna_pacifica,1,Fry et al. 1987,1984,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,12,20,0
Ardenna pacifica,Ardenna_pacifica,1,Hardesty et al. 2014,2014,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,1,8,0
Ardenna pacifica,Ardenna_pacifica,1,Kain et al. 2016,2010.5,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,8,19,0
Ardenna pacifica,Ardenna_pacifica,1,Roman et al. 2016,2013,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,4,28,0
Ardenna pacifica,Ardenna_pacifica,1,Roman et al. 2019,2013,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,4,27,0
Ardenna pacifica,Ardenna_pacifica,1,Sileo et al. 1990a,1987,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,29,202,0
Ardenna pacifica,Ardenna_pacifica,1,Verlis et al. 2013,2012,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,0,32,0
Ardenna pacifica,Ardenna_pacifica,NA,Harrison et al. 1983,1979.5,North Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,0,233,0
Ardenna pacifica,Ardenna_pacifica,NA,Hutton et al. 2008,2003,South Pacific Ocean,-0.2015853600889728,0,1,1,1,1,0,1,Surface.Seizing,NA,3,22,0
Ardenna tenuirostris,Ardenna_tenuirostris,0,Acampora et al. 2014,2012,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,23,27,0
Ardenna tenuirostris,Ardenna_tenuirostris,0,Carey 2011,2010,Indian Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,67,67,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Acampora et al. 2014,2010,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,64,102,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ainley et al. 1990b,1986,Southern Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,1,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Hong et al. 2013,2011,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,1,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1970,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,13,28,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1972,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,27,51,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1973,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,4,6,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1975,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,21,25,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1976,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,69,73,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1977,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,70,72,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1978,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,24,28,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Ogi 1989,1979,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,32,36,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Robards 1993,1990.5,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,176,200,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Robards et al. 1995,1989,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,4,5,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Robertson et al. 2004,2000,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,27,33,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2016,2008,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,2,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2016,2013,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,33,35,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2002,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,1,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2003,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,1,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2004,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,3,4,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2008,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,2,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2010,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,5,5,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2012,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,3,3,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2013,Indian Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,5,5,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2013,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,197,226,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2015,Indian Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,17,24,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2015,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,1,1,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2016,Indian Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,9,9,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Roman et al. 2019,2016,South Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,38,45,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Tanaka et al. 2013,2005,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,12,12,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Vlietstra & Parga 2002,2001,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,277,330,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Yamashita et al. 2011,2003,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,0,87,0
Ardenna tenuirostris,Ardenna_tenuirostris,1,Yamashita et al. 2011,2005,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,0,12,0
Ardenna tenuirostris,Ardenna_tenuirostris,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,0,0,0
Ardenna tenuirostris,Ardenna_tenuirostris,NA,Day et al. 1984,1979.5,Indian Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,89,189,0
Ardenna tenuirostris,Ardenna_tenuirostris,NA,Day et al. 1984/Baltz and Morejohn 76,1975,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,6,6,0
Ardenna tenuirostris,Ardenna_tenuirostris,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.1600854034544491,0,1,1,1,0,0,1,Plunging,0,168,200,0
Brachyramphus brevirostris,Brachyramphus_brevirostris,1,Robards et al. 1995,1989,North Pacific Ocean,-0.23895959004053213,0,1,0,1,0,0,1,Diving,NA,0,17,0
Brachyramphus brevirostris,Brachyramphus_brevirostris,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.23895959004053213,0,1,0,1,0,0,1,Diving,NA,0,5,0
Brachyramphus marmoratus,Brachyramphus_marmoratus,1,Robards et al. 1995,1989,North Pacific Ocean,-0.24235724730885572,0,1,0,1,0,0,1,Diving,NA,0,96,0
Brachyramphus marmoratus,Brachyramphus_marmoratus,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.24235724730885572,0,1,0,1,0,0,1,Diving,NA,0,61,0
Bucephala islandica,Bucephala_islandica,1,Avery-Gomm et al. 2013,2007,North Pacific Ocean,-0.048144730953431275,0,0,0,1,1,0,0,Bottom.Feeding,NA,0,2,0
Bucephala islandica,Bucephala_islandica,NA,Day et al. 1984,1977.5,North Pacific Ocean,-0.048144730953431275,0,0,0,1,1,0,0,Bottom.Feeding,NA,0,17,0
Bulweria bulwerii,Bulweria_bulwerii,1,Ainley et al. 1990b,1986,Southern Ocean,-0.2717227136993666,0,1,1,1,1,0,1,Surface.Seizing,NA,0,19,0
Bulweria bulwerii,Bulweria_bulwerii,1,Sileo et al. 1990a,1987,North Pacific Ocean,-0.2717227136993666,0,1,1,1,1,0,1,Surface.Seizing,NA,2,38,0
Bulweria bulwerii,Bulweria_bulwerii,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.2717227136993666,0,1,1,1,1,0,1,Surface.Seizing,NA,0,39,0
Calonectris diomedea,Calonectris_diomedea,0,Rodrigues et al. 2012,2010,North Atlantic Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,71,85,0
Calonectris diomedea,Calonectris_diomedea,1,Bond et al. 2014,2004,North Atlantic Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,0,3,0
Calonectris diomedea,Calonectris_diomedea,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,47,49,0
Calonectris diomedea,Calonectris_diomedea,1,Colabuono et al. 2009,1999.5,South Pacific Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,5,5,0
Calonectris diomedea,Calonectris_diomedea,1,Moser and Lee 1992,1982,North Atlantic Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,37,147,0
Calonectris diomedea,Calonectris_diomedea,1,Petry et al. 2002,1997.5,South Pacific Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,112,112,0
Calonectris diomedea,Calonectris_diomedea,1,Petry et al. 2009,2008,South Pacific Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,143,185,0
Calonectris diomedea,Calonectris_diomedea,1,Tavares et al. 2017,2011,South Pacific Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,0,1,0
Calonectris diomedea,Calonectris_diomedea,1,Tavares et al. 2017,2012,South Pacific Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,1,2,0
Calonectris diomedea,Calonectris_diomedea,1,Tavares et al. 2017,2013,South Pacific Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,7,31,0
Calonectris diomedea,Calonectris_diomedea,NA,Ryan 1987,1982,Indian Ocean,-0.16590995877157524,0,1,1,1,0,0,1,Plunging,1,3,7,0
Calonectris edwardsii,Calonectris_edwardsii,1,Petry et al. 2002,1997.5,South Pacific Ocean,-0.1792578980399893,0,1,1,1,0,0,1,Skimming,NA,1,3,0
Calonectris leucomelas,Calonectris_leucomelas,1,Robards 1993,1990.5,North Pacific Ocean,-0.15498891755196376,0,1,1,0,0,0,1,Surface.Seizing,NA,0,2,0
Catharacta antarctica,Catharacta_antarctica,1,Auman et al. 2004,2000.5,Indian Ocean,0.10468917366990961,1,1,1,1,0,0,1,Aerial.Pursuit,NA,0,4,0
Catharacta antarctica,Catharacta_antarctica,NA,Furness 1985a,1983,South Pacific Ocean,0.10468917366990961,1,1,1,1,0,0,1,Aerial.Pursuit,NA,1,11,0
Catharacta antarctica,Catharacta_antarctica,NA,Ryan 1987,1982,Indian Ocean,0.10468917366990961,1,1,1,1,0,0,1,Aerial.Pursuit,NA,113,494,0
Catharacta maccormicki,Catharacta_maccormicki,1,Ainley et al. 1990a,1978,Southern Ocean,0.03163954240095271,1,1,0,1,0,1,1,Surface.Seizing,NA,0,25,0
Catharacta maccormicki,Catharacta_maccormicki,1,Robards 1993,1990.5,North Pacific Ocean,0.03163954240095271,1,1,0,1,0,1,1,Surface.Seizing,NA,1,2,0
Catharacta skua,Catharacta_skua,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,0.029455334157030413,1,1,0,0,0,1,1,Surface.Seizing,NA,1,2,0
Catharacta skua,Catharacta_skua,1,Hammer et al. 2016,2013,North Atlantic Ocean,0.029455334157030413,1,1,0,0,0,1,1,Surface.Seizing,NA,10,165,0
Catharacta skua,Catharacta_skua,NA,Ryan and Fraser 1988,1982.5,South Pacific Ocean,0.029455334157030413,1,1,0,0,0,1,1,Surface.Seizing,NA,106,483,0
Cepphus columba,Cepphus_columba,1,Avery-Gomm et al. 2013,2006,North Pacific Ocean,-0.1671234077959765,0,1,1,1,1,0,1,Bottom.Feeding,NA,0,1,0
Cepphus columba,Cepphus_columba,1,Robards et al. 1995,1989,North Pacific Ocean,-0.1671234077959765,0,1,1,1,1,0,1,Bottom.Feeding,NA,1,43,0
Cepphus columba,Cepphus_columba,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.1671234077959765,0,1,1,1,1,0,1,Bottom.Feeding,NA,0,18,0
Cepphus grylle,Cepphus_grylle,1,Acampora et al. 2016,2015,North Atlantic Ocean,-0.1859318676741963,0,1,1,1,1,0,1,Bottom.Feeding,NA,0,1,0
Cepphus grylle,Cepphus_grylle,1,Lydersen et al. 1989,1984,Arctic Ocean,-0.1859318676741963,0,1,1,1,1,0,1,Bottom.Feeding,NA,0,20,0
Cepphus grylle,Cepphus_grylle,1,Poon et al. 2017,2013,Arctic Ocean,-0.1859318676741963,0,1,1,1,1,0,1,Bottom.Feeding,NA,0,3,0
Cerorhinca monocerata,Cerorhinca_monocerata,1,Avery-Gomm et al. 2013,2008.5,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,0,22,0
Cerorhinca monocerata,Cerorhinca_monocerata,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,0,10,0
Cerorhinca monocerata,Cerorhinca_monocerata,1,Blight and Burger 1997,1987,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,0,5,0
Cerorhinca monocerata,Cerorhinca_monocerata,1,Robards 1993,1990.5,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,4,9,0
Cerorhinca monocerata,Cerorhinca_monocerata,1,Robards et al. 1995,1989,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,0,1,0
Cerorhinca monocerata,Cerorhinca_monocerata,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,1,26,0
Cerorhinca monocerata,Cerorhinca_monocerata,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.17852982862534852,0,1,1,1,1,0,1,Diving,NA,0,20,0
Chlidonias niger,Chlidonias_niger,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.27990136012383127,1,1,0,0,1,0,0,Surface.Seizing,NA,0,2,0
Clangula hyemalis,Clangula_hyemalis,NA,Day et al. 1984,1977.5,North Pacific Ocean,-0.0838808047220489,0,1,0,1,1,0,0,Bottom.Feeding,NA,0,11,0
Clangula hyemalis,Clangula_hyemalis,NA,Provencher et al. 2014,1998.5,Arctic Ocean,-0.0838808047220489,0,1,0,1,1,0,0,Bottom.Feeding,NA,0,27,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1978,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,2,50,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1980,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,2,4,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,7,63,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1986,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,10,32,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1986.5,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,1,20,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1987,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,1,20,0
Daption capense,Daption_capense,1,Ainley et al. 1990a,1988,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,7,63,0
Daption capense,Daption_capense,1,Ainley et al. 1990b,1986,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,7,8,0
Daption capense,Daption_capense,1,Barbieri 2009,2001,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,3,4,0
Daption capense,Daption_capense,1,Creet et al. 1994,1990.5,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,6,18,0
Daption capense,Daption_capense,1,Fijn et al. 2012,2006,Southern Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,4,90,0
Daption capense,Daption_capense,1,Petry et al. 2002,1997.5,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,4,10,0
Daption capense,Daption_capense,1,Roman et al. 2019,2004,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,1,1,0
Daption capense,Daption_capense,1,Roman et al. 2019,2007,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,1,1,0
Daption capense,Daption_capense,1,Roman et al. 2019,2012,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,0,1,0
Daption capense,Daption_capense,1,Roman et al. 2019,2015,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,1,2,0
Daption capense,Daption_capense,1,Roman et al. 2019,2016,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,0,1,0
Daption capense,Daption_capense,1,Tavares et al. 2017,2012,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,1,1,0
Daption capense,Daption_capense,1,Tourinho et al. 2010,2007,South Pacific Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,0,1,0
Daption capense,Daption_capense,1,van Franeker and Bell 1988,1985.5,Indian Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,10,30,0
Daption capense,Daption_capense,NA,Roman et al. 2019,2009,Indian Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,0,1,0
Daption capense,Daption_capense,NA,Ryan 1987,1982,Indian Ocean,-0.19272718221084348,1,1,1,1,1,0,1,Surface.Seizing,0,15,18,0
Diomedea antipodensis,Diomedea_antipodensis,1,Robertson et al. 2004,1999,South Pacific Ocean,1.318138198071187,0,1,1,1,0,0,1,Surface.Seizing,NA,1,2,0
Diomedea antipodensis,Diomedea_antipodensis,1,Roman et al. 2019,2015,South Pacific Ocean,1.318138198071187,0,1,1,1,0,0,1,Surface.Seizing,NA,0,2,0
Diomedea antipodensis,Diomedea_antipodensis,1,Roman et al. 2019,2016,South Pacific Ocean,1.318138198071187,0,1,1,1,0,0,1,Surface.Seizing,NA,0,1,0
Diomedea dabbenena,Diomedea_dabbenena,1,Colabuono et al. 2010,1999.5,South Pacific Ocean,1.4030796297792765,0,1,1,1,0,0,1,Surface.Seizing,NA,0,1,0
Diomedea dabbenena,Diomedea_dabbenena,1,Jiminez et al. 2015,2009,South Pacific Ocean,1.4030796297792765,0,1,1,1,0,0,1,Surface.Seizing,NA,2,6,0
Diomedea dabbenena,Diomedea_dabbenena,1,Ryan et al. 2016,2010,Indian Ocean,1.4030796297792765,0,1,1,1,0,0,1,Surface.Seizing,NA,0,5,0
Diomedea dabbenena,Diomedea_dabbenena,NA,Furness 1985a,1983,South Pacific Ocean,1.4030796297792765,0,1,1,1,0,0,1,Surface.Seizing,NA,0,2,0
Diomedea epomophora,Diomedea_epomophora,1,Jiminez et al. 2015,2009,South Pacific Ocean,1.8884592395397872,0,1,1,1,1,0,1,Surface.Seizing,NA,4,23,0
Diomedea epomophora,Diomedea_epomophora,1,Petry et al. 2002,1997.5,South Pacific Ocean,1.8884592395397872,0,1,1,1,1,0,1,Surface.Seizing,NA,1,2,0
Diomedea epomophora,Diomedea_epomophora,1,Roman et al. 2019,2016,Indian Ocean,1.8884592395397872,0,1,1,1,1,0,1,Surface.Seizing,NA,0,1,0
Diomedea epomophora,Diomedea_epomophora,1,Roman et al. 2019,2016,South Pacific Ocean,1.8884592395397872,0,1,1,1,1,0,1,Surface.Seizing,NA,0,1,0
Diomedea epomophora,Diomedea_epomophora,NA,Day et al. 1984,1973,South Pacific Ocean,1.8884592395397872,0,1,1,1,1,0,1,Surface.Seizing,NA,0,0,0
Diomedea exulans,Diomedea_exulans,0,Cherl et al. 2017,1990,Indian Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,31,63,0
Diomedea exulans,Diomedea_exulans,0,Nel et al. 1999,1997,North Atlantic Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,3,3,0
Diomedea exulans,Diomedea_exulans,1,Colabuono et al. 2010,1999.5,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,3,0
Diomedea exulans,Diomedea_exulans,1,Cooper et al. 1992,1988.5,North Atlantic Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,5,50,0
Diomedea exulans,Diomedea_exulans,1,Jiminez et al. 2015,2009,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,12,0
Diomedea exulans,Diomedea_exulans,1,Roman et al. 2016,2013,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,1,0
Diomedea exulans,Diomedea_exulans,1,Roman et al. 2019,2004,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,1,0
Diomedea exulans,Diomedea_exulans,1,Roman et al. 2019,2007,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,1,0
Diomedea exulans,Diomedea_exulans,1,Roman et al. 2019,2013,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,1,0
Diomedea exulans,Diomedea_exulans,1,Roman et al. 2019,2014,Indian Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,1,0
Diomedea exulans,Diomedea_exulans,1,Ryan et al. 2016,2010,Indian Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,4,0
Diomedea exulans,Diomedea_exulans,NA,Day et al. 1984,1973,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,0,0
Diomedea exulans,Diomedea_exulans,NA,Huin and Croxall 1996,1993.5,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,0,0
Diomedea exulans,Diomedea_exulans,NA,Roman et al. 2019,2016,South Pacific Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,0,1,0
Diomedea exulans,Diomedea_exulans,NA,Ryan 1987,1982,Indian Ocean,1.2331967663630976,0,1,1,1,0,0,1,Surface.Seizing,0,7,156,0
Diomedea sanfordi,Diomedea_sanfordi,1,Jiminez et al. 2015,2009,South Pacific Ocean,1.2817347273391486,0,1,1,0,0,0,1,Surface.Seizing,NA,14,36,0
Eudyptes chrysocome,Eudyptes_chrysocome,NA,Ryan 1987,1982,Indian Ocean,0.26971824098848335,0,1,1,1,0,0,1,Diving,NA,2,177,0
Eudyptes chrysolophus,Eudyptes_chrysolophus,NA,Ryan 1987,1982,Indian Ocean,0.7939282195298352,0,1,1,1,0,0,1,Diving,NA,0,46,0
Eudyptes moseleyi,Eudyptes_moseleyi,NA,Furness 1985a,1983,South Pacific Ocean,0.26971824098848335,0,1,1,1,0,0,1,Diving,NA,0,12,0
Eudyptula minor,Eudyptula_minor,NA,Day et al. 1984,1973,South Pacific Ocean,-0.023815078014185663,0,1,1,1,0,0,1,Diving,NA,0,0,0
Eudyptula minor,Eudyptula_minor,NA,Harrigan 1991,1985,Indian Ocean,-0.023815078014185663,0,1,1,1,0,0,1,Diving,NA,0,124,0
